,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,Shared topic 11,Shared topic 12,Shared topic 13,Shared topic 14,Shared topic 15,H3K27ac private topic 1,H3K27ac private topic 2,H3K27ac private topic 3,H3K27ac private topic 4,H3K27ac private topic 5,H3K27ac private topic 6,H3K27ac private topic 8,H3K27ac private topic 9,H3K27ac private topic 10,H3K27me3 private topic 1,H3K27me3 private topic 2,H3K27me3 private topic 3,H3K27me3 private topic 4,H3K27me3 private topic 5,H3K27me3 private topic 9,H3K27me3 private topic 10
609,-0.25119072,-0.26684797,1.6684033,0.033912428,-1.1085262,0.51090986,1.4523375,-0.33138397,-0.3925011,-0.6768443,0.41570017,0.23639762,0.34639516,-0.42906275,-0.22092977,0.54474485,1.334623,0.38890824,0.6451934,1.7420223,0.2259548,-0.51081526,0.4771279,2.504059,0.009406264,0.23424643,-0.077244,0.83231807,3.2143667,0.36324716,-0.10467077
610,-0.8074396,-1.3603309,0.6862638,-1.385742,-0.487132,-0.12781596,0.44254023,-1.4237046,-0.7850765,-1.0491636,0.21634969,-0.7311752,-0.06367133,-0.9637897,-0.23000419,0.5555349,1.6891191,-0.03184985,0.4939881,0.58918136,-0.35407147,0.7542034,-0.13914832,2.4307802,0.23606688,1.6750168,0.16020449,0.28315097,2.906222,1.3116604,-0.24324754
611,-0.41345957,-0.6556596,-0.20591757,-0.75373304,-0.46175826,-0.80669874,-0.8137064,-1.0231104,-0.4148771,-0.49347535,-0.3446267,-1.0106766,-0.47883832,0.51391375,3.7057111,-0.83591884,-1.3604513,-0.8378117,-0.88557905,-1.0433445,-0.93646944,-0.42718923,-0.83725137,-0.7520894,-0.43400332,-0.684612,-0.5535021,-0.2859179,-0.33614635,-0.6328662,-0.50157297
612,-0.5828894,3.8002546,-0.27316388,-0.6104826,-0.3125491,-0.14735986,0.06243833,-0.5260299,-0.13090195,0.12786031,0.39548174,0.78709364,-0.12723133,0.24997087,-0.14205743,-0.819294,-0.27766055,-0.28614417,-0.4664628,-0.24500996,-0.44046563,-0.39304775,-0.45831668,0.10605189,-1.1276606,-0.91149294,-0.84541196,-0.29048258,-0.409824,-0.40052295,-0.58686614
613,-0.49683785,-0.28532094,-0.26718444,-0.449622,-0.36736685,-0.08088474,-0.3151426,-0.26237264,-0.36859947,-0.45286578,2.15253,1.0951858,0.7919329,-0.2752204,-0.06009618,-0.08683686,-0.30728585,0.5503108,0.8114741,0.9661223,0.9513819,0.14885615,0.44384858,-0.22779393,-0.42280307,-0.47142443,-0.26596284,-0.28457046,-0.5871425,-1.3812181,0.25343788
614,0.10846094,2.8831353,-0.053654253,1.1999483,-0.5954376,1.0909294,-0.1524562,-0.15523064,0.040435474,-0.40132773,-0.43961635,-0.204101,-1.1229259,-0.22327052,-0.33680078,0.37912357,1.1482434,-0.8622964,1.8803757,0.905235,-0.68899673,1.6460134,-0.40595078,-0.7892871,-1.0240885,-0.31637943,-1.1178838,0.4424545,-0.70124954,0.5489457,-0.8944393
615,-0.23320505,-0.2683671,0.07360594,-0.5297675,-0.451218,-0.43188605,-0.22479926,-0.3281568,-0.55363524,-0.35792527,-0.64161754,0.5845431,-1.5607105,-0.60783917,3.8578537,-1.1381981,-1.6018956,-0.6429411,-1.0788721,-1.2619603,-1.0397189,-0.86933213,-1.2968476,-1.1684685,-0.24959953,-0.20203206,-0.35943446,0.093541615,-0.06852787,0.24181902,-0.18179217
616,-0.98126626,0.19250923,-0.4048516,-0.70468247,-0.09617352,0.84010744,1.5213279,-0.23568594,-0.33799213,-0.72281504,0.01318302,-0.15094872,-0.13023339,-1.065826,-0.19239004,-0.23487133,0.5768892,-0.07470278,-0.3695856,1.8372377,0.57257533,-0.8239814,1.078709,3.1266882,-0.19149888,1.5852792,0.5226014,0.2671219,0.8907064,0.22634672,3.2036622
617,0.6800756,-0.46392256,-0.81351316,0.94339997,0.84288335,0.29781908,1.5933361,-0.7725646,0.48219368,0.74529284,-0.84697676,-0.5856513,-1.1234595,0.16695368,0.06972836,-0.2567647,-0.32722017,0.7976625,-0.08611807,1.1759027,3.7809658,-0.33081868,-0.49126133,-0.59112567,-1.0163034,-0.79433024,2.9312716,-1.2277093,-1.0536532,-1.3192524,-0.6485054
618,-0.34590638,-0.0056453273,0.33679372,-0.11421787,-0.7373346,0.3533518,2.5145645,1.1401635,-0.45081964,0.21747524,-0.42495722,-0.5333189,0.28716856,-0.2616646,-0.36018172,-0.36847854,0.7242775,-0.3245878,0.22777694,0.21518019,0.14124125,-0.29273203,0.36324438,1.212519,-0.05389339,1.2633934,0.15442148,-0.5676304,-0.027564716,0.18680812,2.038356
619,-0.16015692,-0.920978,0.18518667,0.124052845,-0.33954206,-1.5627278,-1.1740801,-0.947901,-0.10873681,-0.3107264,0.05365079,-0.47907257,-0.8415996,2.1491117,3.5221882,-0.75093114,-1.0858179,-0.42800948,-0.8281115,-0.92418337,-0.9322746,-0.36963645,-0.7509877,-0.73203444,-0.68974555,-0.9268532,-0.68766767,-0.53774405,-0.5698077,-0.99301636,-0.6085917
620,0.5064766,3.4833894,0.208525,0.06206999,-0.7117532,0.19794267,0.07136206,-0.07122746,-0.36421978,-0.50555885,-0.3663547,-0.9674392,-0.8554638,-0.27028048,-0.12043747,-0.18805806,0.09965976,-0.1364574,0.32348287,-0.19489557,0.053121608,-0.25265545,-0.28408098,-0.47150964,-1.0283409,-1.0085444,-1.0553488,-0.8692911,-0.9971243,-0.41913277,-0.8041617
621,-0.8626933,-0.7495684,-0.7267835,-0.08288844,0.33941,-1.1124632,0.617794,1.5513663,0.0044164527,-0.81695735,0.10364519,-0.5087252,0.18719104,-0.28276342,-0.14232296,0.013541405,0.5310381,-0.32091644,-0.40371665,1.5361263,0.70392114,0.6116118,0.57476944,-0.17029667,-0.56096244,0.6047242,0.9421354,-0.05352052,-0.25951424,-0.27652374,2.1705534
622,-0.7662269,-0.28419834,0.6178236,-0.5822158,-0.5948412,0.9656244,0.18727632,1.9781427,-0.62156653,-0.03598687,-1.2727134,-0.7859155,-0.6539008,0.072954014,0.24360588,-0.07829325,0.85468554,-0.0905982,-0.5841988,0.073202096,-0.30335262,1.2575969,1.7145493,-0.30488247,0.30203074,0.97083324,0.12713714,-0.20850831,-0.11080554,0.36989143,1.5818293
623,-0.45004076,3.307312,-0.266757,-0.174126,-0.44400603,0.7653605,0.7878917,-0.14604127,-0.52986,-0.31135103,-0.6071487,0.23447004,-0.24576828,0.18977922,-0.31812215,0.28289136,0.7679226,-0.71799785,1.2466326,0.16438079,-0.508679,0.27119717,0.15005979,-0.024925502,-1.3124484,-0.33280444,-1.0851346,0.3078834,-0.33363748,-0.021305317,-0.4719303
624,-0.89977896,-0.37754944,-0.7572981,-0.8886789,-0.43585333,-0.89531153,-0.37889594,-0.70283365,-0.43595594,-1.0379692,-1.0281526,-0.80731815,-0.07311177,2.4366674,1.1865757,-0.63813746,-0.65003,-0.5936613,-0.76381946,-0.46330947,-0.68181735,-0.6572295,0.21327269,-0.02071667,-0.7623488,0.27698407,-0.4635461,0.29390794,-0.08587219,0.033922896,0.046342343
625,-0.90095186,1.3381023,-0.83407736,-0.4207689,-0.14939891,0.5243099,0.60159683,1.7671144,-0.5423436,-0.67133343,-0.16691369,0.22414365,-0.6708813,0.3052064,-0.5498923,1.9654815,1.9767065,-0.11885513,-0.22041187,2.0819895,0.31903931,3.0231314,2.0678852,-0.14711857,-0.41684994,0.40970385,0.75826347,0.14290045,-0.14486551,-0.32117966,3.023748
626,0.40608475,-0.35041383,0.28879675,-0.96445584,0.8165615,-0.7884343,0.38603783,-0.4371558,-0.3344711,-0.34233153,0.07339248,-0.7097578,-0.01951316,-0.9784867,-0.72762626,0.48005745,0.5995358,0.57291967,1.4297135,2.6485622,1.43293,-0.24823844,-0.3881321,2.0746636,0.1698444,1.0548415,0.04560679,1.5231504,0.6346135,2.0354457,-0.68973
627,-0.19711326,3.3577619,-0.42382705,0.07852858,-0.45940003,-0.3442694,-0.14587179,-0.18236192,0.40394107,0.016360745,-0.35786653,0.20496896,0.05458489,-0.444041,-0.6048218,0.12325909,0.39045772,-0.49538824,0.14468129,-0.118005976,-0.5577717,0.4260683,0.44963714,-0.13457075,-1.4031162,-0.2680568,-1.0352155,0.26273513,-0.24795586,-0.11899725,-0.34755188
628,-0.3348385,2.6517506,-0.1969653,-0.035960495,0.2554027,-0.29926527,-0.7372948,-0.027882695,-0.15959649,-0.76316744,0.16868562,-0.083129734,0.057648003,-1.0762119,-0.48453915,0.032781333,0.2474022,0.28244096,0.5233111,0.2808906,0.29151997,0.56515294,-0.3854272,-0.26619738,0.20204261,0.12834643,-0.30692482,2.6860805,0.289596,0.59836775,-0.43728507
629,0.056446403,0.4846452,2.8294268,-0.11560652,-0.21118556,0.5211029,-0.8617482,-0.21521649,-0.39658427,-0.49980074,-0.7220027,-0.12235373,-0.6615663,-0.33267206,-0.43090385,-0.39484695,0.38641763,-0.2297571,1.2960215,0.67714393,-0.17227349,-0.16346508,0.26174837,-0.21205775,0.18099129,1.070489,-0.13248873,2.345685,0.7021396,1.309773,0.010038353
630,0.2481889,-0.54605764,-0.57126087,-0.15188321,3.690321,-1.4915437,-0.47495854,-0.5324658,0.5872743,-0.3009538,-0.34467885,-0.13158125,-0.060212545,-0.10774031,-0.25872836,-0.8968836,-0.7409064,0.051942125,-0.73393905,-0.5953932,-0.37069324,-0.689146,-0.84738094,-0.2037615,-0.36937034,-0.62304205,0.111982405,-0.97771996,0.1679293,-0.88768387,-0.38234207
631,-0.048007667,-0.38185328,-0.45857102,0.12210454,0.39516914,0.37974837,2.060409,-0.11620088,-0.46554697,-0.057723522,-0.6157521,-0.42517662,-0.6011882,-0.41665244,-0.45074606,1.3280143,0.55890644,-1.6116809,-0.20176685,1.9014597,1.8525426,-0.02891591,0.54989785,-0.11079178,0.20293136,1.4316143,2.4491398,0.406985,0.65311617,-0.056061864,0.4764528
632,-0.6344464,-0.17257059,-0.5604064,-0.7109218,-0.84894127,-0.018972337,-0.3201244,1.8536168,-0.715809,0.123616174,-0.631166,-0.79211783,-0.18988463,-0.47670037,-0.5305128,0.42139667,2.651288,0.37789664,1.6443882,1.9375572,-0.48754647,0.14443895,3.7429864,-0.121619664,0.29303065,1.0772191,-0.14769064,0.15194766,0.11484932,0.4267301,3.7003639
633,-0.14522734,-0.617254,1.6112964,0.17599949,0.01631859,0.46869737,-0.50273216,1.0280831,0.03374082,-0.5216106,0.9946258,-0.19007483,-0.25816482,-0.19505973,-0.21854556,0.8235531,1.6630192,0.3289451,0.79352945,1.916815,0.23604074,-0.27995995,0.7696835,1.8393562,-0.07751619,0.92341685,0.14325228,0.86097544,3.2242527,0.6761237,0.20599009
634,-0.75311774,0.026636839,1.9320769,-0.26860714,-0.2344824,0.57806003,-0.4161163,-0.5025308,-0.28346944,-0.15545553,-1.0404004,-1.1062777,-0.36044917,-0.5733177,-0.48411804,1.0248595,0.9763335,-0.2752501,0.48061398,0.8219252,0.75927955,-0.13905755,0.6456195,1.2902832,0.6331267,0.74574137,-0.16743247,1.1258428,3.5480814,0.5749349,-0.31709594
635,0.16482177,-0.22027415,-0.68977344,-0.11494391,3.7297275,-0.29047242,-0.48429728,-0.14320873,0.45864692,1.0413952,-0.21809457,-0.20189433,0.05675374,-0.019776583,-0.12333469,-1.445142,-0.9561269,0.1658776,-0.454758,-1.069875,0.111015774,-1.0698837,-0.92937297,-1.0003407,-0.113569304,-0.075519994,0.8938574,-0.9955841,-0.7170811,-0.01859954,-0.40040994
636,-0.20581956,-0.4472097,-0.85086286,1.9032841,-0.59057146,0.13792537,0.565221,-0.43758702,3.8798645,-0.30441368,-0.69086224,0.59511983,-0.0006482601,-0.109529495,-0.3568098,-0.98370993,-0.8254913,0.3205495,-0.7761913,-1.0709736,-0.3161514,-0.83791316,-0.5502143,-0.58031005,-1.1812906,-1.3151344,-0.94287056,-0.6846447,-1.1326225,-0.7136979,-0.87217414
637,-0.25234926,2.546791,-0.96254027,0.15603861,-0.38646042,0.16079566,-0.10644333,-0.35808328,0.55133873,-0.25965133,-0.4986821,-0.18772762,-0.5943918,-1.1287675,-0.56531274,-0.27812997,-0.22449729,0.004362277,0.21700896,0.093229696,1.2113395,0.26692066,-0.15230158,-0.276029,0.046720497,-0.62099254,-0.11101906,0.49049276,-0.3168453,-1.0684875,-0.07671235
638,1.4943218,-0.061741985,-0.33801672,0.223737,3.0443637,-0.79737437,-0.74942124,-0.41576087,-0.18547615,0.1286811,-0.30239877,-0.5125695,-0.09129183,-0.2814131,-0.33135295,-0.064217195,0.41788515,0.8444043,-0.17231172,0.050880183,-0.11977964,0.19291401,-0.12516257,-0.1808778,-0.6752809,-0.7232298,-0.019337725,-0.9255791,-0.6425331,-0.80653495,-0.4095715
639,2.8847866,-0.45547053,-0.7661034,0.32251233,1.7712009,0.32866573,-0.566141,-0.52008337,1.800552,-0.090297155,-0.29090917,-0.78343344,-0.4094459,-0.45041025,-0.46425316,-0.41771638,-0.9291922,-0.39474866,-0.22986336,-1.1460837,-0.7110628,-0.73349816,-0.6499066,-0.87261015,-1.678659,-1.2314113,-1.2210599,-0.52249765,-0.86877155,-0.53247744,-0.9241221
640,-0.4024061,3.2264206,-0.8482894,0.585179,-0.60875547,-0.77577126,-0.09691373,-0.30060077,0.08427057,0.13954325,-0.063326165,0.21841612,-0.4942511,-0.42035833,-0.1566319,2.5204568,1.4992543,0.9163191,2.6078105,0.5038913,-0.78405386,-0.4889168,0.015547294,-0.16534768,-2.0529048,-1.5577493,-1.4809462,-1.4275885,-1.4846653,-1.5035279,-1.0469937
641,1.923425,-0.20987754,-0.31680727,0.6365707,1.2142086,-0.5224228,-0.6151717,-0.39285782,0.046683118,-0.12249477,-0.70870525,-0.40478882,-0.29600638,-0.42834112,-0.42198977,-1.2804524,-1.1712016,-0.5177724,-0.26899922,-1.3261179,-0.9075802,-0.92671233,-1.0384854,-0.9888702,0.43887836,-0.3130711,-0.77109337,-0.15407752,-0.7409143,1.3093046,-0.9986099
642,-0.85257685,-0.42163777,-0.15285838,-0.34940523,-0.028076753,-0.2025289,-0.4581079,1.4743149,-0.4468372,-0.40151846,0.5810097,0.84727234,1.3886833,-0.6458008,0.24804108,1.1939975,0.0027746682,-0.6967761,-0.6607771,-0.20902735,-0.4978758,-0.108104,0.27046973,-0.06607163,-0.07261757,-0.5441291,-0.20206067,-1.3850619,-0.815132,0.2398643,0.14143254
643,-0.39177543,-0.2732755,-0.3372935,-0.3203287,-0.43752766,0.7452544,1.0138474,1.7853316,-0.40921104,-1.2487099,-0.6946538,-0.11614643,-0.8543036,-0.06034199,-0.9041958,0.32589462,1.387193,-0.150285,0.7873247,0.68673676,-0.16718018,1.7080369,0.1691514,2.6261861,-0.47055015,1.0552641,0.20664728,-0.027331986,0.36082262,0.015052721,2.3504732
644,0.1386546,-0.3294689,-0.25013453,0.49959618,-0.19283162,-0.18370004,0.31251094,-0.5898662,-0.2836518,0.43723458,-1.0326333,0.81746536,-1.109621,-0.65613884,4.2379203,-1.0842944,-1.403296,-0.28684187,-1.0553843,-1.1371856,-0.9779073,-0.8720692,-1.2591841,-1.0982723,-0.47086537,-0.39830557,-0.49828157,-0.057172358,-0.19117124,-0.16363755,-0.23752943
645,-0.5554362,0.031180829,-0.6383168,0.31947953,0.78020674,-0.64793265,-0.033186823,2.8792882,0.14959018,-0.15923768,-0.75530463,-0.66764694,0.108163536,-0.16300818,-0.3451774,0.4664445,-0.2586441,-0.8144951,-0.4803531,0.23172057,0.8609869,0.01170751,-0.455858,-0.5672694,-0.4015677,0.8145954,0.7688836,0.137281,-0.29254907,-0.018724632,1.9058568
646,-0.6578845,0.010593921,-0.09606302,-0.29558113,-0.11654151,0.03563282,1.4641415,1.4223287,-0.41877854,0.14078093,-0.95931506,-0.6090421,-0.5164093,-0.6314656,-0.34692648,0.5638568,1.2512449,0.30996677,1.3665383,1.5181974,0.25102222,0.017933005,0.5433642,0.2677154,-0.36933392,1.1429627,-0.011217364,-0.42938936,-0.32165593,0.20234671,2.2931414
647,-0.41266894,-0.5449584,2.165932,-0.8881997,0.07965781,-0.38525778,-0.6281222,0.027691988,-0.51230836,-0.47144377,-1.0044472,0.5704693,0.6075866,-0.24772127,0.090659685,0.5278835,1.4963511,-0.010193647,0.39733258,0.8113785,-0.24475852,0.56316173,-0.092557356,2.1657367,0.0011234216,1.7321719,0.172774,0.12086881,2.7056613,1.2467827,0.35452977
648,-0.15160799,1.4532213,0.81361103,-0.6100673,-0.79820484,-0.6077767,0.22814706,1.2528787,-0.5987782,-0.0021180063,-0.5891392,0.2557077,-0.49145788,-0.3351979,-0.61393267,0.27440146,1.8330293,-1.026974,0.017718866,2.2791386,-0.08530497,0.840468,1.7379497,0.22966261,0.06199617,1.0197494,0.17082797,1.2476368,1.9854722,-0.03765021,0.4792724
649,-0.88460374,-0.60342944,-0.03415674,-0.16096632,-1.1552329,-0.41142622,1.5929656,0.8186585,-0.62957746,-0.3286661,0.789132,0.26551467,-0.6491882,-0.53827715,-0.19963819,-0.55063194,0.6251713,-0.18916512,-0.085321225,1.8105248,0.78469306,-0.40426123,2.0569165,1.5809162,0.9229889,1.6414783,0.8974772,-0.3057994,0.42618275,0.60712945,0.77828574
650,-0.4605624,-0.55237496,-1.0305421,-0.1742669,1.0620667,-0.9350306,-0.24551213,-0.63659936,3.6614397,0.8286771,-0.427976,-0.15267837,-0.16139513,0.19900145,-0.349239,-1.0872781,-0.70498985,0.7667871,-0.56418717,-0.50229657,-0.188742,-0.5815325,-0.73004377,-0.6569467,-0.911297,-0.9411392,-0.565848,-0.7736305,-0.80233324,-0.89243174,-0.69399434
651,-0.55356276,-0.24808982,-1.4434172,-0.14101565,0.124767765,-0.48679718,-0.43453592,-0.6700866,-0.05993234,-0.2897937,-0.1145791,-0.6765584,-0.1113743,0.95977086,4.1155043,-0.5008198,-1.0520365,-0.6824643,-0.6349525,-0.66037136,-0.5823931,-0.017048923,-0.29635036,-0.384772,-0.7446497,-1.1106865,-0.734555,-0.84521943,-0.9369575,-1.2915711,-0.68095046
652,-0.22935662,-0.8428898,-0.4502405,-0.5712818,-0.30496347,0.22101516,2.4747825,1.6522406,-0.16207671,-0.027362555,0.24967256,-0.60666406,-0.20934232,-0.14456803,-0.09445163,-0.6698998,0.369577,-0.42035538,-0.3571721,-0.5720899,-0.54128116,-1.0256004,-0.0779592,3.5367002,0.0954677,1.3755727,0.45236412,-0.014917469,0.57855606,0.11773913,2.4852161
653,-0.57196045,2.698626,-0.00029723067,-0.5186174,-0.7115389,-1.2849823,-0.7923022,-1.1180993,-0.6525902,-0.4375856,-0.887425,0.2308281,-0.8565369,-0.5402779,-0.23157485,-0.42952344,-0.2986384,0.5843567,0.2740206,0.44645175,-0.07506508,-0.18391961,-0.48432344,-0.321738,-0.38306627,-0.7380218,-0.31059825,0.18139806,-0.14016406,-0.65627253,-0.48727068
654,3.6403728,-0.4376182,-0.49635178,1.1526501,-0.25252125,-0.054495692,0.23402323,-0.3522988,0.4751485,-0.15151909,-0.27667233,-0.072670214,-0.12388192,-0.5357096,-0.4066947,-0.99537826,-1.2551194,-0.36850798,-0.2724707,-0.70257926,-0.02620414,-0.66837287,-0.97967684,-0.7473681,-1.7019627,-1.58749,-1.0449679,-1.2807021,-1.227219,-1.4496609,-1.0294446
655,-0.50636286,1.4880478,0.299493,-0.49967736,-0.012411274,0.43851298,-0.7012475,-1.253745,-0.35239413,0.20263775,-1.2377925,0.08395687,-0.7729151,-0.28346378,-0.59360945,0.010093542,0.2750414,0.78574634,2.3902009,1.1055552,-0.40378484,-0.9481263,-0.49792594,-0.6460293,-0.095120266,-0.32173616,-0.5944536,2.6074107,-0.4545249,0.010588104,-0.6400906
656,-0.6570767,-0.60596555,2.1208177,-0.67839396,-0.25749293,1.1096022,-0.93709385,-0.64174855,-0.4049644,-0.5645461,0.5930438,-0.8681563,0.07452151,0.010157138,-0.46221912,1.6666247,1.4557287,-0.010224066,0.43902537,0.008902886,-0.83265346,1.8778925,0.07631631,-0.33312625,0.3855438,0.8164552,-0.7218516,0.045318127,0.6290068,2.4164555,-0.70949507
657,-0.37612745,-0.28947735,-1.1256506,-0.22434026,0.11248352,0.17541452,-0.56778663,-0.3986816,-0.3465842,-0.3414629,0.15305203,-1.8045418,1.140781,-0.23476677,3.568122,-0.5684376,-1.0565735,-0.5985542,-0.72478247,-1.0404363,-0.9335425,-0.25439498,-0.8763965,-0.73156637,-0.32848513,-0.6492374,-0.55488735,-0.27773944,-0.2814583,-0.6091381,-0.47822124
658,-0.27140075,-0.48408496,0.2029737,-0.02731809,0.14425573,-0.399114,2.6264315,-0.67451626,-0.013058916,-0.5278102,-0.75742435,-1.2483367,-0.08303946,-0.40309444,-0.21088071,-0.24531506,0.6293879,-0.33862332,-0.23315622,0.876,0.8856511,-0.101553634,0.12611362,-0.25748116,-0.79349625,0.12495378,0.021680359,0.017286845,-0.5136874,-0.74504447,-0.091276854
659,-0.42569485,0.70577073,2.3796797,-0.52016026,0.66916394,0.4040692,-0.32045954,-0.5224285,-0.485999,-0.0798306,-0.43328524,0.23536018,0.018725738,-0.84491634,-0.42485636,0.01544517,0.31643125,0.7792466,0.04775171,0.288894,-0.5155607,0.6104478,0.3024076,0.3128711,0.17665912,0.20851551,-0.5254598,2.0286367,1.8493212,0.5963885,-0.4397606
660,-0.52257156,-0.61510783,1.9678802,-0.37678447,-0.39313853,0.8585756,-1.31335,-1.0271413,-0.371337,-0.19252719,1.4391943,0.3798334,-0.2552135,-0.46744052,-0.55935264,3.5843992,2.0469155,0.71899295,-0.83423233,0.22792833,-0.9255189,0.8712912,-0.12339931,-0.46586636,1.7491657,-0.2944239,-0.98399186,-1.037116,0.47601235,0.6437306,-0.8847526
661,-0.7555548,-1.0181407,-0.1823844,-0.9389035,-0.7363082,0.39044297,0.7270138,0.9868993,-0.54571855,-0.57973224,-0.8944409,0.097877085,-0.550968,-0.3576938,-0.51810753,3.2653027,0.71465564,-0.5002111,1.6502278,0.46970204,0.42235368,0.20599994,1.9273894,0.5859489,-0.4425623,1.0677361,2.1011407,0.036566954,0.063972235,-0.20882456,2.858158
662,-0.13376634,0.5074054,2.5500147,-0.49575657,-0.23100156,-0.32142973,0.56524557,-0.2758687,-0.13430431,0.6223969,-0.98489165,0.65162766,-0.18555297,0.3624253,-0.32665867,-0.46933788,0.15358864,0.50829285,0.1484373,0.08090071,0.15264812,-1.3170551,-0.23332119,3.2618341,-0.049820792,0.048197906,-0.8876852,-0.36487707,-0.13967587,1.9098575,-0.37097844
663,-0.28201255,-0.30350608,-0.4390022,0.14852166,-0.3886556,-0.093031615,-0.25461182,-0.37096584,-0.15631022,-0.18412136,-0.29619747,0.12677506,-0.14501922,3.1630363,1.6739776,-0.9637212,-1.0137166,-0.6993604,-1.0345035,-0.7605738,-0.97325,-0.96324915,-0.72381943,-0.66332215,-0.36601755,-0.48493445,-0.15982527,-0.8805913,0.095028564,-0.21847348,-0.0430314
664,-0.5992187,3.3883855,0.5992801,-0.17037104,-0.10996273,0.43220446,-0.080396205,-0.6015098,-0.40119517,0.09955114,0.28239903,0.37432984,0.22458974,-0.29648712,-0.20698042,-0.28427878,-0.07805549,-0.53232384,0.06813168,0.32617924,0.12449145,0.1069764,-0.043576047,-0.3911014,-1.030553,-1.1519955,-1.1706799,1.076455,-0.44847074,-0.28803042,-0.9026782
665,-0.16201599,-0.42696887,1.9157107,-0.33188102,-0.42301875,0.5027338,-0.4536066,-0.74343,-0.278113,-0.3915097,-0.03204292,1.3177834,0.7266413,-0.62527674,-0.31116438,0.16582769,1.1945798,1.006521,1.2943243,1.4377975,-0.3158154,0.26721376,0.5389952,-0.20624729,1.8971121,1.3248776,-0.81837726,1.0662239,-0.1521741,3.5089571,-0.51018965
666,-0.58021986,-0.74896574,-0.29233393,-0.27279696,-0.121439464,-1.1588323,-1.4761107,-0.35978204,-0.10122509,-0.8855034,0.23920098,-0.8027574,0.31769902,2.3673897,3.252223,-0.446703,-1.0241444,-0.4533681,-0.69044495,-0.5303196,-0.5867035,-0.5298301,-0.50354606,-0.7580303,-0.0836605,-0.17844665,0.04939567,-0.01853921,-0.16960388,-0.02948347,-0.2860394
667,-0.5585959,-0.18326753,-0.49998647,0.21969157,-0.20139667,-0.6295478,-0.4550305,1.8715208,-0.5103834,-0.6498836,-0.48059684,0.257913,-0.35395646,-1.0867541,-0.24129306,0.59352106,-0.093389235,0.234054,-0.044430327,0.42709824,0.9155705,-0.29456905,-0.40388831,-0.7532467,-0.7925975,1.4208567,0.8591757,0.22480258,0.06756132,0.30506623,1.3028599
668,-0.3730958,-0.3969393,-0.521521,-0.25765693,-0.33887112,-1.0325875,-0.65183824,-0.31940582,-0.2759715,-0.11851177,2.6255727,-0.6252447,1.8429815,-0.49349478,-0.059047617,0.40197966,-1.3885853,1.7440898,-0.26712114,-0.5195541,0.009268788,0.8453085,-0.6317455,-1.0799932,-0.39118296,-1.2841189,-1.0324512,-0.84196687,-1.0266227,-1.1060476,-0.7806736
669,-0.043231886,1.1905179,0.4990646,-1.030905,0.04857948,0.14945936,0.18286993,-0.24304768,-0.4002042,-0.7005543,-0.26086387,-0.3530994,-0.50963503,-0.71565425,-0.8651557,-0.27314052,0.42864308,-0.33442828,-0.4361728,-0.070762165,1.0367112,2.9077473,-0.48250544,0.004569873,1.3007022,0.82836336,0.8002607,2.3292987,0.5036034,-0.027866835,-0.14023463
670,-0.15008113,-0.047506824,3.0607495,-0.31898916,-0.2991211,0.06389481,0.10000028,-0.25305215,-0.27631274,0.0070703626,-0.393547,-0.850215,-0.9486084,-0.45878732,-0.3124224,-0.23855151,0.41689053,-0.27812243,1.3184248,0.7009198,-0.032675117,0.043823607,0.23209187,-0.23542967,0.09431851,0.07628166,-0.90857756,-0.3579003,-0.20746364,2.1441298,-0.3699364
671,-0.45232582,2.858213,-0.019454844,-0.32193598,-0.74306273,0.98840994,-0.54576623,-0.83833563,-0.3838326,0.32181126,-0.63756174,0.08157222,-1.0263414,-0.15386018,-0.45032543,0.7314726,1.0110146,-0.5402547,1.195681,-0.07367517,-0.74799067,2.4084191,-0.37558386,0.10470156,-1.4698768,-0.9455967,-1.0602995,-0.59330374,-0.43982136,-0.51901805,-0.77778196
672,-0.13326369,0.03389152,0.37455446,-0.32088572,-0.47739056,0.0023586154,1.0938069,0.22692844,-0.41534764,-0.98332936,-0.98350734,-0.32328394,-0.51970464,-1.1301429,-0.95774233,-0.15017806,0.6261901,-0.2068881,-0.2260064,0.02150597,-0.13530359,0.63720125,-0.7925393,4.2178426,0.43952,1.5701572,0.23868974,2.3150988,4.4337344,0.4540186,-0.08048494
673,-0.9614673,0.022217244,0.34542796,-0.80942774,-0.47839627,0.3692776,1.8978602,-0.6023236,-0.3446377,-0.6138426,-0.13749695,-0.46056378,-0.38981393,-0.8329834,-0.3494847,-0.40486312,0.80826783,0.28015867,-0.03237384,0.7980027,1.289988,3.4002216,0.5183634,-0.8566786,-0.6263683,0.96359104,0.45076197,-0.092414014,-0.25756004,0.031247836,2.8888414
674,-0.087358594,-0.3162525,-0.6461008,-0.382521,-0.4935508,-0.05849023,-0.06614016,-0.20138153,-0.32195297,-0.17059928,2.1951833,0.26836252,-0.8473223,-1.0265788,-0.0732479,1.1918759,1.2635735,0.39263213,1.1095881,1.3524727,0.1828874,0.16806121,0.17531691,0.2065249,0.21918759,-0.47579882,-0.27792516,-0.89371115,-0.5143054,0.11129219,-0.45920965
