,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,Shared topic 11,Shared topic 12,Shared topic 13,Shared topic 14,Shared topic 15,H3K27ac private topic 1,H3K27ac private topic 2,H3K27ac private topic 3,H3K27ac private topic 4,H3K27ac private topic 5,H3K27ac private topic 6,H3K27ac private topic 8,H3K27ac private topic 9,H3K27ac private topic 10
Rnf113a2,-2.1454585,-2.4500737,-3.611193,-3.9766912,-1.004463,0.8994303,-3.0729551,-0.2225965,0.23199672,0.29944998,-0.29466495,0.78402185,-0.15287903,0.43305194,0.8610369,-0.5824468,-1.9746144,1.4458139,-1.737176,-0.47236782,-3.155444,0.18688017,-2.1336584,-3.398076
Isca2,0.08543497,-0.25564134,-0.1347162,-0.2999838,-0.6398242,-0.10332946,-0.2034359,0.19049236,-0.32713264,0.34078413,-0.82897824,-4.2588077,-0.5278046,0.7146885,0.7936277,-2.4326944,-0.0883839,0.15855962,0.06500551,-0.09091677,-1.2159458,-0.11383372,0.029933803,-0.07789052
D030025P21Rik,-0.3047984,0.18780354,-0.11905942,-0.8425488,-0.33393264,0.42060298,-1.1424934,0.024929963,-0.8843837,-3.9699275,-0.2746481,0.3142496,0.13833934,-0.4809991,-0.44458637,-0.055954047,-0.095308416,0.060845643,-0.45694688,-0.086027704,-0.004604578,-0.056859154,-0.31682158,-1.0342715
Zc2hc1c,-0.24946739,-0.13793224,0.5227816,-0.08052107,-3.4365535,-0.3669212,-0.44117755,-2.2888896,-1.7742112,0.25826257,-0.2740993,0.58523804,-0.3302425,-1.6804951,-1.9996188,-0.24907383,-0.2101351,0.8509846,0.1795665,-0.72917277,-0.46440387,0.037701026,-0.16571641,-0.011007011
Gm32755,-0.17954136,-0.6517301,-0.24874368,-4.246226,-0.03763078,-0.41344476,-0.11732558,-0.19861189,-0.275551,0.07041508,-0.043301538,0.25939173,0.43734664,-2.8577461,-1.0258274,-0.21143074,-0.21892771,-3.0222642,-3.1753788,-0.24546266,-0.40768343,-0.46663672,-0.2027241,-0.597817
Mir3068,-4.1349325,0.24413943,-0.26477912,-0.04122308,-0.9571594,-0.23490196,-2.2460911,0.34551933,-0.2459133,-1.2423056,-1.1002823,0.13698909,-1.4878976,0.34447503,-0.14572546,-0.17111376,-0.25167298,-3.0180843,-0.27489588,0.07091509,-0.22764736,-0.15633526,-0.13289087,0.1030916
Nrp,-3.7161474,0.04906717,-0.20885947,-0.22204207,-0.117816,-3.0796108,-1.7069818,0.07913035,-0.31307912,-3.534371,-0.6378027,0.08767596,-2.2775815,0.22920328,-0.10420157,-0.13094923,-0.20809631,-2.8771162,-0.18842493,0.008638531,-0.15726167,-0.330064,-0.13014519,0.006013736
1700064M15Rik,1.0900986,-3.7931461,-0.9067247,0.03242159,-0.31601307,0.43200147,-0.97910076,0.56281483,-0.63120854,0.97017217,-1.8537874,0.72950107,-0.3095351,-3.6949697,-1.2554171,0.23316622,-0.3253627,0.4005341,-1.1954195,-0.78646064,0.30765933,-3.0638819,0.40168,-0.9776731
Mir1190,0.35753757,-1.679978,-1.6356134,-0.2795765,0.57218164,-0.03401173,0.19600591,-2.9017224,0.26873827,1.0365002,-0.5680085,-4.2816825,0.0072730556,1.1451883,1.322491,-0.08485637,-0.10916693,0.43220216,-0.5851204,-0.9522837,-1.0695329,-0.4832443,-0.1195004,0.41243
Moap1,-2.2147074,-0.21487874,0.08925083,0.38684505,0.5274811,-0.08308849,-0.65546846,-0.10394224,0.66528314,0.0719811,-1.4642415,-2.9513066,0.0722872,0.6054336,0.47783875,-0.7440694,-0.18244101,-2.7276626,-0.2402709,-0.18071194,-0.28540474,-0.22860245,-0.13694356,-1.818674
Gon7,-0.12091157,-0.2578684,-0.53298306,-1.6744567,-3.0342684,-0.58719754,-1.1356591,-0.8103463,-0.28746736,-0.13887152,-0.09012613,0.35322517,-0.78222024,0.3148121,0.2594094,-0.17424557,-0.15494092,0.6622119,-0.12340632,-0.07814532,0.64223886,-0.6354636,-0.14381795,-0.048159666
Cox8c,-3.6621242,-0.10028374,-2.0112143,0.48717415,0.6379901,-3.4784389,-0.00757128,-0.182087,0.2826457,-3.7331443,-0.50623065,-2.8246167,-0.21876997,-3.67101,0.018051386,-0.65456367,-0.6198012,-2.5613394,-2.585545,0.3135656,-1.0873058,-0.5773042,-3.2827587,-0.9177616
Fam181a,2.298813,-0.5877095,-0.44856268,0.9939364,0.5938214,-0.2485353,-3.1553133,0.052507132,0.18939632,2.1664572,-0.43139496,-3.7606344,-2.1637557,-1.1371353,-2.9803793,-0.30618626,-0.23301247,-3.3415658,-0.3415388,-0.21249859,0.9970083,-0.49086884,-1.1886494,-0.6482732
Gm29508,2.6859117,-2.2319047,-1.1872772,0.9999013,0.5351067,-1.0452272,-3.483668,-0.011550546,0.21543187,2.4304795,-3.1103556,-3.9414408,-3.5242364,-4.2816744,-4.084421,-1.3973051,-0.8353996,-3.466485,-2.9166772,-0.23583597,1.304313,-1.0357722,-1.504753,-0.5858787
Serpina1e,-4.110553,-0.13864666,0.23595417,-0.11859411,-3.039033,-0.9580056,-2.5287175,0.0041211843,-4.5299935,-2.9976692,-2.0025868,-2.8346853,0.022803664,-2.1461568,0.08876395,-0.65173405,-1.452733,1.6304145,-1.8891041,-2.160337,-1.8961464,-0.2233215,-2.174978,-0.60652804
Glrx5,-0.7626259,-1.0011904,-3.9755037,-0.14429682,-1.248817,-0.5728362,-0.10772807,0.14154714,-1.3528477,-0.25276834,0.267313,1.3677857,1.3454125,1.7783736,1.7447512,-0.161861,-0.20454764,-1.4546373,-3.0184076,-0.048711844,-0.11349866,-0.43955162,-0.060340337,-0.6101823
Snhg10,-1.1793911,-0.6181524,-2.54834,-0.4461543,-0.94472855,-2.694307,-0.00953871,-0.099000305,-0.6168043,0.20099327,0.27820972,1.1797084,1.0828445,1.6351571,1.6194991,-0.3384072,-0.16667765,-3.351585,-2.6414332,0.054722577,-0.7542276,-0.5137718,-0.3118376,-0.2845543
Scarna13,-0.3959723,-0.50322396,-1.5168377,-0.03447196,-0.34542456,-0.28315836,-0.029932577,0.08095661,-0.35354984,0.11834146,0.23543197,1.0580527,1.0753645,1.4467936,1.4530867,-0.048413157,-0.17385799,-0.63491386,-1.6379002,0.03622845,-0.37491813,-0.6679369,-0.100891314,-0.45947444
Tcl1b5,-3.3596838,-1.2811471,0.14534855,0.46727467,-0.17338699,0.24409664,-3.9848192,-3.854537,-0.552979,-3.3785915,-1.9185672,-1.305009,-0.13482153,-0.35761607,-1.1920029,-3.3594723,-1.0103827,-2.835021,-3.60356,-2.5588284,-1.0142449,-0.33203244,-1.2128437,-0.5350703
Tcl1b4,-0.3289336,-4.142909,-0.51057684,-1.2230573,-3.728902,0.09141153,-0.9960255,-0.29541945,-1.6171693,0.6366278,-1.4041181,-2.337966,-2.3826094,-3.8440213,-3.1791651,-0.14469266,-0.876161,-3.1812465,0.36179185,-0.9387363,-2.3450737,-0.013990819,-4.13342,0.065307975
Bdkrb1,-0.49157247,0.7601086,-0.020737454,-4.233506,-0.21470997,-0.08839509,-2.1306057,-0.429456,-0.91383326,-3.2367167,-0.77322805,-0.31276426,-2.1571627,-1.081071,-2.1738796,-0.124966025,-0.20470946,-2.0505016,-1.0245144,-1.0287745,-0.31057993,0.39559156,-0.09996253,-0.65762746
Mir345,0.6079076,0.4847504,0.3256162,-0.3768565,-1.8480761,-0.66743034,-0.46814027,0.4565342,-0.6396311,0.39088765,-0.17945524,0.45746076,-0.18728986,-0.45615628,-0.7855206,-0.122827694,-0.056722112,1.026446,-0.0013900325,-0.064349025,0.26970774,-0.3600997,-0.14561613,-0.047982022
Mir770,-3.092232,-0.5584812,-2.636505,0.58878344,-0.71776074,0.48038417,0.18819511,0.40384597,-3.70241,1.1444315,0.616332,-3.6064734,0.3652374,-0.95822936,-3.2243545,-0.23191293,-0.57565224,-2.705428,-0.012299567,-1.2641315,2.0060956,0.034827128,0.23154825,-0.9732865
Mir673,-2.313301,0.76009893,0.23557705,-3.9963336,0.06955773,0.95912755,-1.4308847,-1.202194,-3.483194,-0.76308876,0.19284368,-2.7477365,-0.026065469,-4.1320286,-3.8394787,-0.034895748,-0.25163504,-3.0907893,0.7308849,-0.29666477,0.780887,0.017122656,-0.2652581,-0.24133918
Mir493,-0.6586315,0.9906335,0.15409112,-3.9755604,-1.2477295,0.7593483,0.039349765,-0.2898584,-0.90861344,-2.1016195,-0.31079695,-2.933391,0.33424032,-0.7400621,-1.8103563,-1.471929,-0.44619545,-1.2654209,-0.20682755,-0.4067186,0.20505375,-0.03156832,-1.6375947,-1.4161998
Mir337,-3.3853695,-0.17762163,-2.6627007,-3.9083757,-0.26902354,-4.0679626,-3.8226957,0.8477247,-0.21520615,-3.5728137,-4.276579,-3.9176803,-0.36939627,0.07416588,-2.0059824,-0.8598784,-0.5305488,3.5101862,-3.429291,-0.50800365,0.5860194,-3.2081296,-2.6309967,-0.92556846
Mir540,-3.5057724,-0.6827872,-3.0030408,-3.866487,-0.24751353,-4.0379133,-3.4264898,1.1462913,-0.19505414,-3.4636972,-4.0629787,-4.0301275,-0.4740642,-0.0944522,-2.5855582,-0.97669375,-0.5171534,3.5405316,-3.7731829,-0.5474442,0.84407866,-2.7038648,-2.6410534,-0.79106563
Mir665,-3.5121822,-0.66677606,-2.6478965,-3.948322,-0.21855369,-4.0949945,-3.1261072,1.1624707,-0.20862463,-3.410152,-4.196651,-3.8718703,-0.45551226,-0.094133586,-2.6220317,-1.0450153,-0.5336828,3.5516734,-3.900891,-0.4366758,0.8469715,-2.8493316,-2.3974612,-0.7696874
Mir3070a,-3.785365,-2.0394216,-3.2887013,-4.1610894,-1.279598,-3.9996157,-2.7742908,1.4023836,-0.20352721,-3.663021,-4.112664,-3.9907286,-0.40077156,-0.061873972,-2.754495,-1.1585755,-0.575328,3.5227747,-3.6899855,-0.66738486,1.5326004,-3.0568936,-2.31787,-1.7946361
Mir3070b,-4.0430202,0.123083115,-3.6786308,-4.016824,-0.46265346,-4.0027676,-3.6211133,1.3769498,-0.19187376,-3.6800025,-4.0395236,-3.5717287,-0.409767,-0.08929211,-3.5632463,-1.3079367,-0.8494113,3.402431,-3.8141418,-1.2545655,1.6671581,-2.4978557,-2.48502,-0.9235399
Mir431,-3.825109,0.41085124,-3.180511,-4.0113435,-2.9303505,-3.77122,-3.5568957,1.8234863,-1.7902457,-3.647292,-3.5349095,-3.675546,-3.5033123,-0.11031091,-3.1674333,-0.5664734,-0.7144423,2.9635048,-3.6862652,-1.365833,2.1630027,-2.1379914,-1.4086525,-0.51231486
Mir3544,-3.837123,0.44192195,-2.9029276,-3.9293547,-2.9038966,-3.6612153,-3.6071522,1.8115504,-1.335814,-3.9652061,-3.3187742,-3.7539032,-4.0619154,-0.28530636,-2.6288168,-0.39473152,-0.73571205,2.6617699,-3.5552626,-1.9748143,2.1243076,-1.7439553,-1.2348197,-0.4621517
6430411K18Rik,-4.2154045,0.6608132,-0.6858711,-4.208453,-2.0113308,-2.5841398,-3.1089957,1.8069148,0.0007671714,-4.0273986,-0.40634733,-3.579982,-3.779738,-3.085784,-3.0701416,-0.48675132,-1.272358,1.9703493,-3.5782447,-1.1156197,2.2276247,-2.2728658,-2.0796125,-0.055216253
Mir434,-4.2528524,1.3320124,0.6536987,-4.0835395,-0.74672043,0.9061426,0.18007457,1.5770111,-0.6739279,-3.987736,-0.46391913,-3.188586,-1.8227361,-2.3316634,-4.215402,0.025027871,-0.6232137,-2.3174613,-3.6731825,-0.6614118,1.575846,-2.1038952,-2.1776538,-0.7016135
Mir432,-4.1763153,1.4611136,0.655076,-4.201208,-0.2182323,0.80579925,0.20083761,1.4400365,-1.1500673,-4.0813866,-1.0747745,-3.2949948,-2.239606,-2.434903,-3.641624,0.23689044,-0.38690665,-2.2837446,-3.2275102,-0.24621457,1.3411249,-1.2790408,-0.42776266,-1.3715272
Rtl1,-3.8627932,1.0345657,0.8378365,-4.303763,-1.1298239,0.22424066,0.20589411,1.6814678,-1.3215781,-4.2779026,-1.0966995,0.34318352,-1.3504168,-3.7346578,-4.253709,0.007963836,-0.25232798,0.012491822,-3.5785677,-0.016814262,0.75662625,-0.20251423,-0.80880666,-1.2279835
Mir136,-3.7554405,1.335719,0.7720963,-4.270957,-0.42183375,0.5647086,0.1909047,1.6057028,-2.9997926,-4.212498,-1.001321,0.38943142,-3.2838342,-3.3263893,-4.018197,0.076187044,-0.3163244,0.3536929,-3.3095737,0.3055042,0.8717449,-0.4971376,-0.53021485,-2.8166378
Mir341,-1.5743483,0.7642524,-1.5666138,-4.264698,0.16505876,0.91123235,-0.7741746,1.7441355,-0.41366184,-4.121537,-3.7349694,-3.1343026,0.1456277,-0.033591166,-1.0415177,-0.17505218,-0.17257144,-0.42771548,-2.5457714,-1.7007693,1.3423374,-1.4104503,0.22813618,0.15936309
Mir1188,-1.5528307,0.7438958,-1.5741144,-4.2141433,0.13288882,0.90691006,-0.81043303,1.7302625,-0.4207192,-4.109007,-3.861721,-3.422029,0.11620766,-0.03915292,-1.0555414,-0.13592044,-0.13792518,-0.45234886,-2.67894,-1.6692709,1.3158404,-1.4369118,0.18112054,0.18385684
Mir370,-3.0204446,-1.1907425,0.17015874,-4.2535977,0.1225715,-0.43706432,-2.1642778,1.8135808,-0.73782986,0.37724262,-0.058784917,-3.5553606,-0.95257497,-0.94512373,-1.70854,0.74362636,0.00032620132,-1.4739575,-1.9960433,-0.21916218,1.5305225,-0.42314813,0.09037477,-0.8964416
AF357425,-1.2008135,-3.246143,-2.9716904,-3.6515398,0.4222446,-2.0439794,-1.032125,0.3657472,-3.389955,0.13594985,-0.2612934,-2.8306026,0.55759287,-0.61963075,-1.0028048,-0.98295414,-0.7395325,-0.04338625,-0.7503871,0.40782422,0.7798102,-0.20138574,-0.04540357,-2.5769184
AF357426,-4.1540403,-4.290572,-0.44042677,-2.4808512,-2.6383696,-1.0932485,-0.40339178,-0.12551391,-3.9655125,-4.1937876,-0.976639,-3.5511894,0.1459372,-4.70472,-4.741316,-3.8051498,-1.1042024,-2.820652,-2.318461,0.35758603,0.6672853,-0.89275515,-3.7392511,-2.8920097
DQ267101,0.46506906,0.21739125,-0.38778806,-2.8772764,-0.18511999,-1.0845269,-4.4883857,0.09656477,-4.604871,-3.9773667,-3.5279908,-3.0931885,-1.877219,-3.1513824,-4.675564,-0.07379913,-2.089514,-3.1770096,-3.5016053,-2.5515304,-3.5844374,-3.4235117,-0.9085376,-0.6468214
AF357355,-3.7474153,0.056823254,-1.1361771,-4.3087335,-0.5558388,0.84399605,-4.4201307,-0.5586996,-4.5733285,-2.5731857,-4.5399523,-2.864161,-0.7659817,-2.2478704,-4.443852,-2.5655212,-2.8938093,-3.7858574,-1.6863499,-3.7802076,-4.1932344,-4.8587856,0.09634054,-2.4239435
DQ267102,-0.9270865,-0.1675672,-0.5016895,-3.8627956,0.2687812,0.87602925,-4.0400953,-0.23596573,-1.3104416,-2.9864051,-0.71996135,0.48122144,-3.418142,-0.22461236,-1.4285896,-1.3719556,-0.68400395,-2.7542224,-3.2344666,-1.5274948,-0.26654822,-0.90068525,-0.6342027,0.050587773
Mir882,-3.170204,0.51165426,0.14026242,0.017318845,-0.35506535,0.3378144,-2.0142374,0.39409775,-0.09949711,-3.9527194,-0.9326862,0.8572309,0.7566304,-2.284568,-0.693236,-0.38708937,-0.32150215,-2.5062838,-3.219275,-1.6873362,0.67250633,0.19586027,-1.6387368,-0.738719
Mir379,-3.758238,0.9771546,0.53847754,-1.0434041,-2.3838506,-0.26681623,-1.7445155,0.569975,-0.12571386,-1.6623702,-2.7690034,0.3004585,-2.1901503,-0.36829096,-1.1069243,-0.34700054,-0.065036595,-2.9029055,-0.71252686,-1.4239428,-0.6431693,0.10432333,-0.58800304,-0.21874213
Mir411,-3.88922,0.8383837,0.5261369,-4.0700397,-3.0250597,-3.4684546,-0.92168224,-0.3855304,-1.1991509,-0.9943287,-2.1988344,-3.589757,-3.5540223,0.106163144,-4.212552,-0.24836436,-0.37076324,-2.7752037,-0.46286622,-0.85195917,-4.040595,0.13584435,-0.7794492,0.09297675
Mir299a,-3.6938062,0.9092876,0.73750186,-3.7991579,-3.040263,-3.3793042,-0.808462,-0.34595174,-1.2917947,-3.8778765,-1.8978469,-3.4868283,-3.4053953,0.13886714,-3.764185,-0.14674771,0.29053593,-2.708847,-0.38504967,-0.9145759,-3.6703484,0.27130866,-0.97619134,0.15381265
Mir380,-3.0688064,0.91583717,0.6778976,-4.1051483,-4.0921097,-3.243664,-1.1173108,-1.2274456,-0.1460123,-3.6970603,-1.0685734,-3.602073,-3.95442,-0.18748122,-3.330035,0.04485303,0.35773754,0.95376,-0.6049083,-0.9212643,-4.0338545,0.3217026,-3.0261993,-0.48103955
Mir1197,-1.011183,0.8467294,0.5953913,-3.9396899,-3.961604,-3.4426723,-0.4880106,-1.3832463,-0.2160343,-4.0998898,-0.8692572,-3.3891025,-3.9886844,-0.28317568,-3.1016185,0.03834051,0.35391104,0.9644152,-0.56598365,-1.0519308,-3.9317253,0.2546764,-3.0403953,-0.83690584
Mir323,-0.49568808,0.88504994,0.48643494,-3.9009407,-3.9050834,-3.4099858,-0.31529832,-1.6680758,-0.17899239,-3.9218354,-0.87038904,-3.548029,-3.8661892,-0.2563956,-1.6877105,-0.5207819,0.2722867,1.0502323,-0.43082494,-0.8016774,-3.8724012,0.19861633,-2.7604864,-2.1297922
Mir758,-0.4818272,0.8791672,0.46964002,-3.7815216,-4.027912,-3.6467276,-0.31313127,-1.6075597,-0.16848487,-3.85026,-0.8771164,-3.6202703,-3.567587,-0.29365298,-1.6748202,-0.6442723,0.40617418,1.0747519,-0.45478863,-0.72785276,-4.062533,0.14979535,-3.0754373,-2.266834
Mir329,-0.87255186,0.33865154,0.386513,0.6428287,-3.9303725,-3.4960756,-0.56415534,-1.2731721,-0.72450745,-3.7059088,-1.3263745,-3.5117748,-4.1233916,-1.2715027,-1.5562286,-1.5018263,0.51264703,1.0126135,-0.3168967,-0.81369525,-3.8732233,0.39051783,-3.7677772,-3.7957523
Mir494,-0.7235937,0.22308189,-0.16748178,0.76033616,-4.0799007,-3.01497,-0.33168274,-3.0690465,0.4578377,-3.9256527,-1.0802591,-3.8104692,-1.3362348,-4.0075703,-1.3009229,0.003729403,-0.32733607,1.027524,-3.6621637,-3.25418,-4.0216017,-0.3735773,-3.5245552,-0.6383053
Mir679,-0.6976404,0.20396829,-0.29776007,0.8278645,-3.9844196,-3.3608687,-0.30878538,-3.4640188,0.67218447,-3.8996854,-0.7711572,-3.817954,-1.4565246,-4.5629454,-1.423203,0.1700021,-0.6482278,1.0722479,-3.8087904,-3.1668372,-3.872912,-0.10186601,-3.9473953,-0.83705777
Mir299b,-0.6506483,0.22695923,-0.30262095,0.825968,-3.9105158,-3.2446978,-0.3162595,-3.8265004,0.67025113,-3.9529107,-0.7799409,-3.3993316,-1.3701704,-4.310703,-1.3885713,0.17528641,-0.58658123,1.092564,-3.7185585,-3.6674595,-3.7661746,-0.067612946,-3.2621522,-0.7149089
Mir1193,-0.69657326,0.18765754,-0.35151234,0.78067434,-4.1857357,-3.1164854,-0.35482556,-3.7922,0.6481625,-3.8950782,-0.83832085,-3.3846953,-1.41522,-4.533037,-1.429638,0.15108341,-0.66883063,1.0540537,-3.9221885,-3.7265565,-4.138694,-0.102986515,-4.0386105,-0.78599507
Mir666,-0.59405917,0.47324765,-2.2330527,1.2165643,-0.7192275,-0.7169604,-0.5310223,-0.6170488,0.7216586,-3.74943,-3.3965998,-3.4522543,-1.1615876,-4.087265,-2.2047505,0.32277107,-0.58773977,0.98632646,-3.870539,-2.7415574,-2.033574,-0.40215373,-3.7232485,-0.09014553
Mir543,-0.54198074,0.4761907,-2.2833858,1.1800592,-0.72105324,-0.7302688,-0.5507827,-0.5740986,0.6909487,-3.6511962,-3.3047206,-3.570468,-1.1231823,-4.1955338,-2.223929,0.24279451,-0.49139935,0.9739405,-3.7636268,-2.8189669,-2.0946589,-0.38851905,-3.4967098,-0.104824066
Mir495,-0.22488236,0.36508524,-3.1269104,1.2356156,-0.9213472,0.28364646,-0.42681497,0.3684889,0.90037215,-3.4357824,-3.9260902,-3.6107857,-1.1656271,-4.2021656,-1.217539,-0.0073364973,-0.80637205,-2.9651797,-3.8246717,-0.4669089,-2.3342648,-1.301162,-3.5263255,-0.10482234
Mir667,-3.7692745,0.4135915,-3.3032086,1.1768564,0.06811279,0.14841199,-1.2859243,0.8871237,0.96747124,-3.599742,-4.362383,-3.5680356,-1.2094041,-4.011164,-2.1452513,-0.04125321,-0.70706016,-3.5465474,-3.6382396,0.18445754,-1.7974929,-1.5351908,-2.812208,-0.045788765
Mir376c,-0.44814616,0.23868918,-3.5177047,0.61284494,0.82037723,-0.09050816,-0.6972307,1.0453845,0.5507983,-3.4716468,-4.487265,-3.3810053,-3.5359054,-2.6504736,-1.6838725,-0.9521006,-0.8313799,-3.1669164,-3.8442554,0.7009287,-1.1235275,-2.3496141,-2.1675045,-1.3630259
Mir654,-0.42918643,0.47920787,-3.3775828,0.56838393,0.785102,-0.011721432,-0.76913834,1.171511,0.4662317,-3.6725612,-4.2755785,-3.06574,-3.8370392,-2.8986092,-1.6318927,-0.8062033,-0.73900175,-3.3024004,-3.8343372,0.75919044,-0.8695613,-2.792844,-2.3080857,-1.2333707
Mir376b,-0.5903371,0.49366283,-3.35916,0.571538,0.73021746,-0.11722672,-0.8613423,1.18411,0.6223067,-3.522691,-4.5305214,-3.2034853,-4.0014086,-2.9995263,-1.7127001,-0.9553048,-0.6335334,-3.3483758,-3.7604568,0.67326415,-0.17749065,-2.6814497,-1.7650086,-1.3067901
Mir376a,-0.12803286,0.4280318,-3.17518,-3.637893,0.78184104,-1.2471147,-0.4817893,1.1255174,0.6641872,-3.149422,-4.421089,-2.9839523,-3.742156,-2.3640137,-1.3313406,-1.0805304,-0.6143103,-3.2469637,-3.7502544,0.78132117,-0.08623862,-3.2540116,-1.4451996,-1.0425026
Mir300,-0.3278044,0.7528758,-2.7298737,-3.460145,0.35830534,-1.17454,-0.8424793,1.1124462,0.6147492,-3.1348112,-4.3296385,-2.850936,-3.827785,-1.4242381,-1.3476429,-1.0644642,-0.6820943,-3.1888652,-3.6020312,0.7600522,-0.57890165,-3.2174904,-0.96226674,-1.2820085
Mir381,-1.0244488,0.8372135,-0.28143525,-3.5941772,0.85249853,-3.5743234,-3.2426662,0.6058053,0.5037869,-4.249199,-3.7700868,-2.57942,-1.0442446,-0.7458159,-3.8397434,0.24881935,-0.23442072,-2.8055055,-3.4773798,0.15564477,-0.11445397,-2.2760491,-1.3630892,-2.9253876
Mir487b,-1.0624301,0.8318932,-0.21099374,-3.3960085,0.84074414,-3.4581206,-3.0843005,0.5544815,0.20039415,-3.0014904,-3.5509937,-3.0653474,-1.3914785,-0.8929341,-3.1634126,0.30779016,0.15837008,-2.7413125,-0.62012845,0.0007252693,-0.17668521,-1.6351697,-1.5667334,-3.0620887
Mir539,-1.0142014,0.7662524,-0.44753203,-3.3542485,0.6581415,-3.265126,-1.1762812,0.19968271,0.009112716,-2.6314983,-3.3751748,-2.8963454,-1.6293821,-1.8142225,-2.9626677,0.3055635,-0.29102445,-2.845274,-0.60204554,-0.48960835,-0.03345129,-1.9075094,-1.90108,-0.69745547
Mir544,-2.114357,0.68547165,-0.22415188,-2.7805657,0.5046048,-2.910919,-2.5984244,0.12643039,-0.036978006,-2.7867491,-2.9217386,-2.4935417,-0.82815385,-2.277862,-3.178066,0.50529146,-0.14232185,-2.8192062,-0.4612805,-0.52453166,0.07738042,-1.1822505,-2.5228841,-0.58288914
Mir382,0.24529827,0.3303488,0.33343703,-3.283351,-0.6493915,0.08572465,-0.34658447,0.15599811,-3.0015945,-3.0000532,-3.8670828,-3.5288389,-0.47337356,-3.9205005,-1.8151866,0.3707074,-0.6521599,-1.2394369,-0.58454,-0.8598508,-0.26538238,-2.8253908,-3.412656,-0.53037894
Mir134,0.24830389,0.18365747,0.35121393,-3.6222231,-3.3021145,0.88879526,-0.7462991,0.32873702,-3.0231826,-3.3211474,-4.087328,-3.8127086,-0.5710234,-3.8247988,-2.309259,0.12707072,-0.80394983,-0.34821287,-0.35613084,-0.7238694,0.5634197,-3.588182,-3.0981345,-0.4126466
Mir668,0.26885045,0.06472397,0.5630777,-3.8036563,-3.7942324,0.93487036,-1.0782771,0.3391552,-3.2057645,-4.030068,-1.6040896,-3.5892425,-0.4689744,-3.8405235,-2.808848,0.03482586,-1.3527713,-0.73590744,-3.4643865,-0.1475637,0.83467245,-3.481409,-3.3846633,-0.38611972
Mir485,0.2714355,0.050690114,0.56519675,-3.8162355,-3.8489053,0.9513986,-1.1482077,0.34710062,-3.4636736,-3.9236662,-1.5294743,-3.7645166,-0.44257376,-4.131993,-2.813745,-0.027749777,-1.0455999,-0.7137279,-3.50329,-0.14627922,0.84174705,-3.9706361,-3.3861926,-0.45003676
Mir453,0.1332072,-0.08302748,0.6607801,-3.949503,-3.8297822,1.0938387,-3.151431,0.13046503,-3.0010085,-4.128132,-1.4045796,-3.7146127,-0.38783032,-4.205461,-3.3629985,-0.13717854,-1.8903595,-0.16081816,-3.3569827,-0.039805353,0.81118226,-3.6149018,-3.2094228,-1.8881915
Mir154,-1.4845705,-0.32367194,0.050160766,-4.045868,-1.1070031,1.0272334,-2.949181,-0.010053396,-2.7203145,-4.1185017,-1.257004,-4.1633863,-4.1598873,-2.7182941,-0.8727844,-0.039077163,-1.5430396,0.8974614,-3.6048858,1.0083814,0.50306916,-3.1312697,-2.8504684,-3.5226097
Mir496a,-2.1122272,-0.7313639,0.25346518,-3.7582474,-0.18039179,1.0431899,-3.4118552,0.0727551,-3.3706243,-4.017396,-1.6434667,-3.670794,-2.2821503,-2.9565885,-0.08196241,-0.22822684,-0.9925176,1.0017414,-3.2852206,0.85539424,0.55055404,-3.2178216,-2.8317754,-1.2385085
Mir377,-1.3247191,-0.6213945,-0.2257354,0.42913735,-0.31474555,-0.118344605,-3.9004562,0.2147246,-1.7266055,-3.9172769,-0.23884484,-3.7585704,-2.724602,-4.042903,-0.4794686,-0.62433004,-1.3821076,0.7200345,0.10742235,0.47315335,0.512823,-1.2494289,-3.894999,-1.3319445
Mir541,-3.6957896,-0.54719377,-0.32916373,0.39100343,0.37576854,-3.4238176,-2.8504193,0.23330122,-3.2912915,-3.8643951,0.19356787,0.4664303,-1.9526528,-3.528625,-0.2563421,-1.9425457,-1.5191996,-2.5175261,0.0025873184,1.0236797,0.41563332,-0.4506445,-3.9153378,-0.6251773
Mir409,0.1492734,-0.751928,-0.085985154,0.11286515,0.28022504,-3.6367917,-2.3842962,-0.0833337,-0.8973329,-3.557734,-0.080535114,0.47482914,-2.2187092,-3.4644117,-0.3752296,-3.153414,-0.85089207,1.1032381,-0.3865765,1.0049167,0.4941826,-0.18867275,-3.7076328,-0.8289565
Mir412,0.26868325,-0.6959513,-0.027807802,0.20146167,0.36237156,-3.5781574,-2.33601,0.045936465,-0.7991936,-3.3680394,0.018198788,0.5689962,-2.2074962,-3.6169095,-0.29008898,-3.1088557,-0.71958065,1.1744998,-0.30539787,1.078108,0.6242938,-0.28681654,-3.599303,-0.7077482
