,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,Shared topic 11,Shared topic 12,Shared topic 13,Shared topic 14,Shared topic 15,H3K27me3 private topic 1,H3K27me3 private topic 2,H3K27me3 private topic 3,H3K27me3 private topic 4,H3K27me3 private topic 5,H3K27me3 private topic 9,H3K27me3 private topic 10
Mir7212,-1.1900961,-0.41782704,0.13885307,0.27633214,0.16260755,-0.90736634,-3.1948261,-0.6529932,0.15794131,-2.528624,0.10841906,-0.2564428,-1.4119947,-2.8976133,-1.32127,0.33500016,-0.34218937,-2.4435167,0.81166077,-1.478742,-0.28241122,-0.35136154
Mir7117,0.2694614,0.36454368,-0.5766386,0.87189925,-0.30602175,0.96763945,-0.4033618,-0.37725437,-3.4247513,-3.469055,-1.2159526,0.7848501,-0.42617866,-2.2044923,-2.1177936,1.312813,-1.5457907,0.47097284,-2.6923528,-0.104935646,-0.6225142,-0.22208904
Dnah5,1.7029082,-2.0872383,-0.60318696,2.1275146,-0.5484134,0.36319643,-0.8496492,-2.8982046,1.3604046,2.1640418,-0.9306861,0.16982496,-3.0008826,-3.0113075,-2.952249,0.081735045,-0.7031235,-0.63276386,0.11829984,-1.3289816,-0.10190116,-0.12590897
Snhg18,0.21032101,-0.36973268,-1.586978,-0.23581947,1.2393172,-3.1005967,0.47442782,-0.07363263,0.64784545,0.20342416,-2.0548782,-3.4994278,-3.3407967,0.19398311,-0.3771866,-0.3684342,-0.24588238,0.6959857,-0.28577447,-0.6485722,0.24003562,-1.3017287
Snord123,0.05404967,0.07491425,-0.9476006,-0.6576811,0.99010265,-0.47512227,0.55637497,-0.027185738,0.56101507,0.717001,-1.2785534,-0.74020505,-1.6857996,-0.030746125,-0.4778432,0.27176154,-0.13114595,0.9597943,-0.19673577,-1.1280625,-0.072903514,-1.4847809
Mir1907,-0.6254483,-0.9039723,-0.2615742,0.2405793,0.22899917,0.6545954,-0.460954,-0.5922076,0.6876207,-0.76378953,0.28721172,-1.6004803,-0.3283592,0.3941368,0.66237867,0.44699526,-0.18908757,-0.09475102,-0.56885153,-1.2702528,-0.22931497,0.16816124
Has2os,-0.4314457,-3.384501,-0.630533,0.22818968,1.1233182,-0.5010015,-0.43948305,-1.3679441,1.2191604,0.8117362,-0.13376707,-3.0366325,-0.45978057,0.9381552,0.9043975,-1.9880298,-0.14737561,0.23151284,-0.59403944,-0.19619831,-0.10367861,-0.8946644
9930014A18Rik,-1.7671484,-0.10786855,0.12746853,0.72796774,1.0590953,-1.8107518,0.10538584,0.3678187,0.49676132,0.5578259,-3.7219963,-0.19084308,-1.7482313,-1.2035779,-1.1595016,-1.6012094,-0.33722094,0.6033805,0.23283455,-0.22973733,-1.5097353,-0.6232617
Fam84b,-1.3074754,-0.29985628,0.14204305,0.90943897,0.9141741,-0.3726694,0.049313813,0.1775468,0.5926141,0.6822953,-2.8190818,-0.35295963,-2.1027026,-1.1984534,-0.9797449,-0.24935302,-0.23705037,0.33148396,0.34218025,-0.21070571,-1.0943854,-0.45384294
Mir151,-1.2320019,-2.1989233,-1.9447364,0.022094876,-0.2730818,0.025954247,-0.7236676,-0.31337544,-2.8765657,-0.011710674,0.34903628,-1.5850959,-0.4326978,-1.3319353,-0.4555692,0.34747124,-0.45203957,-0.3627725,-0.32964423,-0.3331005,-0.5699581,-0.7419696
4933427E11Rik,-3.7705972,-0.6900784,-2.5538352,0.36007857,-0.535166,-0.31045353,-0.48022512,-3.2015703,-3.465482,0.025457978,-0.17635234,-1.2486967,-3.0620117,-0.08111727,-0.6916747,-2.3476703,-0.35280472,-0.2778254,-0.15727025,-0.22909087,-0.27004582,-1.1950142
Psca,-0.43481538,0.31137067,-1.2776364,0.047229588,-0.8680919,-0.115647964,-0.17940973,-3.177378,-3.1543906,-0.1822009,0.35395938,0.38948965,-0.6466942,0.020134777,-0.5901709,-0.815402,-0.17590442,-0.24452314,-0.19645497,-0.22150175,-0.110609286,-2.479025
Them6,-0.7386837,1.0595797,0.55600506,-0.3517822,-1.212103,-0.05515738,-0.6695297,0.4690864,-3.462026,-0.47486132,0.6034771,-0.4822326,-1.2285048,-0.267716,-0.7718188,0.15470493,-0.09296408,-0.50035197,0.38877177,-0.31137115,0.062108457,-0.9402808
Slurp1,-1.599406,0.16483435,-0.21934946,0.57313085,-1.5544034,0.31493294,-1.8853954,-1.3399198,-3.2705333,-2.9031718,-0.13852471,-2.243822,-0.048336893,0.18601462,-0.9733263,-1.4498038,-0.23775981,-0.5195022,-0.33806914,-0.22163332,0.4153964,-1.2054739
Lypd2,-3.6440291,0.44764155,-0.61564565,-0.4306599,-3.744865,0.5072146,-0.46516326,0.11425629,-3.7705052,-0.32266337,0.97903955,-2.4318748,0.0056414604,-0.5024949,-1.1856455,-0.7580335,-0.27468508,-1.303487,-1.2189913,-0.32811984,-0.11024538,0.115235984
Slurp2,-3.8325644,0.66293544,-0.5266253,0.080254406,0.048442185,-0.050339326,-0.38437778,0.47360677,-0.28730232,-0.35160753,0.40253568,-0.092426814,-0.901871,-0.7041098,-0.34470382,0.032175317,-0.10883879,-1.4089375,-0.020907797,-0.085228905,-0.16621381,0.20960128
Lynx1,-1.2056627,0.54516274,-0.25346774,0.012973085,0.045360655,0.0036269128,-0.45229852,0.50917906,-0.09672365,0.030903026,0.17009044,-0.03993454,-1.3521867,-0.7427489,-0.89192003,0.054989293,-0.15380608,-1.8879396,-0.076567754,-0.079037435,-1.1464429,0.37550548
Ly6d,-0.38721216,0.22420472,-0.3870566,-0.102264315,0.015540808,-3.0087972,-1.9790292,-0.22439891,-2.2041197,-2.250483,0.42864603,-1.3218551,-0.59115326,-0.37305093,-1.8561219,-0.24260965,-0.081687644,-0.2229498,-0.9439847,-0.39451706,-0.415259,-0.51656896
Gpihbp1,-0.57246,-0.2511521,-0.7357397,-2.5925996,-2.2258668,0.893288,-2.1180904,0.720029,-3.0645308,-0.06847876,0.35962605,-0.8149339,-1.6287612,-0.19502087,-0.22354531,0.52890146,-0.10254364,-1.1830477,-0.71593684,-0.8978099,-0.15099214,0.16946936
Naprt,0.26447207,0.501956,0.23102355,0.6162935,0.62881964,-0.24609059,0.010383993,0.81498224,0.79447824,-0.150783,-0.8314404,-2.3228183,-0.91356313,-0.7398597,-0.9838189,0.14567868,-0.05464887,-0.44309768,-0.5160301,-0.42149892,-0.16875058,0.1796377
Ccdc166,0.02354081,0.18217722,0.14117405,-3.3553736,-0.19606042,-0.13973525,-0.89077973,0.15866846,0.10803589,0.080454364,-0.4980698,-2.9629605,-0.9119767,-0.7110358,-0.7634142,0.30654135,-0.11763458,-0.13242291,-0.42576182,-0.53499687,-0.19307819,-0.21288948
Mir6952,-1.4876981,-0.16882975,-0.43965405,-0.43378514,-0.101899564,-1.7808748,0.36784786,0.20586139,-1.0702162,0.08906251,-2.0473418,-3.303962,-1.6537102,-0.82672757,-0.039312094,-2.4023242,-0.22969858,-0.47080588,-3.1677914,-0.5820503,-1.2889767,-0.5537696
Nrbp2,-2.2647285,-0.33289704,0.38698184,0.018496603,-1.809213,0.21632186,0.30409577,0.43256298,-0.7723336,-0.3053005,-0.18612514,0.033371188,-0.20059487,0.5944594,0.36345312,-0.24965665,-0.044595573,-0.029543225,-0.10026619,-0.20881881,-0.06304542,0.27637064
Mir1942,1.2130363,-3.6998568,0.034662172,1.4167697,0.7299733,-0.8852652,1.1069903,-0.5252305,0.9719657,0.97959554,-2.2290013,-0.26733017,-1.2392331,-0.18136173,-1.1848848,-0.9988801,0.20254675,1.1376925,-0.8349747,-0.31908557,-0.22609703,-1.434366
Mir6953,-3.8221896,-0.10207265,0.68862915,0.5252551,-0.3796416,-1.28002,-0.12999578,-0.54953355,-0.17078173,-3.5418537,-0.36150417,-0.4501302,-0.3031984,-0.11462488,0.33645132,-0.782293,-0.11411393,0.0680486,-0.9815169,-0.0907033,-0.08192748,-0.005883798
Smpd5,0.20017399,1.1910092,0.3185867,0.6418553,0.4835896,-0.29718313,0.20662606,0.96418643,0.7978853,0.474393,-1.1699615,0.059745386,-0.3117315,-0.39966452,-0.46203807,-0.2264432,-0.12391083,0.034209535,0.0055407174,0.06257056,-0.06451152,0.58378655
Mir3079,0.37489855,1.2605927,0.33012182,0.5557365,0.5868196,-0.58329654,0.3693973,0.99400795,0.9577958,0.6252523,-2.8373744,-0.04519651,-0.25468057,-0.50577974,-0.62406844,-0.17616536,-0.12134579,0.14845453,-0.12794194,0.056346558,-0.28037143,0.63310844
Cyc1,0.048018724,0.0065343976,-1.7061303,-3.4457786,-0.45725837,-0.7441734,-0.7902276,-0.62961644,-0.30316114,-1.1125765,-0.43452668,0.37579548,0.046175927,-0.5376237,-0.4144575,-2.5272768,-1.2701019,0.5155198,-0.66297156,-0.10376181,-0.2655856,-0.074954614
Maf1,0.80652547,-1.3181839,-0.3495496,-3.5179129,0.03999439,-3.4307964,-0.111826956,-0.1408988,0.17974126,-0.48825336,-0.42789873,-0.26075596,-0.39002582,0.15157333,-0.2724904,0.2753644,-0.5871427,-0.38337496,0.22311199,-0.33388475,-0.43779716,-0.45751572
Mir6954,-0.15833025,-1.382805,0.19212797,-0.46148995,-0.4518891,0.0451425,-0.23397724,0.5482084,-1.0020905,-0.5469388,0.27471572,-1.0028354,0.19274706,-1.3160282,-0.8607327,-0.13422489,-0.086836144,-0.95028204,-1.1010334,-0.28762865,-1.8897948,-1.8487742
Scx,-0.8480894,-1.0221364,0.8434213,-0.53999615,0.1753273,-0.44890097,0.33195743,0.5656674,-0.44294655,-0.8553822,-0.5182623,0.052437097,-0.84872085,-0.76679903,-1.6308824,0.23758721,-0.091062754,-0.04531659,-0.67399544,-0.5915853,-0.04099782,-0.10955975
Slc52a2,-2.5329838,-2.648113,-0.74014723,0.24329853,-0.4948336,-0.42597514,0.039784223,0.46904212,-2.9630537,0.1589413,0.379623,-3.091083,-1.7285204,-0.10560377,-0.24343252,-0.8601527,-0.2195168,-0.5557645,-0.07170577,-0.22182915,-0.30451503,-0.24384852
Foxh1,-0.011364464,0.81845915,0.5867769,-0.068583325,-0.23408215,-0.38206363,-0.12353371,0.9409018,-0.16139363,-1.7170407,-1.0654532,-1.1690986,-0.75548565,-0.7223611,-1.6838871,-0.36624634,-0.010111304,-0.040534038,-0.050193068,-0.058186777,-0.17031698,-0.0026574954
Mfsd3,-1.0827119,-0.5063368,-1.6881037,-3.3722682,0.333206,0.7321365,-0.21885815,-0.1677733,-0.09133147,-0.32299194,-0.69596004,0.4669422,-0.33339757,-0.56800807,-0.18326724,-0.18037336,-0.28558928,0.15495208,-1.029083,-0.27346084,-0.40765008,-0.15147297
C030006K11Rik,-0.057360474,0.5963395,0.048509404,-1.1691024,-0.5827014,-0.09797382,-0.06940918,0.8627588,-0.12736079,0.22988123,-0.15761887,0.06773397,-2.661566,0.13216782,-0.5969671,-0.13953494,-0.76845294,-0.32659256,-0.5176368,-0.11984856,-1.0331504,0.2279095
Kctd17,-0.20563059,-0.6246785,-0.8918961,0.18276829,-1.7183903,0.008142203,-0.10687282,-0.31256896,-1.6083044,-0.91270894,0.5220465,0.531385,1.2573094,0.9360359,1.0997484,-0.3487357,-0.14635359,0.45380688,-0.46350452,-0.30419102,0.28683466,-0.2475783
Sstr3,-0.46480116,0.5875242,-1.0893438,0.18952629,-0.38741064,0.5213544,-0.61879444,-0.50497484,-0.6026008,-0.2107065,0.58700967,-0.5212936,-0.073209755,-2.1093867,-0.3977725,0.46473056,-0.13370952,-0.96551037,0.08690436,-0.9736101,-0.072336,0.0062429905
Cdc42ep1,0.846421,-2.5109165,-1.6091913,0.9386407,0.8410929,0.017313324,0.36819315,-2.2858453,1.2013346,0.4784801,-0.30966166,0.43468976,0.13694517,0.5822524,0.79858,0.118440524,-0.22647654,0.66196114,-0.15728173,-0.0005771741,-1.0503402,-0.66790605
Mir6955,-3.069639,-0.4785572,0.40373325,-3.3915958,0.14794588,-3.2844734,-0.85120094,-0.4892821,0.11003035,-3.4691267,-1.1498377,-2.2805629,-0.554887,-0.0002347529,0.33184534,-2.4679441,-0.43918368,0.57315445,-0.07370031,-0.8456247,-2.174654,0.74273074
Lgals1,0.8188417,-0.99204963,-0.6948631,0.26246664,1.4021931,-0.76133555,-1.1711907,-2.0497444,1.2449931,0.26944607,-0.61134833,-0.23781763,-0.03514892,-3.0642667,-0.2213851,-1.7985203,-0.15065591,-0.7632564,0.052678436,-0.67646044,-1.3811529,-0.9819787
Mir6956,-1.0009816,-2.5019841,-2.126622,-0.18444352,-1.0561149,-3.433071,-0.8937761,-2.6896474,-0.77637994,1.2519721,0.21630543,0.55553466,-2.1818814,-0.8953513,-0.44699928,-2.9970727,-0.33673704,-2.0228176,0.41275257,-0.049957067,0.23389822,-1.0661745
Gm17753,-1.3681223,-3.28711,-1.7622222,-0.30918133,0.008312225,0.40787888,-1.0823965,-1.2743019,-0.6429802,0.6638635,-0.05520983,1.0281699,1.197808,1.5016559,1.6528243,-0.5920719,-0.19583099,-0.44231656,-0.30676496,-0.807077,0.0014760047,-0.13771227
H1f0,-1.2826682,-3.3816314,-2.033915,-1.6286979,0.034422785,0.34520322,-0.8230824,-1.5321213,-0.9655731,0.12433007,-0.37816873,1.0488161,1.3399062,1.6057202,1.786714,-0.16713782,-0.16102514,-0.10711734,-0.68567455,-0.6099475,0.0052864105,-0.20779465
Galr3,0.17663701,0.7288635,0.25349656,-0.37398747,-0.50528884,-0.345005,-0.030015534,0.4762631,-0.15224296,0.21129435,-0.1185809,-0.56167245,-0.15870273,-0.6700916,-0.33125353,-0.9820629,-0.028578622,-0.08128594,0.030689534,-0.011666996,-0.26352748,0.08404128
Slc16a8,0.60851747,0.6703607,0.4573135,0.45713812,0.23163387,0.2948695,-0.07940596,0.24629265,0.35983017,0.17089945,0.035461277,-0.02108523,-1.1745414,0.16420728,0.0051668994,-0.24081321,-0.046631113,-0.031417478,-0.014158439,-0.046412718,-0.08456731,-0.34360296
Tomm22,-2.6607945,0.33779573,-2.6970255,-0.029398143,-0.7974433,-3.2666886,-0.61097896,-0.62680656,-1.6478456,-2.473292,-1.8336195,-1.4440536,-0.17045,-3.0829482,-0.07702428,-2.9911427,-0.50135815,-0.1271227,-0.69157803,-1.5828198,0.2909757,-0.041651934
Snord83b,-0.48328382,0.14755332,0.31691456,-0.04022473,-3.407543,0.2550273,-1.4677852,0.19978106,0.3072121,-0.32010093,-1.877318,-2.1008806,-0.5196975,-0.6762433,-0.41774926,0.115802854,-0.2998269,-1.5483383,-1.9393163,-3.193285,0.21435958,0.20355874
Snord43,-0.30195677,-0.16211714,0.34357804,-3.5451548,-2.0740108,-0.14378867,-2.4748223,-0.13264818,0.017111123,-3.8050525,-0.8709088,-2.8532119,-1.194779,-0.36914203,-0.78915954,-0.33847973,-0.23155454,-0.54456884,-0.3183238,-0.73220336,0.4444387,0.013743907
Mir5113,-0.18250704,0.24254632,0.86848664,-0.3095904,-2.9196448,-2.5294275,-3.4441326,-1.9262943,-3.0620139,-1.9460964,-3.215539,-2.9762344,-1.5148712,-3.4498248,-0.020964265,-1.494881,-2.8077798,-3.3836308,-2.9026742,0.27154243,-0.31152254,-0.22002494
Mchr1,-0.92263967,-1.4229681,-0.6823319,-0.66016185,-0.63073146,-0.2063492,-0.03949381,0.15804918,-2.6892605,-3.1903791,0.54143727,-0.14095816,-0.6365618,-0.009013079,-0.7051905,-0.7005129,-0.0861635,-0.08520075,0.123981446,-0.65641,-0.09306309,-0.16754341
Gm17597,0.38045442,-0.75628024,-0.62210464,0.11628592,0.045719117,0.52081466,-1.214759,0.1502445,-0.050141133,-0.3269675,-0.37547737,0.8643104,0.83229876,-0.4688859,-0.254318,0.9198015,-0.15529309,-2.3497305,-0.05482977,-0.17346022,0.056819648,-0.64810836
Phf5a,-2.3207328,-1.9625314,-0.5230887,0.12796813,-0.3128608,-2.0255823,-2.59338,-1.520546,-0.16887987,0.9773325,-0.5816822,1.0660014,-0.7957517,-1.7019105,-1.6981866,1.0438951,-0.7754618,-2.398661,-1.926592,-0.4079353,-1.4533179,-2.5860338
1700029P11Rik,-1.895987,-1.7799653,0.40803117,0.30587417,-2.8377097,-0.46948102,-1.1550236,-0.5396248,-0.1597533,-2.563675,0.3071049,0.26554507,0.7527808,-0.10744026,-0.07584572,-0.29726595,-0.57095754,0.12616587,-0.052502424,-3.5841846,-1.5077697,-2.2581887
Mir33,0.04877445,0.08106856,-0.2765525,0.34912598,-0.18814991,0.5364679,-1.9129716,0.62602526,0.43320173,-0.559908,0.62246585,-0.6254158,-2.8060758,-1.2516022,-0.8193804,0.112553775,-0.10614488,-0.18827426,-0.08284675,-0.19485053,-0.035799414,-0.105932064
Tnfrsf13c,-2.3990493,0.29980153,0.1212863,-0.29410723,-0.2635972,-0.051597733,-0.28538442,-0.13952294,-0.40958527,-0.32515585,0.5618355,0.2673243,-0.0051660016,0.14462167,0.037894376,-0.024503963,-0.039625037,-0.13509646,-0.18265763,0.016620755,-0.122103244,-0.008184858
Wbp2nl,-2.1675265,-0.51199174,-2.4492724,0.31766468,-0.5695817,0.48398542,-2.2501864,-2.3779087,-0.57894903,0.80311084,-0.6366228,0.7455394,0.615413,-0.4172175,-0.09165463,-0.03004986,0.32411176,0.044953078,-1.5919956,-0.2781261,-0.26586878,-1.4455066
Cyp2d11,-3.3660185,-2.891641,-2.093654,-2.9829364,-2.7335372,-0.32458976,-0.42186013,-3.1339288,-0.28154245,-0.55875033,0.5054258,1.3270929,0.67072093,-1.4427018,-2.127666,-2.8996336,-1.5900772,-3.204102,-0.8844137,-0.19887573,0.8954804,-0.30085
Mir7684,-3.6586263,-1.6107605,-2.2537253,-3.8058543,-2.3827803,-3.5793676,0.053536415,-3.39389,-4.1238565,-3.7889388,0.9291495,1.081955,0.6935396,-1.8087459,-1.1905736,-2.946685,-2.6590824,-3.5649958,-2.7847023,0.19302249,0.8147378,-1.2133265
Tbrg3,0.94923544,-2.786128,-1.0513256,0.6383636,0.23579502,-0.120040536,0.919152,-0.7804657,-0.22921894,0.4305207,0.06415066,0.62478006,-1.4764639,-0.32093158,-0.9718945,0.57255954,-1.5105039,0.6521901,-0.9103109,-0.93637437,-0.83717155,-0.7702975
Mir3080,1.1777256,-0.49958873,-0.18750684,0.95870525,-0.2572133,0.43384632,0.025329053,-0.30402416,0.17848526,1.1439631,0.36523494,0.2640128,-0.47731444,0.15883456,0.010776728,0.61585116,-0.03030305,0.34768757,-0.090990946,-0.02363863,-0.045271978,-0.38987073
Rnu12,0.50145614,-0.5840033,0.55003834,-2.9921489,0.065880775,-2.547564,-2.0321393,-3.0878627,-0.90298116,-2.5588374,-0.09796846,-1.386939,0.29641747,-0.8492427,-0.032455713,0.7534187,-0.4896914,-1.9823081,-0.18852636,-0.36654028,-0.19656616,-1.6663158
Mir6392,-1.6472154,-0.3315099,0.3736778,-0.5900435,-0.5910382,-0.7045095,-2.8873518,0.33315974,-0.8112918,-0.27487075,0.14749308,-0.50633764,0.21524847,0.18245882,-0.23282383,-0.15583792,-0.10185068,-0.5413859,-0.19261873,0.014467388,-0.03581646,-0.11605255
Gm20556,0.5424855,-0.93574214,-1.3401955,0.6322234,1.4613016,-0.24519072,-0.2846194,-2.4282086,1.8438282,1.1402835,-0.7413079,0.52003664,-2.395701,-0.52198786,-0.6059257,0.969664,-0.3453191,-0.64738464,-0.20083548,-1.1916088,-0.14162801,-0.7828967
Wnt7b,-0.5909409,0.68539137,0.6300925,0.28476307,-0.3442944,0.11506243,0.01933872,0.8663408,0.15801093,-0.1094241,0.011325281,-0.2116036,-0.5414785,-0.2310942,-0.5106266,0.109800264,-0.029986557,0.08012516,-0.021431394,-0.015453485,-0.24863544,0.3173692
Mirlet7c-2,0.3704493,0.019169122,-0.1970114,-0.55821514,-0.050750226,-0.61103153,-0.28608215,0.117804915,-0.5191903,-0.11653179,-1.0205338,-0.6180982,-3.5832818,0.18572271,-0.85365313,-2.9353006,-0.33825728,0.11652237,-0.34570792,-0.93413085,-0.36935022,-2.3237324
Pkdrej,0.6061623,0.6049788,-0.60567915,-0.007995069,0.6587875,-0.36779046,-1.890865,-0.6245443,0.7700057,-0.46162665,0.7707034,-0.08447159,-0.56711376,-0.12841731,-0.4558178,0.011155158,-0.1755518,-0.18103673,0.22212139,-0.7111296,-0.07788325,-0.62972784
1810021B22Rik,0.036851734,0.8267907,0.9690025,-0.69493294,-0.7555555,0.34817094,-2.6242983,0.14555287,-1.8978231,-1.336586,0.8132125,0.6608294,0.18779868,0.100711405,-0.293813,0.13223523,-0.37853694,-0.09010002,-0.09895506,-0.20486364,-0.22335374,-0.35479802
Hdac10,-0.78775096,-2.2259893,-0.06102425,-0.6460533,-0.7646155,-0.34464693,-1.0864526,-0.35895547,-1.1847216,0.2436384,-0.057180196,0.58614564,0.72827935,0.11230877,0.07954237,-0.31368807,-0.2746788,0.2547654,-0.7646611,-1.818517,-0.6622395,-1.5061607
Mir7118,-1.0243399,-1.4218067,0.24875394,-1.4124862,-0.8346897,0.14745417,-0.54258645,0.024906531,-1.1137314,-1.4078736,-0.22844882,0.29807478,0.7073576,1.3655204,1.3460951,-0.9937493,-0.17469731,0.4285841,-0.55911934,-1.059348,-0.30572513,0.06684828
Mir6958,0.31166726,-0.48259974,0.060848385,0.104418725,-0.0074627995,-0.7726115,-1.9684639,-1.2020707,-0.22209674,-0.95106417,0.36523116,-0.6033961,-0.09772539,-0.06232974,0.1616678,0.7151973,-0.30507073,-1.1949456,0.102906406,-0.7824707,-0.29217577,-0.32449147
Mir6959,-0.17635636,-0.71039414,-0.113820165,-3.307849,-0.25805283,-2.9581711,-1.7638103,0.44604808,-1.1259806,-1.9517505,-0.4910431,-0.21258023,0.18437123,0.33082318,-0.5958609,0.060658723,-0.3591718,-1.5072503,-0.58745307,-0.9838154,0.2579587,-0.35631165
Adm2,-0.73821163,-0.08265969,0.4051723,-1.5160328,-0.006599918,-0.30203277,-1.2959819,0.46384662,-0.49772444,-0.20587964,0.060460404,0.25155297,-0.0032019615,-0.30306152,-0.6088278,-2.7721176,-0.12171447,-0.12550035,-0.03050629,-1.0506377,-0.026383556,-0.91057944
Odf3b,0.10242756,0.61303186,0.4737999,0.16018796,-0.3581635,-0.20712857,0.033008605,0.4713394,0.23979682,0.055498794,-0.71207637,-0.25029933,-0.5109868,-0.6388247,-0.7531587,-1.6030741,-0.05877674,0.016309097,0.015438113,0.0008516554,-0.0479654,0.16730851
Klhdc7b,-3.6679156,0.66458184,0.14735007,-2.676255,-0.5093094,0.0973198,-0.7040911,-0.195806,-1.3215559,-0.9182207,0.55661404,0.27549508,-0.6953112,-2.408885,-0.5946629,-0.53344357,-0.04570436,-0.14730547,-0.0278968,-0.15377764,-0.090541616,-0.74700886
Mir7648,-0.93946785,-0.0692202,0.29779094,-0.1396551,-1.2723349,0.38398564,-1.3183563,0.34854722,-0.29690427,0.4431824,-0.5671128,0.22262105,-3.0676389,-1.1130097,-0.50505036,-0.22543599,-0.26561403,-0.3174935,-0.54860425,-0.22746703,-0.2913847,-2.1434617
Ccdc184,-0.32252988,0.7278468,0.6409077,-1.0550606,-1.6151466,0.35827935,0.11206363,0.6653832,-1.2827561,-0.38115108,-0.44579095,0.07853993,-0.5727096,-0.16248834,-0.31059647,-0.23160923,-0.020097453,-0.59316635,-0.000777239,0.078107715,-0.17490605,0.29639244
Olfr285,0.32182986,-1.0319029,0.40650254,-3.3151565,-0.30844942,-0.52407265,-0.38544253,-1.6418492,-2.4531915,-1.524922,0.65894425,-3.2979493,-3.440593,-0.80281496,-1.2996836,0.17811793,-0.48212796,-1.0032057,-0.46269372,-0.44015443,-0.4754673,0.36400938
Olfr284,-3.660811,-0.36030367,0.7193922,0.63356555,-2.0184336,-0.1903981,0.26088303,0.36989486,-3.701937,-2.8895712,0.56391317,-2.268042,-2.7608004,-0.8117556,-0.7790836,1.2318599,-0.4403019,-2.0218987,-1.5710903,-0.44567886,-0.835924,0.35940814
Olfr283,-1.9540017,0.19801718,-0.2515212,-0.17493163,-1.8070537,0.72076356,-1.3989313,-0.2791961,-0.40222946,-3.3439193,-0.5791017,-0.6439252,-3.1513295,-1.1252283,-1.2545204,0.49128395,-0.3073754,-2.101828,-0.30528083,-0.29144916,-0.40146092,-0.33707485
Lalba,-2.3756785,-2.4455876,0.48527056,-0.17234497,-3.7173712,0.18225023,-1.5070974,-0.43642786,-1.6565285,0.013870597,0.45201945,-0.5222231,-1.6906943,-0.50089407,-0.5301383,-1.076261,-0.085403875,-0.99763894,-0.118606135,-0.08097115,-0.70991194,-0.26670933
Olfr279,-1.491949,0.3367185,0.18178579,-3.4729764,-0.30733156,-1.5691261,-0.53267825,-1.1649656,-0.5511799,-0.045239657,0.9099746,-0.81419516,0.15176499,0.5539504,-0.433714,0.86758554,-0.3945536,0.37056506,-0.26120198,-0.29244727,-0.6991321,-0.76932126
Snora34,-3.802641,-3.9909658,-2.1054277,-3.7786453,0.1696825,1.1574471,-3.5064695,-3.7406507,-2.1430616,0.43825066,-0.7558105,0.1630956,-2.97258,0.19593823,0.051406145,-3.885283,-2.7654133,-3.4600213,-3.594835,-0.26463693,-2.1267133,-0.78826886
Snora2b,-0.061879873,-1.0598043,-1.1722531,-1.4805168,-0.088935494,-2.6006072,0.34799415,0.6892487,-0.9044705,-1.2272172,0.20827013,-2.6575387,-1.0524678,-0.08929312,0.09014928,-2.9743862,-0.3059075,0.027440637,-1.2838825,-0.91667086,-0.28386423,-1.5643445
Cacnb3,0.28934264,0.97810113,0.050045297,0.0851448,-0.41416988,-0.007010497,-0.699938,0.08217643,-0.8990118,-0.35001093,0.3684817,0.5493877,0.308605,0.9800128,1.0207738,0.033333994,-0.059690427,0.22469205,-0.16610442,-0.23146139,-0.08138648,-0.008236412
Fkbp11,-0.20533884,-1.8906424,1.4055717,0.37976363,0.74154603,0.46339744,0.18470657,0.34350225,0.9873997,0.16278553,-0.50704086,0.5915104,-0.05474271,-0.08240485,0.043035164,-3.0882156,-0.21362872,-0.32527405,-1.6824397,0.7031496,-0.6327067,-0.4601161
Rhebl1,-0.97893745,0.4255746,0.13671425,0.7396845,0.33567262,-3.3903213,-0.03863746,0.31349224,-0.34745234,-0.5841147,-0.9505661,0.0720616,0.29311505,-0.25593692,0.052770972,-0.3037267,-0.46710393,0.1342187,0.563154,-0.67778635,-0.18057959,-0.83003557
Mir6960,-0.22951247,0.69011563,0.27560568,0.15301487,0.4081022,-1.0692503,-0.09937611,0.45109785,0.029069133,-1.7427127,-0.70743924,-0.019912802,-0.7988014,-1.167624,-0.5872963,-0.33294025,-0.114603795,0.51894784,-0.056078233,-0.109075144,-0.08564218,-0.3453678
Mcrs1,-0.11061832,-0.19892478,0.087150425,-0.0723393,-0.60582596,-1.3340483,-1.1679958,0.17815265,-0.41741216,0.14394376,-0.09439373,-0.19338858,-0.028987125,0.03801301,-0.9369487,-0.86563575,-0.23256709,0.47952163,-2.182907,-1.3593955,-0.070924655,-0.6430386
Cox14,0.21912175,-0.6673741,-0.06762825,0.565469,0.47558844,-1.4417316,-0.10450849,0.5080007,-2.8169305,-1.5284222,-0.0012091398,-0.0053231716,0.11377463,0.22922897,0.023742735,-2.9785588,-0.30475906,-0.11382687,-0.5746553,-0.9564675,-0.282014,-0.32843453
Mir6961,-0.69586027,0.060185224,-0.0027679503,-0.024189025,-0.14581105,-0.8042066,0.13233775,-0.33472103,0.38189334,-0.75572294,-0.27354035,0.23923403,-0.57617116,-0.6117276,-0.5875281,0.32394856,-0.22288711,-1.3825034,-0.16685572,-0.928085,-0.14022808,-0.5030495
