Shared topic 3,Shared topic 6,Shared topic 8,Shared topic 9,Shared topic 10,Transcriptomics private topic 8,Transcriptomics private topic 9,Proteomics private topic 4,Proteomics private topic 6,Proteomics private topic 7,Proteomics private topic 8
2.9762766,-0.1350509,-0.7869063,-0.34384465,-0.35315412,0.004146951,-0.40705457,-0.029336436,-0.60874957,-0.38250902,-0.40679532
3.3362741,-0.6596311,-0.25156945,-0.38248438,-0.014246285,-0.05495185,-0.3584835,-0.55673367,-0.35643524,-0.4292089,-0.37199715
-0.18188326,0.11297938,-0.068331584,-0.08019698,-0.3237692,-2.034173,0.35590428,-0.57433057,-0.51392686,-0.5185717,-0.58116573
-0.090676546,4.652752,-0.13459963,-0.020347841,-0.08949097,-0.20601173,-0.3127635,-0.18167336,-0.20920523,-0.2474446,0.110508814
-0.52823055,-0.35903874,-0.42334193,0.06689116,-0.41315007,0.14657776,-0.24362153,0.17177512,0.12355194,0.12256296,-0.32753676
-0.085555926,0.12811725,-0.5022521,3.6318202,-0.7581809,0.8889953,-0.29540238,-0.7776988,-0.66502666,-0.6519167,-0.043823797
0.24742985,-0.0049518794,-0.449367,-0.4436327,0.11148588,0.9018709,-0.36533347,-0.09769595,-0.28492314,-0.2885942,-0.26137277
-0.30049652,-0.56791604,-0.19229713,-0.28541368,-0.41996166,0.7081414,-0.2686586,-0.1990178,-0.09455551,-0.168867,-0.38286883
-0.23918343,0.44737932,-0.29529303,4.2429943,-0.5083639,-0.18241869,-0.30148834,-0.74558294,-0.65499204,-0.6231352,0.019682843
-0.22426222,-0.07542625,-0.14933525,3.9383745,0.096639186,-0.25213167,-0.32072777,-0.733953,-0.6175821,-0.6095765,-0.046297073
3.7261744,-0.24316062,0.025161363,-0.47709948,-0.032054007,-0.16137257,-0.32237786,-0.5366659,-0.26242626,-0.38511786,-0.21898836
0.022532254,4.4904213,-0.37306002,-0.21840054,-0.56627715,-0.23513937,-0.2502282,-0.34867975,-0.09296809,-0.23210393,-0.30854833
-1.1660631,-0.77131146,-0.59397876,-0.8906336,-0.85048556,3.633492,-0.50224084,-0.5159136,-0.40141684,-0.49350807,-0.21627694
-0.6769875,-0.7486516,0.43312293,-0.28912494,-0.43964306,-0.078842975,-0.33956125,-0.58527595,-0.32718408,-0.24761793,3.6618478
-0.11846217,0.10182613,-0.0042816624,-0.32082605,-0.25513467,-0.2420742,-0.26453382,2.4050732,2.5724087,2.5776927,-0.38557896
0.21814823,0.24448334,-0.4455446,-0.28135362,-0.055414498,-0.22138608,-0.29300237,-0.73928165,-0.34651145,-0.38195047,3.86006
-0.5401549,4.086152,-0.30441293,-0.11800492,-0.31060553,-0.0072494405,-0.48948514,-0.16333163,-0.17356631,-0.21220934,-0.028415302
-0.6543956,-0.47473952,-0.19537042,-0.3122385,3.0863824,-0.36604363,-0.28388396,-0.38653415,-0.5593292,-0.55145997,-0.25370333
-0.23809132,1.3990133,-0.45201993,-0.21822357,-0.015592154,0.5914144,-0.67610335,-0.3303251,-0.4762826,-0.55776495,0.04675357
-0.31838125,-0.035870846,0.7803332,-0.058032576,-0.17025672,-0.06722731,-0.36793533,-0.59627724,-0.27664015,-0.23870584,4.0793
-0.14067689,-0.13545313,-0.05551688,-0.3543272,1.9685907,-0.40968493,-0.2930136,-0.48840562,-0.62194943,-0.4830825,-0.9465334
-0.4721503,-0.9930178,0.046810955,-0.37281913,-0.5440508,3.6240287,-0.50409865,-0.07982627,-0.36011875,-0.33320925,-0.09219588
2.2197528,-0.26335737,-0.17927954,-0.05796226,-0.21025345,-0.15242988,-0.34425402,-0.2984879,-0.6775794,-0.4703341,-0.4296737
-0.17136565,0.0105317235,-0.23551697,-0.21160953,0.17998451,-0.28591603,-0.26728812,-0.21477346,-0.39765984,-0.4654954,-0.16458717
-0.16673219,-0.17062938,-0.47838077,-0.33186102,-0.1957914,-0.19784565,-0.325408,0.110004805,-0.12877141,-0.09080042,-0.1124555
-0.50912243,-0.7319533,-0.5178563,3.8352365,-0.38381135,-0.28493822,-0.2546496,-0.6545508,-0.61199796,-0.58021086,-0.08372015
1.9604342,-0.4116674,-0.07371797,-0.20223218,-0.42862552,-0.060453076,-0.26024503,-0.5456666,-0.3182984,-0.42473072,-0.14981914
-0.46023318,-0.47337776,-0.47073373,-0.33262563,-0.00084896386,-0.16909847,-0.23814584,2.9896743,3.0505679,3.0473685,-0.652578
-0.54425305,3.9940672,-0.40307987,-0.08606804,-0.50620985,-0.16757137,-0.2994815,-0.5329392,-0.28452843,-0.35452422,-0.09583803
-0.5096024,-0.11756587,-0.36751443,3.6413467,-0.02639205,-0.13994426,-0.30313346,-0.691731,-0.58636415,-0.5749735,-0.055165052
-0.015266098,0.85099846,-0.24448916,0.13761152,-0.2730412,-0.2569841,-0.17461108,-0.10771383,-0.16732728,-0.1975278,-0.3482019
-0.3471532,-0.44240364,-0.32346153,-0.12935191,-0.32004327,-0.3097553,-0.060369194,-0.668032,-0.2916914,-0.23885784,3.9386873
0.18723792,4.5677257,-0.4040903,0.017193902,-0.4419664,-0.155893,-0.3713199,-0.20301345,-0.17420104,-0.22152124,0.15607166
-0.14750277,-0.38053387,-0.52081317,-0.6495692,0.16147798,-0.17578198,-0.26731816,0.05205155,-0.2579242,-0.21040158,-0.03654973
-0.63240874,-0.14124459,-0.54151785,-0.40773574,1.9729335,0.24977331,-0.3170024,-0.213635,-0.55708855,-0.38345554,-0.6267668
0.25204372,-0.14972302,0.038217634,-0.262714,-0.5160444,0.08208505,-0.07728384,-0.047770694,-0.16600983,-0.22230078,-0.22914973
-0.26175824,-0.060622223,-0.17456734,-0.26512456,-0.3035459,-0.3350875,3.5810258,-0.34946045,-0.4408001,-0.48251563,-0.14969517
-0.23740163,-0.76522946,-1.0407634,-0.5164177,-1.1052933,3.5941463,-0.50772333,-0.18613094,-0.3428223,-0.35912257,-0.060468175
-0.28787112,-0.0607275,-0.17613128,-0.55032825,-0.33742127,-0.3288094,-0.4747573,-0.3024981,-0.023648662,-0.16557387,-0.106051095
-0.003434969,-0.33607414,-0.19139029,0.15407546,0.10151614,0.04290434,-0.296683,-0.0045911586,0.057241842,0.011190029,-0.33036873
-0.04660192,-0.7452241,3.7784977,-0.049142547,-0.6193023,-0.5331907,-0.32141066,-0.7038258,-0.40570176,-0.4592406,1.2583733
3.1283965,-0.4835319,-0.36962318,-0.54340196,-0.03399277,-0.06369137,-0.3613623,-0.5228329,-0.3014877,-0.36074728,-0.37043735
-0.14358045,-0.37290028,-0.4840545,-0.6391719,0.18446177,-0.19642939,-0.2597104,0.04961208,-0.3027476,-0.24258164,0.017668987
-0.7878089,-0.59593064,-0.46153262,-0.44922858,-1.44874,0.23639753,-0.44778895,2.9837763,3.110208,3.0906706,-0.55838543
-0.29830083,-0.32653633,-0.20574032,-0.26572192,-0.2233347,-0.33507824,3.58831,-0.40526634,-0.4187129,-0.43973452,-0.36365065
-0.2514196,-0.5736463,-0.5874365,-0.60905445,-0.121814616,-0.21728148,-0.23356216,-0.4720095,-0.64454055,-0.43720123,-0.8867089
-0.048595604,-0.17727941,0.03024283,-0.16268037,-0.4629775,-0.2807883,-0.20478918,-0.39619464,-0.2916156,-0.41221854,-0.16722906
0.22151649,-0.2796054,-0.3160125,-0.29694366,0.00015933812,-0.10399495,-0.29539907,-0.17114428,-0.2982846,-0.32788265,-0.16137978
-0.08560377,-0.0611689,-0.24966672,-0.1935911,-0.08704018,-0.2064366,-0.27243575,-0.20145135,-0.14608024,-0.19885369,-0.10533857
-0.91651607,-0.21745697,-0.43663362,0.0456072,3.9882894,-0.27582562,-0.25635532,-0.57773215,-0.4074962,-0.48182762,-0.33710444
-0.34006578,-0.10668811,-0.4337621,-0.23563111,0.57689905,-0.39756265,-0.14398535,-0.1579653,-0.21618329,-0.25435895,0.35081032
-0.35943028,-0.20440681,-0.19419086,-0.26297516,0.19430286,-0.28125048,-0.2571525,-0.017596629,-0.17750826,-0.18753499,-0.34562013
-0.12446384,0.055275112,-0.412879,-0.2875316,-0.39365616,-0.33934557,-0.63193053,3.1393251,3.1187563,3.1263545,-0.5972363
0.004488632,0.28367102,-0.43647337,-0.28783756,-0.06342377,-0.3869196,-0.25153983,-0.24803756,-0.3016076,-0.41090214,-0.105335645
0.1487753,0.59571946,-0.5917518,-0.22171599,0.5953726,-0.39471617,-0.31646392,0.30821204,-0.26636207,-0.07646622,-0.26642528
-0.2604468,0.073180035,-0.54211795,0.09816377,-0.6181208,-0.337439,-0.2148732,-0.21094237,-0.1741989,-0.265476,-0.26167566
-0.56700057,-0.6799639,0.076208234,0.5893511,-0.092977226,-0.24075001,-0.3301941,-0.13661103,-0.27953562,-0.30046996,0.02190324
-0.43123338,0.10788584,-0.5523127,-0.52969825,-0.16859895,0.050445218,-0.30697814,-0.1274958,-0.23411632,-0.2522723,-0.11869455
-0.3352629,0.05155296,-0.34724888,-0.021924771,1.025989,-0.36574146,-0.29096866,-0.10331262,-0.1010644,-0.19384246,-0.18189709
-0.3577306,0.22096571,-0.08663777,-0.37093097,-0.44274032,-0.30927292,-0.22823566,-0.08036867,-0.6067502,-0.3574173,1.336456
-0.36984593,-0.21072885,-0.9154403,-0.40034705,-0.9463233,-0.19868472,-0.24238507,3.246934,3.257847,3.246682,-0.47149786
-0.069536194,-0.17773879,-0.142064,-0.40508193,3.4591193,-0.1607378,-0.25607765,-0.5816067,-0.59707916,-0.57020503,-0.63199323
-0.22619286,-0.51487017,3.9470332,0.10366909,0.5042074,-0.16291656,-0.3460492,-0.49849585,-0.40346587,-0.38392916,-0.54099524
-0.17463268,0.39204982,-0.15433756,-0.23178215,-0.18142456,-0.3726555,3.5453138,-0.40067717,-0.26732895,-0.2882453,-0.32899642
