Shared topic 3,Shared topic 6,Shared topic 8,Shared topic 9,Shared topic 10,Transcriptomics private topic 8,Transcriptomics private topic 9,Proteomics private topic 4,Proteomics private topic 6,Proteomics private topic 7,Proteomics private topic 8
3.9477339,0.18280718,0.21501672,-0.17842567,0.07832417,-0.011928725,-0.2982316,-0.58412236,-0.30355087,-0.44449133,-0.2849054
-0.6951638,-0.15032014,-0.5976024,0.40782207,0.051766545,-1.8510092,0.39881405,0.23459756,-0.20097311,-0.03498838,-0.19486278
-0.051941127,0.6649595,-0.090910494,-0.4065839,-0.052592516,-0.066382766,-0.17937122,-0.14331555,-0.14895217,-0.19784184,-0.09268541
-0.17094688,-0.71476835,-0.09976814,3.4901738,0.08641216,-0.3137584,-0.321243,-0.56413513,-0.6569672,-0.52847797,0.075834215
-0.20028257,-0.12398911,-0.33286518,-0.27761626,-0.015411846,-0.48864117,3.6568155,-0.35316116,-0.49804524,-0.54248947,0.052263174
-0.51215065,-0.0038911216,-0.24320628,3.6657944,-0.56348914,-0.44824827,-0.26554427,-0.44166803,-0.4200588,-0.4724464,-0.123984404
0.1021422,-0.4091079,-0.81499517,-0.37967512,-0.37444192,-0.4509307,-0.33699062,2.9193468,3.1748788,3.1172988,-0.56515604
-0.41147518,0.15105867,3.1132646,-0.71970886,-0.5155696,0.038858727,-0.41158515,-0.5749846,-0.48922497,-0.5156017,-0.3539952
-0.07055913,0.015597682,-0.13133994,-0.41493112,2.1138706,-0.23658022,-0.34106582,-0.85058546,-0.7796861,-0.54244417,-0.9518001
0.33922496,-0.88258404,-0.60401106,-0.5503777,-0.30482388,0.35592782,-0.12695666,0.09039344,-0.5043122,-0.29471037,-0.6891584
-0.106518894,0.34147358,-0.6716535,-0.18500198,0.36381876,0.10399824,-0.1802481,-0.16785792,-0.33585644,-0.41920513,0.07718554
-0.05831668,0.23152307,3.7811136,-0.24740863,-0.48425677,-0.15344334,-0.34136996,-0.41828847,-0.43466485,-0.3721281,-0.54604673
-0.22041267,-0.11620456,-0.2091299,-0.2262488,0.077691704,0.92762464,-0.08567974,-0.48789683,-0.4693466,-0.4358989,-0.31822294
-0.31724578,0.045063708,-0.25861332,-0.5329126,-0.22731525,-0.18455291,-0.15814468,-0.54919624,-0.21805762,-0.14385937,4.019543
-0.6516544,-0.19427392,-0.2492966,-0.12886146,-0.635679,-0.38787085,-0.30813876,-0.041561775,-0.071419284,-0.09183977,-0.027158955
-0.32554734,-0.11389086,-0.500432,-0.47605833,-0.47741258,-2.1643484,0.47797617,-0.40280917,-0.1703548,-0.29699704,-0.08782726
-0.86541826,0.028842263,-0.4950286,-0.7276393,-0.5106549,0.5319428,-0.3805029,3.084352,3.24304,3.2375424,-0.55392355
0.16604413,4.7199364,-0.38605195,-0.24528632,0.3886605,-0.12203789,-0.035663467,-0.38144937,-0.29587668,-0.41436177,-0.058079246
0.034728184,-0.087702446,-0.026126914,-0.15427464,-0.3859033,-0.30886024,-0.21832898,2.3707352,2.546322,2.5515368,-0.3603348
-0.32309544,4.410145,-0.20839822,-0.12448333,-0.4670889,-0.24427319,-0.2315752,-0.36012906,-0.3167912,-0.37384018,-0.1768037
-0.5909644,-0.36724812,-0.07471639,-0.15045296,-0.38547832,-0.16680925,-0.17139855,-0.579914,-0.26432326,-0.21229903,4.0839334
-0.31823754,-0.4007358,3.4783661,-0.19930625,-0.3743478,-0.18044402,-0.3117986,-0.710833,-0.45185456,-0.4994816,0.626001
-0.3731864,0.44320986,-0.3735635,-0.02590531,-0.15740226,-0.049893457,-0.12280082,-0.51359886,-0.58783084,-0.2721153,-0.7851504
-1.1618209,-0.26135322,0.17801112,-0.26383108,0.26297706,-0.05404226,-0.28978285,0.13373838,-0.10640562,-0.07093104,-0.07905229
-0.2744264,-0.32219282,0.814528,-0.32001424,-0.36084956,-0.14151251,-0.18464044,-0.6084502,-0.29776222,-0.2530043,3.820519
-0.571233,-0.64075726,-0.13724233,-0.09910052,2.958365,-0.38238883,-0.30312148,-0.51184916,-0.4345886,-0.42300028,-0.5033173
0.130799,-0.011826657,-0.122012,-0.7316923,3.4884934,-0.45696265,-0.30150762,-0.34491283,-0.23901995,-0.35393304,-0.073782146
-0.6845576,-0.33414075,-0.50291777,-0.24721777,-1.0446919,-0.040988702,-0.5191629,-0.20546947,-0.122071125,-0.23699306,0.101713374
-0.17521934,-0.07597348,-0.09536544,-0.2815531,-0.59903854,-0.41820174,-0.19817922,0.039376553,-0.10246228,-0.14974634,-0.019125747
-0.111502655,-0.056092493,-0.2335437,-0.15413044,-0.25513884,-0.5195941,-0.084883176,-0.47708094,-0.19320543,-0.36243176,-0.046373326
-0.2114743,-0.5433993,-0.25125965,-0.34791654,-0.033803444,-0.59928423,3.7809496,-0.40755382,-0.4094832,-0.4269649,-0.380529
0.4822409,-0.15084624,-0.38779762,0.4802186,-0.24996854,-0.15965927,-0.2648945,0.04721784,-0.3752441,-0.25881857,-0.07043707
-0.23539451,-0.17746995,-0.13955009,-0.12690353,-0.16454616,-0.30450448,-0.09155073,-0.40990806,-0.3188132,-0.3780572,0.1908825
-0.07335971,-0.061374,-0.7035078,-0.11291659,-0.35809308,-0.18661486,-0.37775087,2.8735423,3.0947354,3.0540469,-0.6050943
-0.36219934,-0.16352825,-0.3821797,-0.14416173,-0.531299,-0.032456335,-0.095967695,-0.13116339,-0.44630635,-0.39992625,-0.21252331
-0.5067706,-0.50862,-0.3748442,-0.29338425,-0.2448585,-0.39718026,3.4997997,-0.40959784,-0.5298995,-0.38018999,-0.56369925
-0.28994823,0.0071504097,-0.57546467,-0.26726025,-0.01049047,2.5525365,-0.33425456,-0.47408316,-0.3389121,-0.44434997,-0.08643989
-0.018394753,-0.6541554,-0.005923383,-0.13175657,2.9205148,-1.7905139,0.29849133,-0.56465584,-0.40622577,-0.46441638,-0.30040076
0.58754015,-0.23264746,-0.1272533,-0.23944968,-0.14275521,-0.24947892,-0.22232819,0.031576462,-0.09872929,-0.11563939,-0.0038195373
0.13232504,-0.04079952,-0.20107631,-0.13788894,-0.1228862,1.8910037,-0.07508514,-0.19918306,-0.19531576,-0.277973,-0.096756086
-0.15704924,-0.14126381,-0.15928052,-0.19426751,-0.24707632,-0.3079474,-0.07110543,-0.36649084,-0.3148805,-0.36316505,-0.05929983
-0.95834315,-0.78918505,-0.83530104,-0.24675378,-0.8179691,3.5600545,-0.5117961,-0.06380373,-0.57442695,-0.34995678,-0.60403067
3.4945133,0.0073697492,0.069652185,0.013634339,-0.35862112,-0.11188942,-0.4949758,-0.39062077,-0.27183756,-0.36405092,-0.3043187
-0.34412268,-0.08511938,-0.5162491,-0.110532865,-0.61237293,-0.38622323,-0.13346386,-0.2007882,-0.13458909,-0.2610229,0.0980239
3.5526257,-0.034921885,-0.5692477,-0.35246766,-0.5414834,-0.05301277,-0.28201705,-0.58456206,-0.18795179,-0.3322057,-0.32750043
-0.070028156,-0.7459131,3.8070655,-0.6137023,0.4286664,-0.27902436,-0.31234553,-0.5405558,-0.4150474,-0.42657924,-0.4155327
-0.7499001,-0.2460622,-0.5666047,-0.32399768,-0.8658037,-0.24773216,-0.184964,-0.5530815,-0.23798104,-0.18871747,4.1199303
0.0024221838,0.1127266,-0.15853575,-0.3937158,-0.07168596,-0.13323978,-0.29855737,-0.7861907,-0.32191026,-0.35980937,4.343123
-0.07860932,-0.038148377,-0.051514737,3.4763775,0.36079067,-0.10657451,-0.2429656,-0.4013671,-0.6247235,-0.39793292,-0.34215373
-0.12732002,-0.15139045,-0.08951872,-0.18701757,-0.34082216,-0.015765697,-0.30840513,0.15400201,-0.15272745,-0.0019887968,-0.59952134
-0.18351555,0.077295884,-0.26456308,-0.04295989,-0.21615784,-0.44441697,-0.2043848,-0.36536118,-0.26000646,-0.35647514,-0.10015478
-0.6385965,-0.6970908,3.732433,-0.5188381,-0.58705187,-0.29684088,-0.3388916,-0.61870354,-0.41430256,-0.4687764,-0.48528105
-0.15080795,-1.4952085,-0.904616,-0.40195197,-0.57759774,-0.16909824,-0.23814578,2.4245727,0.8513606,1.3378476,-0.6370505
-0.4832691,-0.5661983,-0.6689219,3.8864458,-0.42573643,-0.44795153,-0.26494288,-0.53553843,-0.6403622,-0.48378754,-0.29818013
-0.30850437,-0.58950114,-0.09818336,3.4378223,-0.3560875,-0.3289119,-0.2629435,-0.5474621,-0.61184734,-0.55601,-0.110175386
-0.41374108,-0.3411481,-0.26464158,-0.53300256,2.522786,-0.26445028,-0.21927287,-0.5262622,-0.5477536,-0.19907023,-1.1554375
-0.34241736,-0.043830305,-0.19311503,-0.24079826,-0.36479962,3.6518822,-0.5630751,-0.15216698,-0.43890256,-0.41002652,-0.41299224
-0.5287937,-0.70338094,0.28087682,4.0872793,-0.6291363,-0.3426226,-0.21490104,-0.69600207,-0.65832865,-0.63207144,-0.09127785
0.24959655,-0.5627557,-0.21390882,-0.1764521,-0.25622743,1.0121562,-0.083373755,-0.36779544,-0.20386153,-0.05901753,3.73488
-0.28183737,-0.17022729,-0.28708303,-0.13844308,-0.22972664,-0.050502613,-0.28961572,3.3891306,3.4217186,3.4698918,-0.6307985
0.06661506,0.10796893,0.14904511,-0.35480276,4.0192757,-0.16529381,-0.25371197,-0.3223928,-0.47398835,-0.41351464,-0.22980545
0.010123294,0.69675463,-0.015697487,-0.15012337,0.24298678,-0.23130506,-0.29200864,-0.26981065,-0.38964376,-0.4418424,0.093728244
-0.42181537,-0.5889911,0.020553233,-0.08078948,3.8539367,-0.424901,-0.3414923,-0.46261406,-0.46129006,-0.4680869,-0.3802704
-0.0678055,-0.34241033,0.017999735,-0.28081265,4.1028285,-0.16531347,-0.25371286,-0.5498453,-0.41496885,-0.4752268,-0.3196433
-0.41338217,-0.06509375,-0.29632294,-0.17702737,-0.17024605,-0.45954755,-0.20183727,-0.35424843,-0.2922292,-0.35124922,-0.059644535
-0.4189957,-0.5261185,3.104196,-0.2929695,-0.75009733,-0.25680056,-0.38175866,-0.21920757,-0.6097047,-0.41648784,-0.6546086
-0.29214057,3.186843,-0.14974649,-0.23120415,0.042131536,0.5914106,-0.6761297,-0.8239462,-0.4711271,-0.5200347,-0.093988545
0.061522037,0.24492934,-0.39264703,-0.2254095,2.316911,-0.8292156,0.53925836,-0.65902114,-0.43435794,-0.4965396,-0.49052793
-0.14473176,-0.7104144,-0.37278336,-0.31842917,-0.38015398,-0.60769665,3.6030777,-0.33567578,-0.35321602,-0.39588568,0.8462517
0.10152849,-0.47844663,-0.3826677,-0.22678259,-0.09555678,-0.13747334,-0.2966364,-0.18441775,-0.19451323,-0.2802305,-0.106652334
-0.41855776,0.52355474,-0.16351245,-0.390363,-0.025126979,-1.938698,0.39825007,-0.20474607,-0.07164821,-0.19105683,-0.10464793
0.3307839,4.6563034,-0.19580522,0.043434158,-0.114261426,-0.17321435,-0.23118788,-0.37280157,-0.45115045,-0.4492692,0.021610381
-0.4904313,-0.23982888,-0.43047556,-0.6100562,-0.35884586,-0.056429114,0.079538226,0.025341168,-0.034490287,-0.06333123,-0.30786553
0.32413176,0.2676053,-0.3844835,-0.3769123,-0.57643145,-0.23403719,-0.12212708,-0.25803086,-0.13270277,-0.2523916,-0.01822001
-0.4360106,-0.11195432,3.8038068,-0.029260155,0.05638492,-0.18816914,-0.37658218,-0.6032843,-0.5246915,-0.54172677,-0.48906264
0.30674648,-0.55698705,-0.3449579,-0.27848005,-0.3028248,-0.20173343,-0.32533267,-0.4617302,-0.24073237,-0.12864397,3.892457
-0.20205447,-0.39327863,-0.61589485,-0.14567003,0.16354665,-0.16669892,-0.28838685,-0.5472177,-0.2973204,-0.19864598,3.9367511
-0.23575118,-0.5370858,-0.5397692,-0.4632731,-0.13751084,-0.3386718,-0.091979474,-0.403995,-0.31456903,-0.43965524,-0.03526622
-0.23514888,-0.33725855,-0.4837594,-0.21993189,-0.8440026,-0.26778919,-0.34614697,-0.4601067,-0.28312334,-0.20518114,3.8647523
0.5054106,0.18317515,-0.16194452,0.018605404,-0.04705742,-0.22457677,-0.018835336,-0.30165288,-0.4436391,-0.49781764,0.16838749
-0.82920295,-0.79379207,-0.1418128,-0.52694964,0.011575669,-0.21319954,-0.17807718,0.11556083,-0.08030816,-0.07066878,-0.08869788
-1.206122,-0.40393683,-0.4611415,-0.093356445,-0.9507476,-0.23154716,-0.23326978,2.960638,3.0369763,3.0378425,-0.5906236
-0.033828378,-0.29771695,-0.16662735,-0.28539884,-0.15322201,-0.26781437,-0.2720173,-0.2453445,-0.35505292,-0.4534056,-0.16424347
0.029682636,-0.17702562,-0.3890736,-0.22671987,-0.23940991,-0.3667613,3.6274753,-0.30025464,-0.35068923,-0.4310757,0.20271203
-0.047621526,0.4478183,-0.20971912,-0.050091736,0.29575464,-0.48898497,-0.33020395,0.17740506,-0.17452055,-0.046915412,-0.19823672
0.07039469,0.57016647,-0.30354062,0.06796683,-0.2860324,-0.32161543,-0.26111582,-0.06763893,-0.119643845,-0.09922483,-0.23033932
-0.31638074,-1.0374866,-0.21611929,0.0048086196,-0.0032947809,-0.18690048,-0.40748116,2.9188347,3.252839,3.1407528,-0.7217089
-0.5189801,-0.040096194,-0.5575452,-0.356014,-0.47554278,3.4615972,-0.531087,-0.27627182,-0.35778823,-0.45327938,-0.14868957
-0.24609734,-0.675498,-0.1891384,0.13946857,-0.9392749,-0.02552572,-0.3375972,3.083701,3.0707264,3.0668297,-0.53763205
-0.3723945,-0.4068523,-0.47727928,-0.51307774,-0.8936721,-0.23769002,-0.2677221,0.023570118,-0.5685265,-0.33977607,-0.57925415
-0.16755317,-0.047104284,-0.20153835,3.703823,-0.35136202,-0.33036935,-0.29865935,-0.71646935,-0.6378224,-0.6139518,-0.06740676
-0.05301428,0.68261063,-0.36394128,-0.08416335,-0.7244983,-0.37220088,3.6116338,-0.38991666,-0.34692425,-0.44054085,0.30386725
-0.25975418,-0.028186724,-0.13711354,-0.22270894,-0.23047017,3.8256075,-0.55375445,-0.5216385,-0.7442852,-0.53190506,-0.74996763
-0.3426587,-0.68864626,-0.2986445,-0.091835916,-0.44607574,-0.412257,-0.108295314,0.11833705,-0.5131663,-0.29907423,-0.5652261
-0.21786651,-0.65482944,-0.5189396,-0.1984624,-0.35953438,-0.36738533,-0.5888957,0.949327,0.52748704,0.6892606,-0.5306448
-0.14859512,-0.27232724,-0.24315843,-0.11844536,-0.25929138,-0.046989985,-0.37228915,-0.26015314,-0.34082618,-0.42436507,-0.19580764
0.055474743,0.3424979,0.05426874,-0.09755082,-0.47556788,-0.2796292,-0.24338713,2.3404837,2.5117934,2.5222068,-0.37386453
3.4507644,-1.0130503,-0.566337,-0.35439983,-0.33611307,-0.073458776,-0.34633696,-0.30596298,-0.3477829,-0.293873,-0.42438444
0.8789013,-0.20675577,0.038737237,-0.2059046,-0.13297948,-0.099882744,-0.35394013,-0.40681836,-0.28994933,-0.36248964,-0.4033109
-0.16447118,-0.28043178,-0.22483484,-0.056523003,-0.4164273,-0.20279796,-0.31588197,-0.2625401,-0.30544853,-0.29108962,-0.3539878
-0.18350723,-0.24273866,-0.46038884,0.0055411607,-0.4866684,0.24535671,-0.33603394,-0.29408598,-0.008781872,-0.15375271,-0.16334191
-0.62769264,0.58789873,-0.1354854,-0.31572053,0.08743979,-0.425091,-0.2417513,-0.17806533,0.02030123,-0.12220625,-0.23579752
-0.23239304,4.1089826,-0.2859198,-0.09234786,-0.16025528,-0.38030532,-0.16855553,-0.45463982,-0.23432459,-0.27899626,-0.093350925
-0.4915133,-0.5383319,3.786201,-0.23766556,-0.32194197,-0.32929438,-0.28069043,-0.582771,-0.5082057,-0.5145586,-0.42446446
-0.12684055,0.011615049,-0.13647115,-0.17871675,-0.15981139,-0.68319726,4.608993,-0.8047961,-0.6674007,-0.34061936,-0.8915035
-0.461377,-0.6095903,4.144066,-0.065892965,0.45037594,-0.21305168,-0.32868153,-0.54497766,-0.4546247,-0.48400614,-0.4241189
-0.13636601,0.15235737,-0.20965269,0.13521022,0.24410746,-0.456604,-0.3063647,-0.10432311,-0.09923837,-0.15998563,-0.11705965
-0.8524601,-0.28677207,3.5841618,-0.531879,-0.37987822,-0.2866079,-0.32665944,-0.4234674,-0.32773346,-0.26291177,-0.8771116
-0.12970439,-0.17053704,3.957165,-0.27264372,0.17747249,-0.16122213,-0.34999776,-0.6286652,-0.49701956,-0.54308367,-0.43963253
-0.069701925,0.000105686486,-0.27612162,-0.13956115,0.19052044,-0.37054554,-0.33575416,-0.3705307,-0.22317162,-0.3560146,-0.009922565
-0.017262273,0.23942667,-0.22577256,0.46278912,0.11570972,1.0722708,-0.10420455,0.12011303,-0.097062275,-0.0556184,-0.25992692
2.6461518,0.17202331,-0.33180696,-0.12938914,-0.21577361,0.02392808,-0.31408304,-0.48080575,-0.2973545,-0.39032295,-0.21590452
-0.31301045,0.36347848,0.15736744,-0.046865396,0.06726354,0.0044695935,-0.2968591,1.837823,1.8547312,2.0528612,-0.8172722
-0.2491698,-0.18083689,-0.30274808,0.0029175654,-0.15087841,-0.5850203,3.5543206,-0.31245503,-0.47289187,-0.47647974,-0.1290334
2.5192275,-0.18658864,-0.4066717,-0.17025968,-0.3365239,-0.11802361,-0.32619956,-0.37310392,-0.25318837,-0.34419125,-0.2692385
0.46991602,0.03721664,0.24413307,-0.15366682,0.03440533,-0.12814118,-0.54364437,-0.15650453,-0.27984825,-0.31492537,0.09164393
-0.11665674,0.4368084,-0.21688375,-0.091823794,-0.033744793,-0.16174313,-0.19464666,-0.2495479,-0.21583374,-0.32097498,0.1296778
-0.4742626,-0.1350758,-0.29701018,-0.17993814,-0.2381415,1.1895936,-0.21788971,2.2830734,1.473205,1.729501,-0.22298498
-0.390729,4.934077,-0.34240568,-0.20583998,-0.45878804,-0.011752685,-0.38439614,-0.65878844,-0.2682231,-0.3066046,-0.37758145
-0.9700898,0.29000726,-0.3827465,-0.2337851,0.34470147,-0.36883646,-0.33473358,-0.16867286,-0.036914833,-0.15128057,0.12011805
-0.0072796643,-0.17416988,-0.31988358,-0.18417156,-0.12747394,-0.12679125,-0.28936586,2.832735,2.814596,2.853913,-0.5817813
0.47684723,0.0604494,-0.61320263,-0.5079079,-0.03442049,1.0674368,-0.26912916,2.895247,3.0880682,3.0836933,-0.46697435
-0.12638965,-0.37623802,0.73650926,-0.20844594,-0.15373783,-0.040571228,-0.3348391,-0.24143897,-0.29141515,-0.3371777,-0.12496206
-0.42530292,-0.02388975,-0.10594384,-0.10004025,-0.12727568,0.08411775,-0.25411823,-0.43170795,-0.18882117,-0.071154125,3.8615773
-0.28540346,-0.12230657,-0.2638675,-0.21297479,-0.2873335,-0.38377872,3.5458481,-0.36877418,-0.29900458,-0.356103,-0.24751164
-0.40844923,0.08432157,-0.28252652,-0.5380479,2.8346632,-0.26098177,-0.20231666,-0.36274767,-0.74615127,-0.31636438,-0.90691185
-0.7006654,0.00091470405,-0.20301394,-0.25496164,-0.3271902,-0.08845844,-0.29984772,-0.16091949,-0.19784729,-0.22847898,-0.030628502
-0.5549629,-0.40032986,-0.11262748,-0.4201691,-0.6929711,-0.07311036,-0.34103772,2.616001,3.141077,3.0120173,-0.4758149
-0.09326721,0.05891852,-0.0008625239,-0.10240002,-0.0802537,-0.32556885,-0.36374047,-0.21495731,-0.3624394,-0.37690398,0.01939347
-0.34211567,-0.0862695,-0.21720709,-0.08417162,-0.42706257,-0.3677421,-0.63544244,2.9128935,2.9094293,2.9560297,-0.51265514
-0.427099,0.0012224317,-0.7170633,-0.40843174,-0.754465,-0.24170993,-0.13845272,-0.25077543,-0.12661967,-0.25584826,0.051736612
-0.5926324,4.1042557,-0.4499698,-0.07665081,-0.45886743,-0.39881003,-0.3181284,-0.26211244,-0.21445279,-0.29485023,-0.106641114
-0.039863452,-0.99262375,3.6563501,-0.41041166,-0.6092284,-2.0660222,0.23807144,-0.4467032,-0.42246452,-0.4109572,-0.394213
-0.013242111,-0.055012207,-0.21641456,-0.33263457,-0.37224025,-0.19397281,-0.0979407,-0.22808935,-0.2679661,-0.36222863,-0.10608199
-0.055959843,-0.2555909,0.9348127,-0.3567235,-0.17396203,-0.30836207,-0.32050765,-0.09502912,-0.41788784,-0.37341905,-0.065741435
2.5718176,-0.1131945,-0.26990154,-0.18747674,-0.23936862,-0.076842576,-0.35777256,-0.412644,-0.38911685,-0.35754392,-0.78335387
0.38571608,-0.12417319,-0.29747605,0.1631749,-0.23929447,-0.1379616,-0.26870736,0.13229594,0.023198433,0.030452067,-0.24899131
-0.5425025,-0.8074494,-0.5503272,-0.46916676,0.12767692,-0.16443208,-0.23840767,3.0909405,3.3024988,3.2262254,-0.6827941
-0.15503073,-0.13649677,-0.15335971,-0.10500398,-0.08248331,-0.22814074,-0.25103042,-0.063477516,-0.5392911,-0.38467985,-0.51956517
-0.40990162,-0.46564072,-0.06598473,-0.3085819,-0.06359663,-0.36674574,3.6274009,0.06133675,-0.52865285,-0.29339248,-0.3877284
2.999701,-0.64934784,-0.2015971,-0.054553404,-0.05897148,-1.8824399,0.22680989,-0.49364442,-0.25262478,-0.3916308,-0.39691514
-0.23364975,-0.060897503,-0.1313781,-0.29357266,-0.3211706,-1.7743068,3.1515791,-0.32513207,-0.46198967,-0.47677058,-0.06542923
-0.26188755,-0.86643493,-0.18941762,-0.29913354,-0.22902709,1.0037167,-0.08709263,0.026136471,0.2855864,0.19337557,-0.13747329
-0.5257117,3.918047,-0.37145558,-0.10978605,-0.26704216,-0.539782,-0.36664277,-0.0316413,-0.07134788,0.044621233,-0.0044154897
-0.17638952,-0.0018387213,-0.16008303,-0.53064114,-0.097035766,0.28386185,-0.31848466,-0.3445732,-0.028094683,-0.17991677,-0.08941237
2.1922555,-0.023553193,-0.31468892,-0.10177631,-0.4353053,0.022248553,-0.32599396,-0.5906726,-0.3178314,-0.4701741,-0.3437812
-0.7088517,-0.85569847,-0.14690687,-0.07193231,-0.13621168,-0.18502647,-0.4097861,2.904241,3.2188058,3.1121743,-0.7264454
-0.5869521,0.07329619,-0.5217043,-0.43812725,-0.49234313,-0.078625634,-0.27750784,-0.17715247,-0.30918148,-0.2750982,-0.16773099
-0.20147234,-0.14990273,-0.05457063,-0.04568766,0.17648815,-0.2265662,-0.098997265,-0.39323053,-0.5106318,-0.37596378,-0.49024794
0.044050112,-0.053995248,0.4263262,0.18173999,-0.23347211,-0.17527324,-0.31292117,-0.08882325,-0.2488768,-0.17515673,0.14188999
-0.12392613,0.019329868,-0.23670572,-0.3409254,-0.10199364,-0.08139402,-0.4356337,2.9628413,3.2262104,3.1115603,-0.5218348
-0.32159162,0.008461431,-0.04046202,-0.053232357,0.33693296,-0.39332172,-0.10898885,-0.30982676,-0.06641531,-0.205833,-0.23761219
0.19866875,-0.24996209,-0.053857747,-0.2566645,-0.17382118,-0.284969,-0.28969333,-0.5331167,-0.29064775,-0.2016058,3.92312
-0.058123987,0.031679086,-0.20252061,-0.124800764,2.9609005,-0.30842817,-0.24048124,-0.6654302,-0.46209958,-0.5167051,-0.45342028
0.3513893,0.24672379,0.091433294,-0.29025477,0.026718713,-0.35260284,-0.24048741,-0.21518143,-0.14610577,-0.19648059,0.13349931
-0.72952205,0.046491798,-0.3230822,-0.21457776,0.32837406,-0.39026093,-0.5065524,2.926436,3.0526595,3.022682,-0.6423533
-0.27499098,-0.1895828,0.58364576,-0.3504709,-0.34195814,-0.30682066,-0.33935073,-0.18188863,-0.06728993,-0.18714604,0.015286584
-0.33369476,-0.1047034,-0.22719662,-0.3567145,-0.062704414,0.08560112,-0.3091011,0.10851531,-0.051536337,0.0495305,-0.33235687
0.06470895,0.50781673,0.30301607,-0.24730945,0.28898552,-0.33499205,-0.27389267,-0.17763637,-0.11852835,-0.17704631,0.055130977
-0.42887658,0.13431287,-0.08049574,-0.35558602,-0.24652666,-0.30682173,-0.07100822,-0.69665337,-0.26444006,-0.22524875,1.8551116
-0.025117338,-0.39146987,-0.80496395,-0.17878309,0.07952566,-0.21696486,-0.37588528,0.11467956,-0.122325584,-0.058918767,0.22996534
-0.8249367,0.051821657,-0.386881,-0.2531717,-0.52759993,0.102566354,-0.27018958,-0.5493746,-0.2697797,-0.24545233,3.9886794
-0.32969972,-0.21740597,-0.33021516,-0.39482522,-0.7674187,-0.28542933,-0.24830706,-0.107177466,-0.1603316,-0.21011786,-0.2689674
-0.39483178,4.2617764,-0.016818047,-0.43293917,-0.012970082,-0.38057667,-0.26478806,-0.2528578,-0.45305878,-0.43742904,-0.16184525
-0.14423199,0.081901014,-0.4326578,0.018775702,-0.25060347,3.4993775,-0.55265296,-0.33389607,-0.32150862,-0.4195628,-0.11044682
-0.2800123,-0.16203189,-0.27476135,-0.29239658,-0.32328632,-0.10210574,-0.30421707,-0.36487764,-0.022624996,-0.18469302,-0.10447998
-0.5234388,0.0510002,-0.21838452,3.8256197,-0.5395859,-0.20964359,-0.31280413,-0.72468716,-0.6269983,-0.62123954,-0.06553264
-0.11637533,-0.5761378,-0.3892963,3.842064,0.16665071,-0.375714,-0.26319084,-0.8212182,-0.6403501,-0.6638772,-0.076364316
-0.6455088,0.13991281,-0.07930082,-0.18763068,0.06985312,-0.27445766,-0.15476926,-0.16076258,-0.16957943,-0.20045294,-0.12206921
-0.4498394,-0.6328548,-0.4204629,-0.3430829,-0.26808947,-0.2904475,0.072761506,-0.188035,-0.26104268,-0.2786886,-0.17570254
-0.5485103,-0.48632553,-0.56208915,-0.36304778,0.0064202994,0.13470325,-0.10416678,-0.03461626,-0.27750725,-0.25171962,-0.452267
0.13105164,0.11374679,-1.1117487,-0.35275877,-0.4135006,0.03705752,-0.38794214,-0.45693114,-0.631439,-0.29256764,-1.0057513
-0.749425,-0.5033672,-0.10902452,-0.7759135,-0.5447686,0.034947388,-0.06769974,-0.18323405,-0.20986542,-0.24649432,0.30905136
-0.45328838,-0.8724615,-0.63206935,3.4415393,-0.70216364,-0.42351213,-0.21544276,-0.65009373,-0.63930774,-0.59426403,-0.041066606
-0.68919426,-0.45101875,3.2592359,-0.13496432,-0.797515,-2.1614106,0.32670105,-0.65261984,-0.43464938,-0.49120083,-0.52405065
0.38244483,0.14528938,0.20832402,-0.37874752,-0.44953352,-0.23317578,-0.11518146,-0.024134317,-0.049539167,-0.0909413,-0.11401283
0.425493,0.1429126,0.2308256,-0.442391,0.0873577,-0.33051556,-0.19076823,-0.18477657,-0.16810009,-0.21682394,0.2805196
-0.50688124,4.4369717,-0.5213675,0.01070332,0.42073584,0.63639843,-0.30057207,-0.5698176,-0.25306574,-0.25531375,-0.16840947
0.034981236,0.36159775,-0.32224643,-0.39293706,-0.51613885,-0.13543314,-0.27221203,0.3066806,-0.2151272,0.079811,-0.5253867
-0.13262436,1.1363754,-0.101050764,-0.09253274,-0.13720706,3.6794143,-0.5606521,-0.003660505,-0.34284702,-0.2440255,-0.23739417
-0.54713833,0.3054637,-0.451829,-0.17076656,-0.3285117,-0.31206018,-0.16652863,-0.697274,-0.2972952,-0.23566358,4.0376616
-0.45776057,0.04116781,-0.32292837,-0.01378835,0.028499305,-0.27913466,-0.28786612,-0.6234348,-0.3399566,-0.2601914,3.7995865
0.131737,0.47380957,-0.21857896,-0.13283272,-0.51444876,-0.056702368,-0.34918147,-0.061184984,-0.24387813,-0.20071393,-0.30981633
-0.62697554,0.23137142,-0.33295217,3.7052953,-0.07916708,-0.42351806,-0.21544242,-0.8063939,-0.6711057,-0.65487975,-0.1426645
-0.16478813,-0.21713468,-0.14207754,-0.3918872,-0.24623848,-0.23410347,-0.38444984,3.1563046,3.105544,3.1826441,-0.4033682
-0.20212205,0.51964664,-0.19830063,0.0010850057,-0.15299384,-0.26614898,-0.16244838,0.1974689,0.046982534,0.13533999,-0.29652646
