,Shared topic 3,Shared topic 6,Shared topic 8,Shared topic 9,Shared topic 10,Transcriptomics private topic 8,Transcriptomics private topic 9
285,2.898418,-2.6649837,-4.8296976,-1.3656298,-5.7325325,-3.9323263,-4.9895635
286,-1.7848529,-4.2413034,-2.8216321,-1.5280976,2.7007673,-2.8404942,-4.589965
287,-4.073892,-5.1191845,-6.071873,-1.9345757,-2.8796933,-4.1310396,2.455001
288,2.6253917,-0.6183121,-5.313497,-2.1697643,-1.5033581,-4.2159805,-4.6043777
289,-4.559684,-1.8044324,-2.824824,-2.8271377,-3.3911626,2.924951,-0.8812684
290,-3.8931272,-0.51690805,-1.6402044,-0.15455216,2.7618563,-0.33069935,-1.140448
291,-1.6195867,2.1976237,-5.8206754,-4.3775706,-4.09193,-3.5021727,-4.7134767
292,2.8051853,-0.45937854,-2.6376967,-2.0119529,-2.1245174,-5.191425,-4.1902595
293,-5.055895,-0.59275067,2.5289066,-2.6753538,-5.8023424,-4.4181204,-4.7191815
294,-3.194243,-1.5573454,-0.87947506,-1.0437005,-0.5081351,-4.5543227,2.6568305
295,-3.2709866,-1.4016032,-3.5811276,-1.2205572,2.4006596,-4.464192,-5.0079637
296,2.650188,-2.1189015,-4.9563107,-4.942647,-4.428747,-5.338386,-3.2193942
297,-1.585034,1.9368231,-0.8216947,-5.556545,-0.9049155,-3.6172113,-3.5009565
298,-5.321923,-0.6183692,-3.194212,-5.025549,-3.808251,-4.6199355,2.7767754
299,-4.5188,-5.7312894,-5.7119617,-3.243919,-0.45646214,2.6009839,-4.231262
300,2.6165574,-4.6688366,-1.5113057,-0.28129455,-1.3249713,-3.0180087,-4.4929
301,-4.73827,-0.87311625,-4.7296076,-1.9071195,-5.649928,-4.08658,2.740807
302,-1.2318075,-0.2654335,-1.3886287,-3.3516138,2.4640245,-5.659613,-5.103961
303,-4.719477,-1.0451001,-5.8570457,-4.2137375,-2.3463407,2.9480207,-4.020451
304,-1.8035313,-0.4791729,-3.7731693,-3.9962273,-4.574992,-5.3114395,2.756417
305,-3.3242986,-5.4564853,-5.1392574,-5.2887974,2.341019,-3.520062,-3.4143536
306,-2.916444,-3.7711213,-5.39832,-2.5181012,-4.1563063,2.9264386,-4.6460896
307,-1.6298995,1.9572616,-3.5996192,-1.434652,-1.7898746,-1.2944742,-3.2561872
308,-3.6393902,-3.2666922,-1.26277,-1.9823033,2.249874,-3.783693,-1.9409279
309,-5.0952153,-2.143423,-1.2243338,-1.3685293,2.3853946,-3.526303,-4.7051625
310,-5.3335624,-1.6689241,-1.7664759,-5.54784,-1.6921774,2.9060843,-2.5535755
311,-4.600152,-1.6304034,-2.6408844,-5.8550525,-0.92516553,3.1695306,-3.7986338
312,2.8438692,-2.531603,-5.0778565,-0.45879894,-3.5259113,-4.6267943,-5.385734
313,-4.1792545,-2.742647,-1.1574037,-3.700546,-1.2929046,2.9779472,-4.227442
314,-4.366065,2.2666924,-5.4828672,-1.0829247,-4.167471,-4.2071567,-4.403736
315,-0.4315076,-4.1102986,2.4461865,-0.41374716,-1.5806844,-4.520484,-4.2129683
316,2.2998984,-5.193148,-5.5181823,-4.515377,-4.305229,-3.9392664,-3.4019222
317,-5.2134447,-3.9896977,2.518315,-0.94849414,-4.508094,-3.7507987,-5.607631
318,-1.7724785,-1.4428825,-4.2332783,-0.92959785,-2.996818,-4.974796,2.517827
319,2.522692,-0.8342979,-4.379677,-4.728038,-5.2069373,-4.168541,-4.834578
320,-3.256833,-2.6827083,-4.848048,2.3237004,-0.93673563,-4.816832,-5.0660725
321,-3.9407182,-2.7039223,2.6294363,-4.472811,-1.4376736,-4.048928,-4.8596935
322,-0.40033206,-2.9939575,-2.253082,-1.3679996,2.4642313,-5.369803,-4.8887134
323,-3.7300985,-1.3794916,-1.8808254,2.3932264,-0.33470303,-3.8383977,-4.666351
324,-5.2841077,-0.8601603,-3.359337,-0.51679593,-4.496931,-5.074605,2.627372
325,-1.2976975,-4.138751,-1.1740329,2.1813872,-1.1587565,-5.3817244,-3.5527768
326,-2.3470001,-2.01369,-5.2429028,-3.4699957,2.239447,-3.3408422,-2.2105296
327,-4.036019,-3.6148489,-5.9607434,-1.8940265,2.3671422,-5.0822167,-4.797505
328,2.725239,-1.0500499,-4.3165064,-1.0717115,-6.270149,-5.417488,-3.5930753
329,-4.0573697,-2.9138677,-4.629044,-3.597234,2.487815,-4.3997602,-3.5437195
330,-4.960408,2.091671,-4.2330213,-2.088689,-1.3582734,-3.4785771,-2.61404
331,-5.1285877,-1.4519004,2.5301104,-0.780102,-1.3881768,-3.4788938,-4.8306217
332,-3.6396275,-5.1331725,-1.8137357,-6.273152,-5.5616846,-4.4058895,2.7076993
333,-2.7942727,-2.150774,-3.5888007,-5.271064,2.4854455,-4.0984936,-5.4013414
334,-4.9451447,-4.270671,2.565538,-3.349281,-4.1254735,-4.685686,-3.7880235
335,-3.040441,-1.1013622,-3.3856366,-1.0412624,-1.2121882,-3.5246968,2.633933
336,2.3473594,-1.6711261,-2.4133196,-3.4562824,-3.8680859,-4.9219637,-5.0830045
337,-1.0349127,-1.8319966,2.614472,-0.43170226,-1.0888479,-3.6090631,-5.1778283
338,-0.43988755,2.0880089,-4.127041,-2.1893845,-1.9845035,-2.2134347,-4.6030493
339,-2.9120674,-5.03938,-0.8366654,2.1523209,-2.9548795,-4.9218364,-3.7300363
340,-0.8644351,-0.5226475,-1.7041953,-0.8390384,2.6234572,-1.2123842,-5.1826763
341,-3.5479157,-0.55483335,-4.4836674,2.1440387,-1.6326059,-4.814605,-4.0070057
342,-3.2221408,-1.0565648,-4.5680637,-1.4467561,-2.4872077,3.145016,-2.0818782
343,2.6579726,-1.4937198,-4.96647,-6.121389,-1.1193459,-4.7987366,-5.14537
344,-1.4990728,-4.3838205,2.5865073,-0.9936012,-3.3269126,-2.8535256,-3.4541745
345,-3.040744,-0.24358249,-1.9139645,-2.602791,2.4700687,-4.419635,-3.3222377
346,-4.4323378,-5.231256,2.3990638,-4.530813,-5.6154814,-3.8444285,-4.0287714
347,2.5982478,-1.2334127,-3.720307,-2.6233635,-5.689477,-4.0464916,-4.58675
348,-4.6776934,-5.9903145,-4.9038696,-0.8162384,-3.546698,2.9769893,-4.494576
349,-5.014298,-0.57719415,-4.6220207,-5.1602645,-2.0330114,3.1010134,-3.4671557
350,-2.2938387,-2.1409338,2.5505807,-2.1253865,-2.6677072,-4.064653,-4.9503336
351,-4.3271112,-3.6828222,-4.8496575,-3.7039368,2.4709823,-4.3266573,-4.639481
352,-4.1945257,2.147557,-4.1457205,-5.025927,-3.7380972,-3.5863361,-3.172931
353,-2.0000753,-3.8544407,2.4551458,-1.3295157,-2.8665202,-5.3520617,-3.843795
354,-4.6493225,-2.1264925,-4.24031,-1.3429153,-4.8929844,-1.7280548,2.6316562
355,-4.945727,-6.239104,-5.6196485,-0.28849158,2.4394782,-4.3601623,-4.3627048
356,-1.1549286,-3.5064545,-0.55831474,-1.2328968,-0.9784541,-4.44128,2.8759053
357,2.5052185,-5.6007104,-5.417191,-5.3184414,-4.589164,-5.343992,-4.7505345
358,-2.6831758,-1.9636085,-5.036617,2.1120703,-4.5554514,-4.6709056,-4.64167
359,-2.3030264,2.173069,-3.736574,-1.8106011,-3.6973782,-2.921735,-2.4131236
360,-4.874516,-1.5724686,-5.1531043,-2.7223117,-6.363058,3.0020752,-5.689523
361,-1.934233,-4.742048,-6.148297,2.2568448,-0.64661384,-2.6110673,-4.2123194
362,-0.6724852,2.2309866,-3.273731,-2.668234,-4.6421027,-1.6285697,-2.1908064
363,-4.6611896,-1.4178686,-4.5786242,-5.2053113,-3.8589425,2.8073473,-5.301187
364,-4.2268314,-2.859899,-2.0219004,-0.6157614,-6.1433153,-4.7699485,2.6318185
365,-3.4743307,-5.479874,-4.4335084,-3.3516383,-4.964452,2.4431756,-5.123836
366,-4.9948597,-5.8628016,-6.0453467,-4.0112734,-4.9930043,2.6849773,-1.8906082
367,-4.6090813,-3.136124,-2.566399,2.1399813,-1.1442066,-5.4407406,-5.151156
368,-3.9646046,2.2576532,-0.41793212,-1.5529542,-1.8699064,-3.0666163,-3.0629387
369,-0.68792534,2.1151848,-6.0570035,-0.659723,-1.8318777,-4.1496296,-3.2422364
370,2.8241332,-4.3510466,-1.7999475,-4.3998866,-2.4860077,-4.8384376,-3.9382224
371,-3.6256316,-5.603274,-0.48171157,-0.7484684,2.5797448,-4.991846,-4.433011
372,-4.3782473,-1.3439884,2.3937347,-2.0891757,-3.4033244,-4.576512,-4.771187
373,-1.7636588,-1.832358,2.541895,-2.515902,-5.867803,-1.9947891,-4.607454
374,-1.4997631,2.166092,-4.625185,-1.406338,-0.34876165,-4.2052274,-4.199328
375,2.9399037,-1.8939115,-3.392689,-2.3411925,-5.9718103,-4.8753605,-4.509651
376,-4.950534,-5.026669,-4.753097,-1.5312927,-2.943964,2.7953587,-3.8823006
377,-2.907155,-1.1680739,2.5791821,-1.694896,-2.4632168,-2.4068244,-2.950069
378,-3.8161356,2.3189905,-3.7253528,-1.4256207,-5.6709704,-3.3861792,-4.744081
379,2.2696142,-2.245205,-5.078883,-2.2319298,-1.2865703,-5.2703977,-4.2031765
380,-1.7477596,1.9598167,-2.4425282,-1.2650642,-2.9777317,-3.513826,-4.702601
381,-2.696988,-0.5106733,-2.2433732,2.1304517,-3.5837731,-4.686398,-2.4304957
382,-1.0569088,-3.8930316,2.2133033,-3.8733244,-4.078764,-4.353896,-2.8338761
383,2.6262293,-0.3328117,-5.1301384,-1.8934883,-5.1892385,-5.2858644,-5.192376
384,-3.7005374,-2.5910463,-4.171157,-3.6660028,-0.44719598,2.5875251,-4.81563
385,-4.9904847,-5.28902,-3.3386197,-1.2462633,-5.7199545,-4.077631,2.4370825
386,-1.8806431,-0.91727334,2.6561828,-4.3450446,-1.0870298,-1.8515102,-5.0526834
387,-4.8851194,2.089947,-1.3889077,-5.303078,-1.8503672,-5.087623,-4.4845467
388,-4.14709,-1.2610703,-4.650157,-4.4416656,-2.904494,2.9380753,-2.3611436
389,-2.982432,-1.2442391,2.4390602,-0.9630779,-0.72329825,-1.7494144,-4.7748303
390,-0.98113513,-5.467656,-1.8253187,2.2495224,-1.94994,-3.1700761,-4.5382996
391,-2.654208,-0.014640152,-2.7731643,-1.4472113,-4.476946,-4.5597563,2.5915935
392,-0.7361792,-1.423994,-1.7979124,-0.96275884,2.392338,-3.7846162,-4.808344
393,-3.221951,-1.274863,-1.496452,2.6078246,-3.167224,-5.4901056,-2.3730855
394,2.354757,-4.801693,-1.5481024,-2.9351435,-3.9752192,-3.6596944,-4.194927
395,-4.2090564,2.1542077,-0.81095064,-1.4753618,-3.4447038,-4.308725,-4.9424934
396,-1.12341,-3.0450926,-4.3522377,2.4063203,-4.5792017,-5.0126414,-2.8923457
397,2.6953003,-5.210891,-5.4422283,-1.8426758,-4.203942,-3.15337,-4.1430335
398,2.4917734,-1.6958802,-1.6449424,-2.0002367,-1.8815101,-5.0716977,-4.331593
399,-2.0297413,-2.1312246,-2.8464406,-1.2961549,-2.129524,-4.6598783,2.53286
400,-2.213397,-4.7628784,-5.4736414,-5.9523644,-2.4997916,2.983367,-5.531493
401,-2.6320243,-2.370174,-1.4742676,-2.0839276,2.5467358,-4.0234203,-3.799721
402,-3.2064996,2.0434551,-1.8257731,-1.4783158,-2.5434818,-3.5645158,-2.7210805
403,2.8312654,-3.033771,-3.9882739,-1.4092205,-5.5571637,-4.7566485,-4.7337747
404,-0.8040482,-0.5169338,-1.2127354,-1.6496303,-4.0948544,-4.5096874,2.7887366
405,2.7111573,-1.1322323,-1.9803731,-5.513913,-5.4125175,-4.0103974,-4.569006
406,-4.9654636,2.198406,-1.4036763,-1.7560121,-1.4635174,-4.9509125,-1.2624071
407,-0.60310775,1.7128127,-4.969004,-3.0339203,-3.403427,-2.2939088,-5.2700996
408,-4.743106,-5.6645193,-4.511782,-5.895451,-3.6073484,2.4098423,-4.1286626
409,-3.4777296,-1.1545889,-6.450791,-6.057099,-4.926411,3.1133149,-1.4266162
410,-3.173782,-3.0031614,-5.1624484,-0.8053588,-1.6785115,3.0177732,-4.4193363
411,-4.168222,-2.242078,-3.710814,-5.000176,-3.3109324,2.6926537,-4.1497245
412,2.7210627,-1.70679,-3.3948097,-3.962749,-4.9925494,-4.9496355,-5.0004196
413,-4.0666323,2.1373808,-5.139982,-1.9506989,-2.1410904,-4.3159184,-3.927698
414,-5.2144933,-0.60936326,2.4912941,-4.746915,-4.1683836,-3.8317368,-3.3043947
415,-1.6429801,2.3016183,-1.7012773,-1.1840887,-5.5033765,-4.682195,-3.2422931
416,-0.6127433,-2.6672883,-4.820044,-1.718144,-1.3567948,2.7499702,-5.0747137
417,-4.3931713,2.269204,-3.2017086,-2.5201082,-3.0713186,-4.7020545,-2.9164135
418,-4.784735,-5.3612833,-5.518169,-2.3091698,-1.4695952,-4.2240486,2.8476884
419,-2.5326033,-4.316408,2.5305035,-1.0475138,-2.6991637,-5.056805,-4.1924553
420,-4.0237017,-1.4588209,2.162289,-0.22248569,-5.470148,-5.605892,-2.7961504
421,-3.314862,1.7556603,-3.9461808,-4.505583,-4.1744533,-4.578295,-5.129699
422,-3.1149476,-1.720828,-3.1837642,-0.9686091,2.538314,-4.775396,-5.17337
423,-1.7027657,-1.2416131,-1.4984676,2.336524,-5.1364293,-4.6978335,-3.430381
424,2.4440424,-1.9049942,-3.2639885,-2.0761714,-1.250593,-5.180625,-4.428857
425,-4.7460637,1.8769186,-4.529965,-0.26302856,-3.7549934,-4.435372,-3.3687186
426,-2.8852322,-4.215542,2.3957295,-3.2174985,-5.116874,-3.8377328,-4.512374
427,-0.62166035,-1.1292286,-2.9984536,-2.5327353,-1.603935,-3.451595,2.6613288
428,-1.403758,-3.7210352,-5.679215,-5.528656,2.6153216,-5.238015,-4.458788
429,-3.0267577,2.3667402,-1.2191399,-0.66028297,-3.3751934,-4.6486225,-3.9819782
430,-3.114057,-1.5589782,-4.0191574,-5.5908856,-4.474276,2.8871632,-4.273723
431,-4.7233443,1.9660528,-2.4083037,-2.2834978,-2.7968004,-4.111125,-3.294159
432,-3.7849135,-4.691023,-3.269012,-1.8539515,2.1396213,-5.418486,-4.684856
433,-1.85789,-0.15779996,-5.77107,2.4671202,-3.4585433,-4.416908,-4.0626473
434,-3.9581542,-1.5606602,-5.509813,-3.1542428,2.6066844,-5.107511,-4.3479056
435,-3.291582,-4.9181256,2.3742795,-1.3413372,-1.1229608,-4.761841,-3.4766376
436,-0.9790833,-0.60730046,-0.960088,-1.5136127,-5.8149734,-5.5114717,2.7983546
437,-2.6155562,-5.686141,-4.875039,2.3869622,-4.874085,-4.8397317,-3.4581995
438,-5.3418717,-5.8125496,-4.5345764,1.8536563,-3.481676,-4.459332,-1.9363345
439,-0.8388419,-2.3426628,2.4429235,-2.3053594,-2.3487332,-3.1559606,-3.9268162
440,-2.6207652,1.8389256,-2.4732466,-0.9253822,-2.8493888,-2.7689679,-4.006896
441,-4.579832,-0.5699259,-2.7874153,-3.9023635,2.6975029,-4.5271473,-2.909807
442,-3.160733,-1.9697567,-3.1233306,-4.301078,-4.720873,2.7455325,-3.4155114
443,2.5467806,-1.0130626,-0.7107981,-1.2512264,-2.9408503,-4.987566,-3.8300328
444,-4.3770394,-0.9810711,2.4716632,-0.98597,-5.3898735,-4.9661784,-2.6750994
445,-3.2741115,-2.2255244,-2.2135582,-1.2148566,2.2029421,-3.8326144,-3.6834397
446,-1.7782749,-2.7772849,2.5935423,-4.639212,-0.9791153,-4.555858,-4.133277
447,-0.049161077,-5.192401,-1.5116313,-0.5820789,-2.353477,-4.9478655,2.5600579
448,-1.8569791,-2.1856713,-5.537768,2.1524827,-2.4412575,-4.3488154,-4.453716
449,-2.8274806,2.1059382,-5.8039026,-0.73842573,-2.1652849,-3.538291,-4.1899676
450,-2.5125241,2.1546054,-4.5484643,-0.947456,-0.51803887,-3.5658994,-3.8996003
451,-2.6901696,2.121591,-5.9189477,-1.3993318,-0.38553846,-4.0777264,-2.1646006
452,-1.699075,-4.909439,-1.8399941,-1.1577774,2.6386774,-5.0639167,-5.4184813
453,-3.3718004,-1.204008,-0.58541495,2.3771944,-4.9777317,-3.8330255,-2.5708203
454,-2.3605947,-2.4459872,-4.3221807,-3.1960268,-5.8892746,-5.179912,2.505194
455,-4.969698,-1.6710263,-1.8101596,-1.3912013,-4.067173,-5.3531175,2.686501
456,-2.8949761,-1.0158161,-1.9320322,-1.9493439,-5.0335207,2.6272998,-4.5232544
457,-2.6488752,-0.7651696,2.5295491,-1.3066375,-3.6201754,-4.5110974,-3.5363355
458,-4.6045012,-4.238847,-1.2082126,2.2989032,-2.999337,-4.0424957,-4.3354344
459,-0.6291297,-4.457835,-2.203686,-2.6624553,2.6078973,-4.4134846,-4.70089
460,-2.479024,-2.1681626,2.5871046,-3.714715,-4.965903,-4.229272,-5.6607003
461,-2.6104221,-1.5018601,-3.8104048,-1.8992844,-4.79449,-5.05836,2.733934
462,-0.9799328,-2.2998145,2.533922,-3.4338639,-2.2496786,-4.459114,-4.125065
463,-4.015915,-1.7361257,-5.5237684,-1.8144436,-3.8452833,2.9148257,-4.5208917
464,-5.5049386,2.2058296,-2.220933,-3.2316403,-0.8689692,-4.0333796,-4.1387777
465,-4.4974003,-2.7211905,-5.30807,-5.4930043,-3.6725,2.5192218,-5.365165
466,-3.2836926,2.3973508,-0.5925928,-2.0054932,-2.1283274,-4.5158606,-4.366761
467,-3.0317621,-3.8183122,-2.3327487,-5.1632476,-5.461715,-3.856222,2.6441436
468,-4.582039,-1.9658967,-2.1273994,2.5300333,-6.126097,-4.784907,-3.0764132
469,2.6631134,-6.364187,-5.2195745,-2.1315975,-5.417367,-5.261553,-3.5699418
470,-5.7648816,-3.0392249,2.4468381,-2.051137,-4.6627746,-4.362344,-3.5146968
471,-4.6943154,2.2888162,-1.7542726,-2.1220596,-2.3746328,-4.0401754,-4.22331
472,-2.0653262,1.8389411,-4.555814,-5.789974,-3.8065872,-3.5207171,-4.0321636
473,-2.0844297,-6.071757,-5.111006,-1.190772,-0.7405325,-4.076352,2.7004914
474,-3.3051572,-4.323652,-2.5693555,2.3334398,-1.596138,-4.63635,-4.007168
475,-2.4500434,-1.7090014,2.4195487,-3.8977425,-3.8114817,-5.0368648,-2.661103
476,-4.2265773,-5.011131,-4.720496,-0.8355825,-2.3482475,-4.024436,2.7265515
477,-2.3100247,-1.9645107,-0.6141806,-1.2425663,2.6910226,-4.279476,-5.0555177
478,-3.736073,-1.6512803,-1.8599125,-0.5084426,-4.5118504,-4.9807615,2.7650683
479,-1.8206825,2.2169223,-2.2978358,-0.9743618,-4.6950264,-4.513295,-3.783174
480,2.6080525,-4.098267,-5.3619666,-1.0981872,-1.8392923,-2.4236948,-5.073274
481,2.5853577,-4.5670824,-1.4180727,-5.315773,-5.3040423,-4.018175,-4.1961746
482,2.5575404,-1.6706675,-4.1914015,-3.8890269,-0.4355976,-4.0882034,-5.0686574
483,-3.5957649,-0.7539258,2.4386287,-1.1999164,-4.6857233,-4.4873834,-4.4378915
484,-1.0799965,2.2651234,-0.904176,-1.704666,-3.5150054,-4.9737325,-2.8992693
485,2.798245,-3.8153267,-3.6107461,-5.009019,-0.6836625,-4.0597315,-4.637164
486,-1.9011785,-0.957238,-1.2393229,-4.381291,2.5560381,-1.1818988,-4.7439904
487,-5.287336,-5.027197,-4.9895773,-5.7700725,-1.3412108,2.6636634,-3.180952
488,-5.5261526,-5.9409966,-5.1764855,-4.7436233,-4.969413,3.0557656,-2.572314
489,-0.7837027,-3.5538273,2.3454242,-1.7899313,-4.5866995,-5.096886,-4.124632
490,-0.9177776,-2.181317,-5.8136907,-2.3226054,2.2213824,-4.348656,-4.1441326
491,-2.9183571,-1.4144115,2.4302335,-1.2743895,-1.5505846,-3.5447922,-4.656528
492,-4.409669,2.1366725,-1.4563701,-4.462702,-1.8065023,-4.385188,-3.1971023
493,-2.747223,-0.8013209,2.6944277,-1.5456105,-3.422428,-3.836496,-5.2722006
494,-1.3147218,2.0277581,-3.6163335,-0.8617116,-2.0750217,-4.798396,-4.4543705
495,-3.79009,-1.0138044,-4.5812497,-1.2358135,-5.18395,-5.069788,2.4889257
496,-4.2624235,2.0146816,-1.8980469,-1.6746176,-2.8068392,-5.148733,-2.15528
497,0.20804942,1.8682952,-4.1707354,-4.878085,-2.508133,-3.171884,-4.322918
498,-3.4368215,-3.794897,-4.2717376,-1.4549402,-1.1090121,-4.0446825,2.7921753
499,-2.1637673,-2.137906,2.244822,-5.912636,-1.1753641,-4.2579813,-1.3125987
500,-0.93759465,2.4317489,-1.461545,-4.4928493,-3.6791668,-3.8450918,-4.1310916
501,-2.8858986,-3.538192,-3.9580152,-5.8743815,-2.9843974,3.1624265,-3.0199265
502,-4.90388,2.3112319,-5.386395,-1.8769611,-4.4532623,-4.2327113,-4.273721
503,-2.9272013,-3.0424285,-1.2595272,2.396242,-2.7185402,-4.7141733,-5.2149787
504,2.7844293,-3.2986686,-4.127742,-5.154094,-5.1215262,-4.203671,-4.0102158
505,-1.872308,-4.870636,2.5735726,-5.153657,-5.741759,-5.1442227,-5.446401
506,2.8242168,-1.7396321,-4.7150226,-1.0759003,-5.3023334,-4.1665163,-5.1516466
507,-0.75195575,2.26047,-3.8046682,-0.70323145,-4.649821,-4.468832,-3.7617288
508,-1.3624085,-1.0498035,-4.0080156,-4.983345,-5.205005,-4.2845216,2.468527
509,-4.0633235,-5.9880996,-1.1493751,-2.4486394,-3.922863,-5.3920693,2.6192105
510,-0.39673078,-0.42255706,-1.5664765,-0.061531544,2.6309545,-4.053081,-4.781195
511,-1.880911,-0.2655857,-4.317742,2.3303537,-5.200556,-5.295435,-4.5763774
512,-2.3605814,-0.43587518,-4.119547,2.4154413,-4.465334,-3.3940115,-5.129262
513,-3.650127,-1.7201627,-4.2066107,-2.1815467,-5.441814,3.2084444,-5.158686
514,-3.981305,-1.647446,-4.697936,-4.969479,-0.66562414,2.6749094,-2.772853
515,-0.8015203,-3.8911278,-6.189677,-4.522284,-4.0189567,-4.277743,2.5069492
516,2.652185,-1.5293555,-4.685392,-0.07221657,-3.1115782,-5.001592,-3.8255036
517,-0.30378824,-1.745765,-4.638191,-2.3841121,-4.1023436,-4.1701818,2.9004436
518,-2.7960975,-1.114043,-5.1996436,-0.29124475,2.425249,-3.8679552,-4.7804594
519,-3.358213,-1.5158907,-2.858168,-4.548596,2.1819863,-4.758793,-3.6183474
520,-3.5229154,-1.2677815,-1.2257617,-0.5564144,2.6283264,-3.422489,-4.6781836
521,2.5197947,-2.2478936,-1.4995612,-0.7431516,-0.38903806,-3.9465265,-4.901807
522,-1.1043551,-1.5740616,-3.531475,-2.4251306,2.4113762,-3.7562177,-4.967864
523,-5.1983514,2.3669038,-2.6468883,-3.4239368,-3.1777139,-3.848441,-3.2967148
524,-3.7586312,-1.3962566,-5.275059,2.3947606,-2.2125432,-4.1935005,-5.024234
525,-4.482482,-1.1948297,-5.0485024,-5.15034,-4.5131235,2.723064,-4.4229712
526,-0.7120661,-5.13848,2.256218,-3.8890154,-4.229602,-4.4026175,-4.707574
527,-3.9418347,-1.1158869,-5.8784604,-1.4261177,2.610407,-4.7431397,-3.765226
528,-4.0988836,-0.34230962,-1.6403775,2.4595916,-4.177718,-3.5030131,-2.7911925
529,-2.3739586,2.0393434,-0.46574128,-3.3616006,-2.929636,-3.9752188,-2.129107
530,-0.753381,-4.7792,-4.0741005,-5.5792108,2.5723462,-4.5719976,-4.8486986
531,-2.4309342,-2.4138808,-6.217624,-4.3519387,-2.606904,-4.9101686,2.688267
532,2.763585,-0.11474782,-0.78315467,-3.4850044,-0.9374841,-4.3034,-3.7486978
533,-4.99554,-1.5807666,-4.4190817,-4.74801,-4.2997313,-4.455559,2.7335382
534,-4.055045,-1.289093,-1.6099154,2.1484795,-2.3725023,-5.12162,-3.180845
535,-4.1164474,-3.1492505,-4.7247186,-2.198927,-5.1939077,-3.7749329,2.5874777
536,-0.6264298,-1.5489897,-1.9564332,2.2409513,-1.1673756,-1.7626455,-4.026694
537,-3.5232801,-5.102112,-1.8588891,-2.202176,-3.4267402,-4.3180833,2.6459882
538,-5.5054026,2.18028,-5.3759074,-3.4611888,-1.5732899,-4.405286,-3.4419324
539,-3.1123335,-2.25829,-5.6098123,1.8601809,-1.2482314,-3.948421,-3.3560047
540,-1.7244749,-2.7944124,-4.6396866,-2.1641037,2.3962252,-3.6163692,-3.9257789
541,-2.8224914,2.3050516,-2.3949199,-0.5925011,-1.0305047,-4.870578,-2.2704954
542,-2.8200672,-2.5074167,-5.0382094,-4.344387,-0.55149585,-4.5692177,2.8345356
543,-2.0814805,-2.1882546,-1.7974777,-5.7947965,-0.66579926,-2.3413591,2.5092654
544,-2.8954928,1.9433858,-5.8027964,-5.580792,-1.9502118,-3.8534527,-4.786506
545,-1.2666059,-0.28847814,-6.5267634,-3.412051,-0.8460978,-0.5171514,2.3884952
546,-4.8219857,-3.7561944,2.3407352,-1.1424507,-3.5012717,-5.0194936,-4.197959
547,-5.3528504,-1.1823924,-1.7467294,-2.3225641,-3.162506,-4.804889,2.6991074
548,-1.4156237,-2.6951742,-5.274812,-3.8235035,2.317648,-3.8165846,-2.8447924
549,-4.52971,-2.7623084,2.4584947,-2.6178691,-2.7275174,-4.5750217,-4.5146494
550,-3.2258205,-4.405319,-5.6982627,-4.3787584,-3.3159616,2.9556239,-2.019476
551,-5.6341248,1.8860288,-2.2611938,-4.657748,-3.373698,-5.018006,-3.9299603
552,-3.9516563,-1.372337,2.41095,-4.357768,-4.158501,-1.2166138,-3.31329
553,-4.1872272,-0.8919506,-2.6979158,-3.7115142,-4.4056606,-4.2235613,2.746269
554,-4.5976353,-2.7099872,-5.011366,-2.2458558,-5.3935533,2.780421,-2.9144628
555,-4.8676157,-3.817333,2.578249,-2.5267694,-0.5361002,-3.844695,-5.4174232
556,-0.71625006,-0.7406723,-5.0117874,-5.502461,-2.286734,-4.1716805,2.7405972
557,-4.568248,-1.248755,-2.4404378,-1.5973072,-1.4375418,-4.505846,2.6217039
558,-4.7292104,-1.1366465,-1.2002752,2.1673963,-4.4860153,-4.140004,-3.3168662
559,-3.2650607,-2.5017905,-3.293072,2.3138864,-1.2564149,-2.9180384,-4.8253136
560,-1.5563219,-2.6822174,-0.7626506,2.3389528,-4.2259445,-5.1334743,-3.938327
561,-4.826228,-1.4904821,-3.5986712,-5.8295984,-5.254133,2.7282662,-4.1528835
562,-2.366623,-2.2262475,-3.8723388,-3.2931876,-6.0677824,2.5881214,-5.1615
563,-1.6632301,-0.43372294,-6.1716237,-3.8252063,2.3569715,-3.5626094,-4.459016
564,-5.2929206,-1.6063327,-1.775648,2.1476448,-0.51328635,-4.2421627,-3.0886722
565,-1.6572027,-3.0783453,-5.481771,-3.2191014,-4.5362,3.0253646,-4.905548
566,-2.3128536,-1.1716788,-5.0776634,-4.905848,-3.6496747,-4.8441043,2.5525157
567,2.7049227,-0.9333751,-5.6354675,-2.7767644,-2.4357314,-3.6931736,-3.0378308
568,2.5652432,-1.2122371,-4.4581947,-0.98884714,-5.3247104,-5.2647715,-2.9785793
569,-4.9453,-2.1007216,-3.0836215,-4.8931236,2.4679267,-3.9894187,-4.1832943
570,-1.4026282,-0.89286965,-4.1285524,-3.1446433,-3.0126536,-4.0337687,2.8715858
571,-1.4839696,-2.0076227,-2.260099,2.428119,-4.9735374,-4.4726315,-2.5631096
572,-5.418623,-4.2033024,-5.294023,-3.2715733,-2.5763366,3.0254917,-4.116373
573,-4.3309755,-0.4313658,-4.463723,-2.3118582,-4.8816094,-4.62353,2.797697
574,-5.158894,-3.0909564,-2.0955272,-2.4748602,-3.6678703,-3.6219356,2.7765489
