,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,Transcriptomics private topic 6,Transcriptomics private topic 9
440,-1.2187226,-2.4635732,-3.8746386,-5.3124523,-3.864639,-4.7172036,-4.2417326,2.2890987,0.38728476
441,-2.4593883,-2.4565866,-3.5546367,-1.3898304,-5.20176,2.6408672,-0.73659503,-4.089061,-0.5669616
442,-4.8906317,-4.906235,-2.2211163,-6.164598,-2.590592,-4.7205143,2.3746405,-3.62627,-0.56333566
443,-0.8886817,-3.7435567,-0.13014454,-1.4845304,-2.9770942,2.4877374,-4.507557,-4.8442426,-0.77648306
444,-3.8444405,-5.0843396,-1.96846,-4.6377387,2.577455,-2.9231164,-3.237044,-3.3799765,-0.64776117
445,-3.8582308,-5.046539,-0.42868024,-1.7617273,-1.5813537,2.4514713,-1.0426463,-2.8837528,-0.23299733
446,-0.9015795,-2.1241674,-5.9842434,-5.38153,2.511573,-2.8044314,-4.7018757,-4.3640995,-3.9414468
447,-5.665452,-2.5877025,-5.671587,2.3691752,-0.83922887,-4.214285,-0.7431954,-3.627174,-0.6028786
448,-4.1549463,-1.9291797,-2.0265021,-3.986033,-1.676256,-2.5430884,2.5621736,-4.7093015,-2.410584
449,-0.769596,-3.3123004,-4.850651,-4.390326,-4.9752717,-4.975324,-5.0098534,2.2018173,-0.11359483
450,-0.6876222,-4.4861984,-1.7140735,-5.0521045,-1.9124857,-5.850287,-5.285583,1.7245584,0.6054348
451,-4.3681355,-3.7989945,-1.6182914,-1.9213287,-4.4910803,-3.3593745,-4.327939,2.3939512,0.84968865
452,2.3383415,-5.639593,-4.215497,-0.92727125,-5.622334,-5.8872523,-3.4212713,-4.776878,-4.9546547
453,-1.6320659,-5.314716,-4.618466,-2.4591432,-3.4350963,-1.7092403,2.5881402,-3.0449376,-0.8953122
454,-2.5029757,-0.82436943,-2.8465176,2.7318096,-4.35775,-1.8904145,-2.713145,-4.865269,-1.7330726
455,-1.0195767,-2.523052,0.0911113,2.633072,-4.2971344,-2.9029992,-0.16071224,-3.4804165,-0.9201901
456,-0.08890545,-3.3007565,-4.915665,-4.020195,-5.7029552,-3.8072658,2.7428823,-4.1502643,-0.6797489
457,-2.9779425,2.7673738,-5.1724973,-5.4801173,-4.3408737,-5.564005,-0.9878936,-3.4856787,-0.87709564
458,-1.9451158,-1.6694045,2.5175695,-0.59675586,-5.197038,-5.232344,-3.3831286,-4.934517,-2.5856333
459,-5.4889774,-3.2347329,-1.1080372,-4.3608055,-4.0001345,2.3943198,-0.6468575,-5.1397953,-1.9445509
460,-5.2535157,-2.4416623,-1.6135931,-4.000348,2.6697834,-2.9647996,-5.675174,-4.015339,-1.0666792
461,-0.846809,-5.657127,-3.1336784,2.3220477,-1.6858965,-1.572663,-2.850983,-4.0377665,-0.5556901
462,-2.0171077,-2.0517726,-1.1897942,-5.95133,2.8156123,-0.13368064,-1.1085162,-2.577499,-0.32115212
463,2.679597,-3.441198,-0.09559202,-5.3547153,-4.2597394,-4.809184,-0.0037492514,-3.6498063,-0.70357263
464,-5.598524,-3.1360157,-2.1521041,-5.034004,-4.539051,-5.599927,-1.4917076,1.9411027,-0.022562027
465,2.5802338,-3.102062,-4.429841,-4.4289227,-3.811023,-4.3182473,-0.21234411,-3.948862,-0.73502433
466,-1.6982858,-5.15102,-2.1236744,-6.123128,-4.9633336,-3.1791487,-3.9636967,2.5399785,0.10856521
467,-4.459544,-3.20922,-3.3029857,2.3375924,-4.469551,-1.2990494,-1.6544093,-4.445054,-0.94767475
468,-3.0284185,-1.9259108,-1.7718532,-0.5239841,-4.356676,-1.0042086,2.4507945,-3.6500509,-0.5790143
469,-4.181478,2.7670033,-1.2490196,-4.3985624,-3.5621362,-0.7057956,-0.355,-3.9929285,-1.0540745
470,-0.7462728,2.691969,-1.4444871,-4.981138,-1.0060663,-3.8374195,-1.8030972,-2.5934377,-0.7265711
471,-5.028223,-2.0329523,-1.2371173,2.3371418,-4.522583,-2.0762444,-1.3031299,-4.3118415,-1.2494681
472,-5.1449943,-1.663938,-4.188552,-5.0100603,-2.6306553,-1.7705839,-6.2076144,2.171281,0.27274847
473,-5.318357,-1.6537502,2.5046303,-3.3903503,-5.4445524,-1.117767,-5.077489,-2.6375625,-0.40298185
474,-4.2404637,-3.8693056,2.6101222,-5.1362257,-3.0370374,-3.1718218,-5.19431,-3.058102,-0.6612507
475,-1.4548018,-3.4987135,-3.6907628,-5.275554,2.371746,-4.6397076,-2.7694674,-4.1158466,-1.3402967
476,-3.959904,-4.20992,-0.98820174,2.689596,-5.439777,-4.769054,-1.0074048,-4.258029,-1.1976483
477,2.588155,-4.926554,-2.621281,-5.273289,-4.711545,-3.939671,-4.820194,-2.1085277,-0.34169018
478,-4.4996414,-3.5302014,-2.2761862,2.4364572,-4.4767194,-4.345378,-4.2714224,-4.368245,-0.6173325
479,-3.021339,-1.0985262,-1.3057685,-4.2261634,-4.4628925,-2.4026895,-4.9754024,2.3641517,0.3108201
480,-1.2648568,2.2545388,-3.8152385,-1.6977894,-5.6178603,-3.5803406,-1.4978151,-1.6353552,-0.35839742
481,-4.81913,-1.77555,-1.0944525,-1.8445493,-3.7549925,2.3071382,-1.1966887,-4.6140604,-2.258912
482,-5.010743,2.294416,-1.3197867,-3.313368,-1.7676739,-4.306638,-2.6484559,-3.776857,-0.8075603
483,-4.9459796,-4.054957,-1.0263629,-5.2116404,2.5497606,-2.821834,-1.8830577,-2.9395056,-0.5723475
484,-4.2524996,-1.2608789,-0.8578803,-3.5980446,-5.200577,-4.7015934,-2.2731833,2.3972616,-0.41516867
485,-4.582465,2.6198757,-0.39627004,-5.323869,-2.6939213,-4.414986,-5.723878,-4.4204564,-1.0381056
486,2.5332463,-2.353413,-2.3991828,-0.91821444,-5.0344267,-2.3550992,-3.8117082,-3.4347665,-0.5190598
487,-5.541079,-1.0551875,-4.4771404,-5.352839,-3.643837,-1.2653053,2.4693687,-3.0859776,-1.1895639
488,2.3578706,-2.5830805,-0.8775548,-3.7479687,-5.084357,-0.5214842,-1.2430084,-4.7431345,-1.5209799
489,-2.0284595,-2.5852115,-0.56633085,-5.2848907,2.4408352,-4.8246293,-3.9906824,-3.410405,-0.600239
490,-2.0630171,-5.059837,-2.0141387,-4.2233844,-2.8520033,2.6273966,-2.4952254,-3.2872741,-0.32845697
491,-4.1417685,-6.097701,-1.9564707,-5.108726,2.4792364,-1.5936762,-1.0487728,-4.50952,-0.8946656
492,-5.0923476,-5.771226,-4.100953,-4.8285213,-4.387251,-5.517829,-1.866855,2.7698333,-0.0921005
493,-4.6848726,2.588298,-1.974983,-1.6080292,-1.0839326,-1.9933945,-0.7540216,-4.096755,-0.7064906
494,-4.6298556,-5.6004744,-3.8200603,-5.4867043,-3.1980293,-5.607757,-0.76006967,2.6439757,0.047442853
495,-1.2003312,-3.681361,-6.050261,2.4684596,-5.338333,-2.7809453,-2.6213207,-3.9671469,-1.0946902
496,-1.9806982,-1.0202515,-5.0671506,-4.175673,-5.0094533,-4.1061625,-0.82146025,2.4879715,0.15756947
497,-3.6789699,-2.2920713,-4.8600516,-3.9988532,-5.7740164,-4.9818635,-2.196554,2.5167966,-0.38145307
498,-3.4195821,-3.1839635,2.5096266,-5.1340876,-3.4049568,-1.7452773,-2.1785665,-1.7624588,-0.302865
499,-3.9304826,2.7517614,-1.0964462,-2.8216996,-5.198155,-5.37234,-1.4915885,-4.0823717,-1.0845339
500,-2.750417,-0.9003928,-2.4261441,-3.1265755,-5.2037635,-2.1809256,-0.5240468,2.4827435,-0.3685999
501,-4.4390707,-5.576417,-2.5880175,-3.7992115,-4.4994936,-4.0364676,2.7941504,-4.362174,-2.2745779
502,-4.4311447,-4.6954546,-3.1438909,-2.5292583,-4.2490425,-4.884072,-0.35691008,2.36862,0.12565452
503,-2.989026,-0.73937994,2.5235412,-4.098796,-5.545887,-0.5810796,-1.6647366,-4.8107634,-3.9527967
504,-4.1076965,2.2592397,-2.7209492,-3.8510306,-5.127997,-3.225789,-1.6711622,-4.90663,-5.0895376
505,-4.547823,-1.1117685,-4.346551,-3.1583729,2.8172376,-1.5715609,-0.29281282,-3.280823,-0.6354931
506,-3.6881886,2.3916628,-3.6964593,-3.7037976,-3.901145,-1.4727877,-0.8204793,-3.9478319,-0.6595038
507,-2.7309449,-5.4469633,-3.2001376,-4.5522337,-3.8783922,-1.3533682,0.0726496,2.412889,-0.16681752
508,-3.8020742,-2.0388951,2.3858478,-4.417356,-3.743526,-2.2663488,-5.1781917,-1.3578924,-0.36452663
509,-0.92125857,-3.6130574,2.3312078,-2.879136,-3.77491,-5.7836127,-0.45234478,-3.0562224,-0.23648256
510,2.747892,-3.2918768,-2.049172,-5.5803103,-2.3638544,-0.8906552,-1.891225,-4.2969804,-0.69203925
511,-0.9458771,-4.272561,2.5878649,-5.247235,-4.12302,-1.9193795,-0.67700875,-2.7652793,-0.6275484
512,-5.202491,-2.486596,2.3394096,-5.155841,-5.472675,-1.9284564,-1.758398,-4.2748547,-0.7832929
513,2.4790645,-5.2059617,0.13930511,-5.4480643,-4.2432537,-1.9545215,-1.0503166,-3.6916177,-0.45451754
514,2.5822985,-4.087967,-0.58130807,-3.6968408,-5.2940493,-3.6308477,-1.2444984,-3.9443288,-0.6724935
515,-3.780993,-4.0926695,-5.671502,2.5996423,-5.7936935,-0.8133122,-1.7924085,-3.2677898,-0.59333843
516,-3.5060163,2.325733,-2.380866,-4.5259614,-5.3943396,-4.060457,-4.9077573,-4.0663567,-0.6257006
517,-5.8133473,-1.6173009,-0.48348853,2.1505518,-5.1334414,-4.1334,-3.3660717,-3.7788115,-2.4337478
518,2.3483062,-1.892431,-4.2853246,-5.638328,-1.885839,-4.978235,-3.8416362,-3.1979797,-0.4838571
519,-0.47222328,-0.7110395,-5.7152615,-5.04258,-5.1551895,2.758751,-4.575162,-3.118389,-0.37376362
520,-3.1703327,-2.1418014,-4.9627147,-0.8733545,-1.7704755,2.5389137,-1.870537,-3.8666036,-1.9463853
521,-1.0793558,2.512322,-1.6197807,-5.4192686,-3.0729055,-1.181264,-4.56897,-3.8327167,-0.6194649
522,2.4895983,-5.4379263,-1.7615533,-4.736009,-3.7880433,-0.97417986,-2.8627913,-4.070265,-0.65002006
523,-1.9198465,-4.163414,-3.346824,-1.8735559,-5.420478,-4.6861477,-2.9511642,2.3260431,0.025826752
524,-0.83538014,-4.5460253,0.0832023,-5.6294465,-3.8250003,-1.1613172,2.3671694,-3.7004664,-1.3816953
525,2.4628417,-4.633475,-1.0972588,-4.418128,-4.08971,-5.21806,-1.2352667,-1.8733524,-0.28127947
526,-3.1795495,-4.136731,-1.0070465,-6.265388,2.7641006,-1.3905573,-1.9496272,-4.23785,-3.0375118
527,2.4908879,-0.81346786,-0.5044401,-2.991601,-3.0082812,-5.139161,-0.5037363,-4.4419956,-1.7509226
528,-5.2003636,-3.406277,2.721084,-5.016164,-6.0874486,-1.4428035,-0.72972214,-3.4436915,-0.77407914
529,-2.152732,-2.5465226,-5.462971,-2.579714,-5.2032948,-3.8732624,-2.1540284,1.9759331,0.5335954
530,2.4066749,-1.5095725,-3.8802598,-4.2794657,-5.0842023,-4.20197,-0.8937605,-3.5645158,-0.7837014
531,-4.407382,-4.85758,2.4450104,-2.7646859,-1.8619461,-5.0272346,-3.4876387,-2.8503695,-0.3514095
532,-5.0792046,2.4533875,-0.9001849,-3.5381308,-2.1595755,-1.0965518,-1.1982888,-4.632473,-0.8096801
533,-3.3946216,-2.0539718,2.7910097,-2.268679,-3.5916748,-4.5092134,-0.27434376,-4.5033474,-0.987121
534,-2.7207847,-1.2630999,2.3785982,-5.2799945,-0.81873995,-1.4464147,-0.41778117,-3.852142,-0.8915888
535,-3.9889903,-3.2631302,-5.292324,2.6416054,-4.863841,-5.247793,-4.0774746,-2.3742375,-0.5307305
536,-3.3418171,-4.2388,2.3807025,-5.4514747,-1.4762082,-0.8200613,-2.7447784,-4.5352345,-2.3340564
537,-1.5855222,-4.6130033,-3.344328,2.261466,-4.7308264,-5.899193,-0.9787265,-2.8666537,-0.53999496
538,-3.525827,-3.8737588,-3.5265675,2.8344488,-2.8942823,-1.2668823,-1.0271999,-2.5586624,-0.6481378
539,-1.1994553,-5.664022,2.5460765,-2.5043092,-4.9292984,-2.9487715,-4.5051575,-3.4208252,-0.46269757
540,2.562056,-4.6084976,-1.9670632,-5.713937,-4.1848,-5.166056,-1.939041,-3.887518,-0.5938221
541,-2.6773226,-3.740922,-2.472423,-5.652073,-3.7433245,-5.400217,-1.4277972,2.3129025,0.2048639
542,-0.78214884,-5.216971,-2.6030211,2.5909443,-2.3510993,-4.3341784,-3.7338564,-4.6981544,-1.0641901
543,-0.85359156,-1.9933654,-1.765061,2.6169834,-5.600243,-2.0840425,-4.8728857,-5.212824,-4.8087797
544,-4.6664367,-2.6634912,-3.0238366,-6.0391207,-1.9782088,-5.237652,-5.2493186,2.407316,-0.22353947
545,-4.2548504,-4.5233116,-1.0580187,2.522756,-5.0861907,-4.756978,-1.3096396,-1.9766896,-0.45601425
546,-4.4281693,-1.6059921,-0.5512716,-4.9173403,2.575686,-3.325692,-1.865367,-4.537663,-2.3520823
547,-2.8356624,-2.347602,-5.4657545,2.4360745,-0.9373357,-4.498255,-2.179263,-1.5463996,-0.19513166
548,-1.1417751,-5.5822945,-0.76387024,-3.5821288,-4.7707505,2.3315148,-4.2521124,-5.116233,-1.1012361
549,-3.2607002,-4.1955423,-4.494071,-5.2410946,2.2783601,-4.5550084,-3.2690055,-2.493093,-0.40690106
550,-3.5876136,-4.4054565,-0.860995,-2.448977,-3.8560245,-3.6449273,2.6124701,-3.6174636,-0.817006
551,-4.328232,-5.153172,-4.0645046,-4.0175867,-4.552603,-3.6788733,-1.1144612,2.0943918,0.5044396
552,-5.51998,-5.0429716,-3.1778803,-3.0599816,2.4630322,-4.0713043,-5.137658,-3.1246147,-0.55577487
553,-3.3860452,-2.1250844,-2.8577485,2.480665,-4.9293456,-4.1770287,-1.3784151,-4.7963586,-1.0810483
554,-4.0458193,-4.3032713,-1.1918564,-3.619892,-1.012281,-4.935341,2.5686636,-3.6582396,-1.0556674
555,-1.9507793,-3.8321722,-0.83497065,-5.4323854,2.786417,-4.6739187,-4.3942146,-2.983328,-0.48215407
556,-0.7515837,-1.1727891,2.4607434,-2.0863338,-3.757064,-5.592345,-3.0564902,-1.465214,-0.42209095
557,-4.3767815,-1.7435149,2.7223864,-5.606785,-3.6059651,-3.4566355,-4.9636703,-4.564398,-2.797418
558,-2.9956799,-1.5988336,2.5275836,-1.571604,-5.357172,-0.35975558,-4.8388834,-4.232648,-0.8232038
559,-0.4108774,-5.3262353,2.6103287,-6.2241483,-4.290986,-1.4939575,-1.0375475,-1.8007199,-0.6991602
560,-3.2368844,-6.1426954,2.7784023,-5.5529966,-4.308235,-0.70075774,-4.6358166,-4.951392,-0.98691136
561,2.3130188,-5.1874003,-3.9200397,-5.05721,-4.145546,-0.4950089,-2.4737096,-3.918932,-0.7293327
562,2.6022751,-4.4679,-2.0985765,-0.7089013,-5.753992,-4.349266,-3.0723584,-3.276593,-0.5603811
563,-3.947928,-5.1129894,0.11467713,-4.7470126,-4.1926007,2.5481088,-0.90676737,-4.7831016,-1.2357953
564,-0.69544476,-3.8725538,2.4621859,-4.079032,-2.7381139,-0.22863528,-1.3460414,-3.5515752,-0.59941536
565,-4.6347384,-4.278052,-2.83469,-1.9108658,-5.8009667,-3.2182052,2.26849,-3.9301083,-2.0247524
566,-0.36190525,-1.9505471,2.5860944,-4.930251,-5.3945456,-2.8858309,-5.0967393,-3.300288,-0.7174732
567,-5.66192,2.6385756,-3.317456,-4.763568,-3.851751,-1.7193506,-5.0691314,-4.763373,-1.0628524
568,-3.8717234,2.5946455,-2.5718026,-4.6489434,-3.7244973,-2.0095844,-2.5604792,-3.8322048,-0.7411861
569,2.4517431,-6.1836963,-1.9393202,-5.570818,-2.4516296,-3.420984,-4.9409456,-5.160804,-1.0389353
570,-4.308523,-0.4884227,2.3427193,-4.6051707,-4.5401807,-4.5875454,-3.945215,-4.7045283,-2.1389246
571,-1.1621609,-1.9668832,-1.8747319,-1.9734609,-2.777906,-3.6480253,2.1813796,-3.7704947,-0.8351407
572,-5.67691,-5.6754284,-3.372334,-4.7457247,-5.602259,-2.3609376,2.540083,-4.7530603,-4.386484
573,-4.6338353,-3.5753083,2.613343,-3.6048276,-4.6837435,-4.6899977,-4.161372,-4.2684016,-2.2806075
574,-5.5610547,-2.1593008,-3.5256796,2.4723103,-3.2516937,-1.2665907,-4.498032,-2.3945694,-0.4313232
575,-2.8432226,-0.39226308,-3.4383948,-4.1439886,-5.483607,-1.8493826,2.3835142,-4.3548994,-4.6195183
576,-6.276941,2.7185538,-0.47721463,-2.3935404,-2.9750032,-6.0957146,-0.3879066,-4.0049067,-0.8520107
577,-1.6533294,-4.7647586,-4.850135,-5.3429155,-2.6631033,-4.5401044,-0.7746955,2.4191272,1.1480596
578,-1.3675194,-4.937811,2.4254725,-4.0810843,-4.81026,-4.5243115,-2.2395868,-4.075266,-0.6520388
579,-5.3250017,-5.103106,-3.535574,-2.9160953,-4.8983545,0.16020864,-2.7858253,1.9539273,0.8789767
580,-1.4372871,-4.90025,2.647798,-4.4383774,-5.5763717,-2.2532156,-1.431452,-4.7665615,-0.7317524
581,-1.5698347,-3.5881886,-3.308974,-4.7928,-4.7407303,-2.178403,-4.850402,1.7181168,0.83434963
582,2.3424368,-1.0921923,-1.3079107,-4.5345373,-5.339524,-2.3265858,-2.24818,-3.985059,-1.1168499
583,-3.5628872,-2.5223007,-1.6840357,-3.1959279,-2.4858432,-1.0607387,2.6724334,-4.9671817,-0.7781063
584,-0.6411784,2.4295342,-5.0540996,-4.31495,-5.734155,-2.8379755,-6.522716,-3.9611425,-1.0020896
585,-2.2421923,2.5313513,-3.8146238,-5.2450485,-4.550559,-1.1299279,-3.1293526,-4.670089,-4.54568
586,-4.2684956,-2.8706284,-5.57483,-5.5757008,-1.5051317,2.4703074,-4.5767956,-4.2069206,-0.40830022
587,-0.7484329,-2.7805076,-0.33164912,-4.673545,2.5680556,-5.0593925,-1.2287729,-3.587457,-0.7989918
588,-1.8940767,-0.7053007,-0.76630235,-4.511689,-2.5442917,2.423869,-1.5609382,-4.053444,-2.276266
589,-4.707939,-4.994583,-2.7025628,-5.6533527,-4.0947113,-5.7593765,2.2658715,-4.1082892,-0.73047686
590,-2.728611,-2.5146184,-1.1086876,2.661613,-0.52033275,-5.511359,-4.073331,-5.0233097,-1.0961672
591,-4.178091,-5.0754023,-4.871836,-1.921565,-5.335624,-2.7737477,2.3913252,-5.5007877,-3.0768669
592,-4.950506,-3.244002,-3.1037302,2.2727454,-5.9861255,-2.5098479,-4.7493114,-4.405305,-2.611146
593,-2.8801982,-1.4047759,-0.26122057,-4.706093,2.301848,-5.214203,-2.0748954,-2.7628603,-0.46014068
594,-0.32441163,-4.3931236,-3.553203,2.40305,-3.499131,-1.0747495,-0.459779,-3.010982,-0.6430774
595,-3.9511569,2.3467927,-1.1963916,-4.3502398,-4.8877773,-1.0436296,-2.433937,-4.0757647,-1.780478
596,2.712379,-2.3983216,-1.6027611,-5.3386965,-4.470991,-5.313798,-4.4223204,-4.3750844,-1.6213161
597,-3.5548167,-2.6703906,-1.2357576,-5.550824,-4.185962,-1.5823705,-0.8520361,2.2914677,-0.3302966
598,-3.799213,-2.638351,-4.0937557,-3.652512,-4.7146344,-1.397687,2.3872762,-4.0073996,-0.5269243
599,-2.1248813,-5.7114997,-0.97443235,2.4784324,-6.1245775,-5.477995,-2.6000555,-3.9777071,-0.69229656
600,-0.9830913,-2.5222015,2.2567432,-4.948234,-5.539986,-1.4351661,-4.9038005,-3.3321745,-0.60616726
601,-2.355085,-3.3729374,-1.4265146,-4.8137913,-4.924553,-3.8723805,-1.6751864,2.0969486,0.46164525
602,-1.3451674,-3.3980992,-4.928563,-4.808622,-5.4089828,-4.797438,-1.6414441,2.430846,0.30677938
603,-1.0844419,-5.5128207,-0.5625238,-5.489361,-4.202343,2.6510212,-0.4672248,-4.4897866,-0.8535457
604,-1.6105567,-2.9846296,-5.4908924,2.3162668,-4.1563354,-1.7281852,-3.8997068,-2.7762604,-0.22337559
605,2.6754842,-1.1718092,-0.9292257,-4.6871586,-3.5937068,-1.3431344,-1.3893822,-4.6877756,-0.8341765
606,-1.4610797,-1.5992568,-0.7148694,-2.0345173,-5.8616066,-2.2051432,-4.087473,2.3008928,0.027261138
607,-1.1284353,-1.962958,-2.3766022,-5.551893,-1.3935057,-1.6117871,2.709562,-3.7832084,-0.8356865
608,-0.42806885,-3.6683893,-5.841045,-3.9998016,-3.2174745,-4.148704,2.4225154,-2.9858823,-1.0166216
609,2.6613746,-5.1411095,-1.8681116,-5.547774,-4.603043,-2.2358809,-2.0710049,-3.596591,-0.7358999
610,-3.9018035,-4.3642898,-0.4127627,-2.041813,-5.19007,2.2796817,-3.298626,-4.036542,-0.6218289
611,-0.73045516,-4.7842126,-4.204337,-1.9228107,2.7255168,-5.067004,-0.66469777,-3.8058448,-0.5888991
612,-2.9852576,-0.91743064,2.4040954,-4.6799397,-2.27041,-1.7692591,-1.2073797,-2.6040242,-0.4459941
613,2.6744876,-2.664103,-0.66314495,-3.4907017,-0.9592237,-2.0040128,-3.25322,-3.8247254,-0.7696946
614,-5.2594175,-2.9200668,2.3606756,-5.1607833,-5.3047047,-1.9522258,-3.2552056,-2.2848463,-0.21382105
615,-2.360142,-1.2196025,2.525244,-5.439329,-4.637774,-4.655642,-4.8853025,-4.5589757,-0.7944428
616,-5.439686,-3.421466,-1.1754712,-4.9595647,-5.293041,-5.307375,-3.5846174,2.3950791,-0.43335772
617,-3.0992684,-2.9784472,-1.9375622,-4.297422,-4.997379,2.6295736,-1.6627252,-3.6622741,-1.108319
618,-1.5532919,-3.3729835,-1.7064902,-2.7043488,-5.011264,-3.0585468,2.236194,-2.6729813,-0.4847751
619,-1.5972308,-3.0061116,-5.0756083,-5.0068545,-5.783817,-0.71769315,-0.6004667,2.295028,1.1201202
620,-3.506491,-3.840695,-1.0367708,-3.8289328,2.6579607,-4.4591093,-5.6463428,-4.8861566,-1.0469141
621,-3.294014,-5.9589763,-4.075633,-3.3956685,-6.070847,-3.4408162,-2.8819678,2.0200236,0.78305507
622,-4.5949244,-4.1526055,-0.47941482,-0.19500726,-5.065213,-1.3217366,2.3973298,-2.9802296,-0.5217153
623,-0.92322356,-5.5706944,-0.2046808,-2.0296168,2.8127732,-6.1853294,-1.8335761,-3.1957,-0.60282135
624,2.4377642,-2.7256696,-2.6246054,-5.039984,-4.929362,-4.470566,-3.4364386,-4.4212637,-0.9694673
625,2.861876,-3.8735387,-4.6190834,-2.6324964,-5.654701,-2.1587496,-1.5028725,-2.7355783,-0.34643412
626,-3.6924956,-3.9605236,-2.2436287,-2.5881197,-2.3231788,-2.4435186,2.5424132,-4.406702,-1.4481635
627,-3.3284261,-4.241701,-2.1629746,-5.059212,-5.0583787,-0.78590214,2.706978,-4.488976,-1.5598518
628,2.3638604,-3.7938173,-1.5426037,-5.408752,-5.418487,-5.200889,-1.3793174,-3.8348963,-0.54960567
629,2.388746,-5.683866,-0.684734,-4.0587435,-3.186056,-1.5105932,-5.7876344,-2.9615858,-0.5489012
630,-4.275978,-4.714819,-1.5669774,-5.498081,-1.216249,-2.2505245,2.4825768,-3.81234,-0.73056924
631,-2.272272,-2.7985275,-1.212414,-5.3228526,-5.492428,-4.1204166,-1.5212533,2.474699,0.3176009
632,-4.944614,2.7288966,-1.348047,-3.7586591,-0.74527013,-1.5564401,-0.16138011,-4.5087643,-0.9178023
633,-1.0227429,-0.7058207,-2.0575266,-4.2475853,-4.195663,2.2205682,-4.573014,-4.615403,-2.4731412
634,-2.921085,-3.7228239,2.377483,-4.872875,-5.5974383,-1.7479875,-4.53244,-3.3657947,-0.44669902
635,-2.8878727,-4.2388763,-0.45074093,-3.5325928,-4.7392554,-1.0129832,-4.109355,2.2101395,-0.41810966
636,-1.8362782,-5.6467266,-1.9712076,-5.8962603,2.5670989,-4.77855,-1.7921544,-4.0653486,-4.5766897
637,-3.817622,-3.025667,-2.8462074,-3.5749288,-1.9645954,2.480268,-2.337843,-4.1075306,-0.374606
638,-3.0237582,-3.8604958,-1.9408495,-5.487083,2.6402128,-5.079947,-1.5525374,-4.58285,-5.4003835
639,-4.510559,-2.6916282,-2.2119553,-4.800444,-4.833593,-6.1091456,-5.3559327,2.3072462,0.0145872235
640,-3.6727643,-2.541746,-3.5373323,-3.8640363,2.8739,-3.1736863,-1.030011,-4.5735054,-0.75529474
641,-4.7724233,-2.4505587,-3.4218082,-4.2824926,2.4918885,-3.7247548,-2.5112278,-0.6830187,-0.2495879
642,-2.1281202,-4.575933,-3.8755848,-3.151054,-5.243285,-4.6732593,2.442336,-1.9814823,-0.47745115
643,-2.2565575,-4.787919,-4.6230745,2.456845,-5.9176826,-1.4119027,-3.0348008,-3.8215108,-0.84382904
644,-2.8811088,-4.4871655,2.61315,-0.5143835,-4.1193805,-3.7582226,-5.703704,-2.6864579,-0.3696798
645,-2.1674895,-3.5827255,-1.8800864,2.5894444,-3.9208465,-1.1286054,-0.9287295,-2.8069592,-0.6939228
646,-4.478986,-3.3335645,-0.03566444,-4.383969,-3.643808,-3.528454,-0.42623162,2.0523508,-0.1685223
647,-1.8915509,-4.53994,-2.851222,-2.2851305,-5.5497265,-2.8877912,2.4014623,-4.930664,-1.3439183
648,-2.4151034,-4.481494,-2.287832,-3.708308,-3.3533561,2.347674,-3.7274604,-3.503389,-0.5141279
649,-1.4019,-6.349861,-1.1136467,-5.110635,-6.2980423,2.493941,-1.3706765,-4.0328965,-0.5202453
650,-1.1633062,-2.5536313,-2.9031315,2.6648505,-5.8864107,-0.2661605,-2.296733,-3.3174055,-0.75292933
651,2.3211865,-5.3149433,-0.3672872,-2.6458406,-1.0818479,-4.887272,-4.6999846,-3.8776038,-0.88969046
652,2.0913699,-3.3650155,-4.0187345,-1.4035134,-1.7123181,-5.055535,-3.7570508,-2.3377335,-0.36020017
653,-3.275404,2.5451171,-2.0146244,-6.022443,-2.2143972,-2.0173254,-5.2708263,-1.4565127,-0.34174442
654,2.3644376,-1.8917274,-2.6637168,-3.6493313,-2.770735,-1.7672321,-3.3609164,-3.6279314,-0.58810794
655,-3.4146025,-5.827856,-5.163356,-4.4568977,-3.3512576,2.7150395,-4.139268,-3.783954,-0.49563354
656,-2.8363478,-5.4146237,2.4119809,-5.215677,-4.329221,-5.8075924,-4.6697054,-4.4449444,-3.1875527
657,-3.434298,-4.227107,-2.7309458,-5.3061433,-3.135915,-3.105808,2.5723972,-4.170328,-1.8933511
658,-3.744045,2.6600816,-2.196612,-1.9324826,-5.6075635,-5.1766586,-5.377343,-3.9645267,-0.6637242
659,-1.813975,-5.1635923,-0.33997098,-4.5317106,-5.9064746,-0.2666667,2.573204,-2.3394718,-0.5020432
660,-0.8689611,2.357073,-1.9804132,-2.4927263,-4.135261,-2.1664987,-2.5946543,-3.7063687,-3.5831156
661,2.0169237,-2.8787353,-3.992514,-3.1061745,-5.8263073,-4.56508,-6.11006,-4.3555,-1.0568892
662,-4.7772555,-2.170434,2.6950092,-1.9619411,-4.3402796,-1.6704489,-2.3469305,-3.9366765,-0.609634
663,-0.33896157,-3.1154447,-2.010543,2.541238,-5.1759534,-4.4254565,-4.7109184,-1.6206397,-0.51384777
664,-0.28820616,-3.834323,2.573611,-4.454366,-2.5168414,-5.787868,-1.2009037,-2.7974608,-0.49467963
665,-4.7086015,2.4671698,-2.1972144,-5.773045,-5.4126196,-3.1911612,-1.1425688,-4.307228,-2.4665232
