,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,Transcriptomics private topic 6,Transcriptomics private topic 9
214,2.4039247,-5.0774684,-1.2640767,-4.7360787,-5.691876,-3.4903808,-5.091358,-4.482384,-0.78501177
215,-1.4571731,-1.4183602,-0.7982869,-3.195713,2.522909,-0.9863369,-4.8875566,-4.32127,-1.6092925
216,-3.1244214,-4.422572,2.3789186,-1.9475652,-4.6458354,-4.248364,-1.2595205,-3.8450327,-0.57879066
217,-4.5104566,-5.605504,-0.37101346,2.4037685,-4.6546497,-4.4440656,-0.9940467,-2.8486497,-0.5606992
218,-1.21579,-2.720613,-3.2320137,-2.7234743,-3.8556788,2.4472353,-3.2699149,-4.421342,-0.87307084
219,-5.2439885,-4.7301393,-3.7373915,-5.1355667,-4.835925,-5.307883,-2.3496373,2.5908039,-0.09951317
220,-0.6853221,-3.3808947,-1.7612998,-2.037637,2.2249608,-4.092059,-3.618999,-4.269674,-4.817171
221,-1.5504601,-0.68339574,-1.0156977,-2.7296467,2.7485845,-1.4360042,-4.9098563,-4.358988,-2.0061293
222,-6.299692,2.515822,-1.6142215,-5.971055,-0.8026691,-0.44857353,-3.8866072,-1.8495566,-0.37584883
223,-1.1343857,-1.9505266,2.580528,-3.476405,-5.809394,-3.1392512,-5.7636685,-4.397827,-1.2561502
224,-3.5899942,-5.448776,2.4497151,-3.7016504,-1.9639679,-1.1569114,-2.1914408,-2.9157605,-0.4989177
225,-1.8076105,-5.035037,-1.4998754,2.3013966,-4.844163,-5.5673647,-2.5169034,-3.3741467,-0.47496185
226,-2.8316774,-3.8421772,-4.864621,-2.538282,-4.5050535,2.7572732,-5.2833,-4.4537883,-0.7872777
227,-3.805178,-3.7898934,2.2709217,-5.173274,-5.0076113,-5.23,-3.7230039,-4.559493,-2.5356622
228,-0.97248304,-2.164614,-1.9020544,-4.3889656,-5.645442,-5.0698547,-0.34253508,2.6747408,-0.035718024
229,2.312975,-5.2478633,-2.067368,-4.225605,-6.020232,-2.55532,-4.184207,-4.2828007,-1.5884877
230,-0.55139685,2.4461067,-0.70209455,-5.172155,-5.110029,-0.7917697,-0.53924525,-1.442141,-0.24065545
231,2.6120403,-3.2309406,-3.8994837,-4.423881,-0.58651257,-1.0419416,-0.421697,-2.4146047,-0.64055985
232,-4.867628,-2.3203697,-5.295504,-5.8254886,2.74207,-2.8107886,-5.1225357,-4.6493096,-1.3744802
233,-4.466852,-4.364422,2.773162,-5.6100397,-5.374031,-2.5380006,-4.0697937,-4.1658893,-0.7363877
234,-3.4298773,-3.311684,-3.1066759,-4.0576305,-5.1067224,-3.3651867,2.6158369,-4.6327353,-1.6208229
235,-0.8678946,2.3820415,-0.47896066,-4.925784,-1.0127506,-2.245754,-4.632801,-0.043590724,-0.49775925
236,-1.0295129,-2.4885159,-0.37343878,2.56549,-6.066703,0.019547462,-1.5391586,-3.5087621,-0.5346825
237,-2.8287084,-4.191272,-0.36050037,2.5699854,-6.1618853,-6.169612,-0.7887761,-2.9685054,-0.6751393
238,-0.8197573,-3.9548163,-5.3453937,-1.7957835,-5.269638,-5.189029,2.5283659,-4.1284513,-0.9003471
239,-4.109161,2.5643895,-3.5099401,-0.59020716,-3.6500244,-4.8170466,-4.3998194,-0.85756403,-0.57040924
240,-4.3278856,-4.953217,-4.169697,-3.3797295,-4.045271,2.5029829,-2.2787175,-3.6258056,-0.4448923
241,-4.876048,-2.5178623,-2.5217075,-3.6946416,2.6028621,-3.5555813,-2.4017863,-4.2042446,-1.6061221
242,-3.0299957,2.1628315,-1.0839047,-5.8134904,-5.027383,-0.97603136,-2.3313642,-3.2705226,-0.50435
243,-1.1130381,-1.8488716,-4.5329366,-3.5482707,-5.4151134,-1.472879,-0.719176,2.2216892,1.1053066
244,2.2120538,-1.5419749,-2.8521228,-4.4046173,-3.286764,-5.3549914,-3.706914,-4.427511,-1.0318605
245,-4.3394575,-2.1250787,-2.1470246,-5.36589,2.5273232,-0.8596239,-3.5405126,-4.032998,-0.7204627
246,-2.342229,-3.273057,-1.0504653,2.5005925,-4.9536138,-1.2285993,-1.0079402,-2.5334456,-0.4818773
247,-4.453205,2.4701605,-0.84815276,-4.8823295,-5.905348,-4.0827913,-4.424451,-3.8908944,-0.4343487
248,-4.618596,-5.9864645,-0.8608624,-1.5631301,-4.161853,-3.9021091,2.6645393,-1.7910118,-0.4514917
249,-2.546405,-3.6944005,-5.73056,-3.3603153,2.17937,-3.7525995,-2.1318662,-3.9639478,-1.1279634
250,-0.87396157,-3.8622398,2.4870892,-4.33144,-5.6659617,-2.741906,-5.069351,-4.4596605,-0.7864174
251,-0.5997994,-3.8878608,-0.54477865,-4.5523605,2.6127546,-2.6657908,-2.235302,-3.6726434,-0.548458
252,-1.5607977,-5.389789,-4.5405807,-3.7035139,-4.5744433,-5.573832,2.519478,-3.0911486,-0.48017755
253,-1.8526233,-4.385554,-3.6989763,-5.9939365,2.746686,-5.4027896,-4.917928,-4.1143456,-0.9171404
254,2.6676147,-1.8412771,-4.355666,-4.8552475,-2.9861565,-0.954468,-0.7853285,-3.7129636,-0.50777644
255,-2.5140498,-2.1514356,-0.6399363,-2.3851638,-5.173077,-4.468289,-6.362529,2.7168808,0.22609329
256,-5.395616,-3.9615147,2.504117,-5.5241847,-2.9487286,-3.7135658,-5.2731194,-3.8566084,-1.0423477
257,-4.4351463,-2.2510235,2.6329875,-3.6969783,-2.2816238,-0.8069399,-1.3817914,-5.020055,-4.640808
258,-1.672829,-3.7553315,-0.4970103,-4.9987507,-4.4110603,-4.4003096,-3.0795827,2.0681705,-0.33459157
259,2.529197,-2.793449,-3.883888,-4.0286307,-5.275322,-0.017589211,-2.1514628,-4.844615,-3.6665606
260,-2.7433455,-4.463217,-5.3099165,-1.4670795,-4.9977274,2.5879467,-2.0705876,-3.1671255,-0.4755872
261,-0.7934711,-4.197695,-3.5251846,-3.607939,2.5234814,-4.1179314,-4.404888,-3.7100859,-0.97032726
262,-2.0208604,-1.0043225,-3.6073322,2.2516828,-6.0929694,-3.865169,-4.188446,-4.5484405,-0.81370455
263,-2.299625,-1.2474686,-0.99328053,2.8025713,-3.3059528,-5.801622,-1.6917949,-1.8060018,-0.5942453
264,-1.0037079,-3.9217305,-0.4086372,-5.90872,-4.9743853,-0.8791332,2.5007408,-3.6380844,-0.6853833
265,2.4021375,-4.810043,-5.5003033,-5.964176,-3.561573,-1.379323,-2.4789186,-5.111606,-4.3968983
266,-4.688485,2.436937,-4.3722878,-3.5467348,-4.2809434,-2.624882,-3.662051,-5.484355,-4.3526325
267,-0.42670542,-3.5856686,-0.8697798,2.5700617,-5.2236366,-3.8603272,-0.13672227,-1.3546178,-0.6175518
268,-4.9993496,-4.727014,-1.0781624,2.6023047,-2.9304333,-5.5072126,-4.5986004,-1.0518677,-0.36734068
269,-4.4657745,-1.9728909,-1.6945649,-5.4815035,-2.931125,-1.8315555,2.6502876,-3.4934247,-1.6179549
270,-0.7838938,-2.0261128,2.487112,-3.5817778,-4.808288,-0.52203465,-2.9846447,-5.2132683,-2.198669
271,-4.9151115,-3.9533482,-0.82162845,-2.519589,2.5007262,-3.2434187,-3.3836608,-3.7202106,-4.1323705
272,-2.7843304,-2.8972924,-3.3986897,-5.6344647,-3.0156934,-1.0448923,-4.123782,2.423436,-0.38757202
273,-2.5778515,-1.0276252,-4.534736,-5.581191,2.4958591,-2.8985827,-1.8120071,-3.6151457,-0.5015323
274,-3.9730086,2.5556052,-3.7315667,-4.5549197,-5.5530243,-2.5998206,-5.235392,-4.8525476,-3.8864706
275,-5.5694485,-4.78793,-3.8223677,2.6062624,-1.3880894,-0.8783114,-2.823073,-3.9944406,-0.91616225
276,-5.2981334,-2.1128807,-2.1211252,-5.21786,-2.056253,-2.7982352,2.32528,-4.688018,-0.6615498
277,-2.9104354,2.7177784,-5.252622,-4.6521015,-3.5950916,-0.5488613,-1.007599,-4.641859,-2.1832676
278,-1.4253304,-2.156858,-0.68918765,-4.859424,-2.361677,2.1928666,-0.65383995,-4.670021,-1.7085261
279,-3.3446777,2.5961156,-1.8357941,-4.255161,-4.092819,-4.76168,-3.18894,-5.0238504,-1.3181192
280,-1.4385437,-4.930625,2.4909534,-4.9797587,-1.8308518,-4.8818927,-5.3430605,-3.9807978,-2.752167
281,2.0423708,-1.1762255,-2.573728,-5.911927,-4.8239846,-3.64197,-2.455421,-3.909569,-0.94369894
282,2.739543,-2.6994789,-1.1305542,-4.035466,-5.681001,-3.6106746,-1.7685926,-4.627491,-0.8106386
283,-3.6439283,-3.7081537,-0.4461449,-4.016056,-5.359929,2.4036436,-4.0655212,-4.7395644,-3.1219947
284,-4.3004704,-4.6841617,-0.6555581,-3.6598449,-5.4076004,-5.3472795,2.5620701,-4.590515,-4.1054173
285,-1.4973502,-4.1246247,-2.1738882,-4.9785614,-3.0847766,2.5687015,-0.5278268,-4.233568,-1.3020383
286,-2.9909582,-0.8773415,-0.68000257,-4.2126474,-4.6934223,2.4066918,-4.9474773,-3.5180607,-1.05835
287,-4.4982777,-0.94833326,-1.0899414,2.625427,-6.048057,-2.9813235,-5.314571,-3.2456164,-0.71432126
288,-5.075039,2.7277186,-4.518321,-4.84286,-3.522392,-5.891519,-2.2242575,-3.3317518,-1.3684491
289,2.5603135,-5.523782,-4.541271,-3.257138,-6.280566,-1.5163863,-4.5570216,-2.5857577,-0.4496425
290,-4.0529394,-2.2896008,-2.3351157,-4.9322157,-6.0831437,2.4328537,-0.95307624,-4.115289,-3.0037148
291,-5.253727,-2.3373227,-3.4261355,-4.4598055,-5.587268,-4.601464,-0.84124994,2.4938328,-0.09196815
292,-0.6888672,-5.057339,-0.4638115,-4.655183,-1.835082,2.702416,-2.3094566,-4.5195475,-0.959406
293,-3.6184769,-2.5300062,-0.5797165,-3.4504905,2.5009952,-4.0733714,-0.92465127,-3.7606645,-0.53208554
294,-6.2541385,-1.3752804,-5.7856455,2.9687784,-1.9712222,-1.866492,-5.6247807,-3.4058487,-0.74893916
295,-2.0826101,-4.986371,-0.94315594,-4.2545996,-4.41575,2.675317,-0.43153685,-3.9620874,-0.88578814
296,-2.9452534,2.4514658,-4.923074,-5.6860085,-5.691127,-6.362629,-1.9193274,-3.5858998,-0.64957887
297,-5.26155,-2.2069254,-1.8594711,-0.8723818,-0.93052006,-3.1287775,-2.7576835,2.3738387,-0.4744652
298,-4.752203,-3.7476025,2.372127,-6.059136,-5.2404704,-4.922522,-4.370948,-3.3050303,-0.4552235
299,2.4772468,-3.9211178,-3.702766,-4.230797,-4.568227,-2.6196375,-4.458995,-2.8159204,-0.50364196
300,-3.7376745,2.46755,-1.7682996,-5.984939,-3.6808014,-4.5150146,-0.5119882,-4.27046,-1.7779031
301,-2.5278397,-5.2073684,-5.3173537,2.7489064,-5.202041,-2.5877705,-0.85288227,-2.0240703,-0.33935663
302,2.6944468,-4.522765,-0.4269333,-5.896923,-4.35281,-6.247299,-4.214034,-1.5969257,-0.56055754
303,2.6784017,-3.635517,-0.26775184,-5.1351867,-4.2606163,-4.0490904,-1.5607723,-4.149746,-0.87016517
304,-2.767292,-4.7470856,-0.8774592,2.5682673,-2.1571527,-3.723519,-4.084215,-4.240078,-1.6654016
305,2.38882,-0.9530945,-4.1817455,-3.9635162,-5.151638,-1.7674857,-1.2801466,-4.40397,-2.0670485
306,-3.6238973,-2.6496222,-3.220035,-1.7875417,-5.2474833,-4.0383635,2.608656,-4.757816,-0.8826697
307,-1.2856326,-4.6575623,-0.1663419,-5.441933,-3.6226597,-6.4571977,-4.8904867,2.1823728,-0.094834566
308,-5.286771,-3.9940372,-1.7072418,-3.8927777,-5.521041,2.5415692,-0.33418253,-2.5906355,-0.4212858
309,-4.630376,-5.3825684,-0.40058842,-3.919697,-4.8283496,2.4638705,-4.5655646,-4.356776,-1.4564531
310,-2.1923513,-4.408229,-0.5492534,-1.1537712,-4.050544,-2.1794338,2.6666975,-3.220078,-0.47754773
311,-3.537491,-4.126923,-0.35394228,-4.771726,-4.6827507,-1.0278296,2.5772052,-3.4847257,-1.018198
312,-5.43506,2.7015562,-0.72725195,-5.2084274,-3.2431335,-2.2568085,-3.4538085,-3.0260952,-0.8575187
313,-0.57597804,-1.2225335,-4.0838795,-1.7618448,-4.6862035,-2.5108433,2.4141998,-3.798831,-0.8287276
314,-2.130462,-1.2446208,-1.6093513,-4.7060847,-4.7397184,-4.842601,-4.950977,2.741112,-0.052484512
315,-5.127453,-3.7021646,-2.058292,-5.4368405,2.8299649,-2.8285494,-2.4335136,-3.2430887,-0.6362963
316,-1.8973026,-4.2134438,-0.833608,-1.2322631,-1.0411943,2.6388624,-0.3189252,-4.7224355,-0.7133666
317,-4.421278,-4.707615,-4.2149534,-3.6899781,2.3375916,-5.738425,-3.9388676,-3.374636,-1.2577717
318,-3.065908,-3.4044156,-0.05942446,2.4522965,-5.2756076,-3.337991,-3.111996,-2.8496003,-0.44799474
319,-2.222963,2.5616324,-4.6530952,-3.6690185,-5.5971317,-1.0488602,-0.87863266,-4.7304664,-0.8273404
320,-0.57908803,-1.6425076,-5.908494,-5.856002,-1.7173003,-0.8692845,2.3556943,-3.546968,-0.5179586
321,-3.4235916,-3.047589,-0.0861032,-5.7282495,2.6970148,-4.5637336,-4.153204,-4.952308,-1.137161
322,2.448433,-0.938432,-2.796988,-4.4211364,-5.9745483,-4.3147383,-3.975357,-2.8535156,-0.49270415
323,-0.75849926,-3.2679236,2.3326914,-5.337905,-5.057037,-2.0780988,-5.3006983,-3.729839,-0.6906059
324,-0.9306837,-2.7021792,-0.1116029,2.3349843,-2.6805246,-3.3733318,-0.36862057,-4.562155,-0.99752814
325,-2.919229,-5.508412,-1.3681395,-1.3734951,-1.8291764,-5.723185,2.3999033,-4.2481155,-1.3851941
326,-0.6736486,-2.9383166,-3.400846,-6.0859985,-1.826584,2.294831,-0.70289075,-4.1800694,-0.5421874
327,-4.461902,-2.4150534,-4.416168,-1.2172534,-4.9137793,2.60058,-4.971006,-2.1036453,-0.12530369
328,-0.7780978,-4.4472733,-0.22789088,-2.0366216,-5.481444,2.360564,-1.7607002,-0.7355597,-0.20083967
329,2.2942975,-2.994352,-2.3928676,-3.4645178,-5.742563,-2.8666298,-5.103742,-2.2911706,-0.4941714
330,-1.010991,-4.065656,-2.0847106,-4.3549933,-4.2838497,-4.31176,-5.842077,2.3195643,0.22577727
331,-4.4787273,-4.7780266,-0.5218954,-4.8084707,2.5469377,-5.1027594,-5.0618777,-4.383935,-1.6420593
332,-1.310178,-1.3134441,-2.2382464,2.2940788,-1.9748155,-4.8519115,-0.6615502,-3.1587248,-0.361499
333,2.7723632,-4.0318937,-4.4564185,-2.583856,-1.9000708,-1.6399078,-0.9093311,-3.574299,-0.73950946
334,-3.552339,-4.1187983,-1.3167255,-5.542638,2.5106392,-1.7716702,-2.5814483,-3.835245,-1.1235414
335,-1.9823424,-5.0622234,-0.55750304,2.4222224,-6.3729343,-4.3966928,-5.7193756,-3.0937037,-0.65584326
336,-3.7571812,2.3480432,-5.0204062,-4.0477777,-3.4305315,-3.3688493,-0.21618518,-1.473401,-0.21942058
337,-5.7379274,-1.9010907,-3.950244,-4.092759,2.55966,-1.6741515,-2.9064608,-3.665932,-0.6623931
338,-3.4757338,-2.8848054,-1.0656947,-2.478331,-4.6179514,-1.8331602,-2.73251,2.2585337,0.48501766
339,-5.173954,-4.780286,2.6098921,-4.956899,-5.4827075,-3.9661767,-4.661147,-4.788714,-3.5213687
340,-4.8328943,-0.58135486,-1.7948153,-1.1239362,-2.0263348,2.4722836,-2.2167435,-4.450317,-2.0911179
341,-2.094442,-5.3060412,2.5026073,-5.412988,-1.9371929,-2.8735156,-4.647065,-2.5934606,-0.5171043
342,2.2792132,-3.3637495,-2.951863,-2.7392437,-3.3334875,-1.1594152,-1.4612677,-3.6988182,-0.5829812
343,-5.622863,2.8069544,-1.2216806,-3.4822257,-5.6313934,-1.0543168,-0.026832998,-2.6584415,-0.41939688
344,-5.755386,-3.5579848,-1.3544383,-4.335582,2.6545484,-4.772434,-3.97183,-4.8443346,-0.78754044
345,-0.16176242,-3.9747322,-0.8462327,-5.7963657,-5.943277,2.4421377,-2.0605018,-4.2406626,-0.5417387
346,-3.567714,2.4845932,-0.73078287,-5.3852715,-2.060059,-1.8299689,-4.8236637,-4.1695557,-0.89620554
347,-4.701082,2.53207,-3.6323621,-4.3058443,-6.1867166,-4.5201306,-0.9002526,-4.1197653,-2.7007916
348,2.5477571,-1.9181142,-0.28840977,-5.6442795,-5.081859,-4.196699,-0.7159713,-4.425836,-3.3224642
349,-0.6249393,-3.6772213,-2.1680133,-4.3585587,-4.93261,-1.7244397,2.1391258,-3.5603154,-0.6076279
350,-3.412285,-2.093553,-2.7379386,-2.5083025,2.577275,-2.7009768,-1.7742296,-3.7764654,-1.3158143
351,-4.138573,-0.90439534,-2.915303,-0.8508873,-2.601441,2.483726,-1.031775,-3.297228,-0.09726927
352,-1.1683745,-3.8439565,-2.2594724,2.5514052,-5.216207,-4.0340333,-1.4165639,-2.9288518,-0.544092
353,-1.301724,2.2956128,-1.1308405,-3.1378386,-4.5981855,-2.5571134,-5.7444086,-4.4867773,-4.0203
354,-0.35390857,-4.273409,-0.94071,2.4701548,-3.917833,-3.323931,-2.188178,-3.894205,-0.7323392
355,-0.992638,-4.586895,-4.112644,-4.6543856,-3.8939383,2.5019805,-4.515989,-3.5060086,-0.3575229
356,-3.6778343,-5.1793876,-5.3422356,2.7152119,-2.4027362,-5.114823,-0.33909288,-3.585916,-0.6289723
357,-2.4990544,2.4028702,-6.0120025,-4.472817,-5.589054,-1.8564664,-3.0707674,-4.7350583,-2.2624528
358,-1.5944393,-1.3771037,2.4534113,-6.037609,-0.6176754,-0.6301851,-0.75077933,-1.9822417,-0.43417904
359,-5.199412,-4.7267513,-1.6934116,-3.6219175,-1.8336384,-4.8863826,-0.4168113,2.7018204,-0.03300798
360,-0.65804476,-3.6171389,-5.4167414,-0.79820913,-3.6936922,-1.4673609,2.7025633,-4.6347704,-2.7193103
361,-4.847886,-2.0618296,-2.0480928,-1.7989849,-2.0025554,-5.8577724,2.2711246,-5.0810738,-2.3724117
362,-2.6681185,-1.6535118,-4.892825,-3.846187,-3.8305204,-2.0548882,-2.3887668,2.1158195,0.3186289
363,2.700822,-4.7530518,-3.9203029,-1.5655748,-4.993174,-2.2555099,-5.628534,-3.3088703,-0.49594194
364,-3.761747,-1.9822893,-5.6602044,2.6031463,-5.0410767,-3.718082,-4.8053966,-1.512398,-0.28346092
365,2.3740275,-2.2062197,-2.6122868,-5.5306797,-3.788506,-1.2022452,-0.72096896,-4.460395,-0.65859634
366,2.5255337,-2.00721,-3.7535026,-4.440174,-5.843673,-0.6303239,-2.4624033,-5.536448,-5.0818596
367,-2.279655,-2.9011037,-1.7584845,-6.0826244,-3.9697514,-1.0888513,2.5837348,-3.5627909,-0.6086093
368,-0.477751,-3.7903361,-2.8878336,-6.172498,-4.555191,-3.220648,-4.4194674,2.35749,0.13655263
369,-3.248668,-2.0719018,-0.63248736,-4.550332,-4.8287992,-5.521392,-4.5445805,2.1052158,-0.10985631
370,-1.2980312,-3.1966636,-1.7239611,-4.1378126,-5.38336,2.6918344,-2.4801226,-4.845774,-0.8640766
371,2.5263922,-0.55135584,-3.3950362,-2.1479077,-5.5136185,-3.1599684,-4.7595034,-2.4183831,-0.52426744
372,-0.40676713,-3.4020941,-2.3881679,-1.9236149,2.6395948,-5.6134195,-2.9295995,-3.061835,-0.40494728
373,-2.2319303,-4.4851785,-2.3198776,-5.4167953,2.4602647,-3.7917206,-4.8542743,-3.9207892,-2.1938758
374,-1.5649487,-2.0955973,-3.2985225,-4.127239,-3.245754,-2.8977807,-3.2700932,2.3923783,0.27887255
375,-4.353255,2.5185947,-2.754562,-3.0100508,-5.292729,-1.9529845,-1.3040125,-4.3426785,-0.99848115
376,-4.7160325,-2.5272775,-0.7959294,-4.4544125,-3.6291094,-1.5607502,2.6779845,-3.258386,-0.58061296
377,-1.0362239,-4.3633175,-1.8752517,-5.7258987,2.4813142,-1.9482641,-5.4538674,-3.7746806,-1.853471
378,-0.91946024,-0.7409634,-0.27712524,-4.9333873,-2.057589,-3.372134,-0.59179944,2.1288643,-0.3193188
379,-5.2678394,2.3695488,-2.8950193,-4.549952,-2.7030702,-5.216529,-3.4688709,-4.965746,-0.9480587
380,-0.1244002,-4.924898,-4.5959997,-3.2473934,-5.2013564,-5.386421,-1.6149757,2.5591676,0.63844705
381,-0.2343046,-0.60344166,-3.64678,-1.6265467,-3.199892,-4.382967,2.636101,-4.162508,-1.1122959
382,-3.821495,-2.6150737,-2.8999562,-5.7898035,2.4243152,-5.330399,-3.4014523,-3.5365584,-0.3755238
383,-0.54307383,-2.3595502,-1.3607101,-2.5846043,-4.3182383,2.5003314,-1.1580484,-4.7327375,-0.9317182
384,2.5685887,-4.73766,-3.233797,-2.684596,-5.330762,-2.8469825,-1.5089442,-3.8171055,-0.6082725
385,-3.2654383,-2.184308,-1.0303386,2.5653112,-3.1387687,-5.0764155,-1.2853162,-3.7238402,-1.5536361
386,-4.6093287,-4.444525,-6.180267,-5.299755,2.2350414,-4.3491783,-5.664686,-2.2426972,-0.41050532
387,-5.1160827,-0.519688,-3.7529588,-4.1234646,-5.469804,-1.912083,-2.0444803,2.6323528,-0.39983624
388,2.4820976,-2.1825218,-2.3775427,-5.8307514,-5.6789994,-2.764656,-4.2947917,-4.0065413,-0.47585258
389,-1.5342691,-2.6885707,-4.31209,-2.797371,2.4114237,-4.1495967,-4.371458,-3.9120946,-1.277324
390,-1.1756035,-4.897399,-0.43472204,-2.1214998,-2.1966953,-3.6856341,2.7170713,-3.8936372,-0.9089383
391,-4.78934,-4.357217,-3.008354,2.510992,-4.9158835,-4.8327804,-1.7000395,-4.860633,-0.8779012
392,-0.46830413,-4.366266,-3.3717804,-5.1560783,-0.75100154,2.4867146,-5.4533715,-3.1616488,-0.4777027
393,-5.537081,-5.407451,2.208847,-4.426269,-2.9291174,-5.6307793,-1.7416748,-4.4858484,-4.838618
394,-5.190716,2.6677713,-0.4565017,-5.3354936,-5.4870367,-4.9692354,-2.3031073,-3.724692,-0.7590393
395,-5.304553,-3.198166,-4.3018446,-3.4816482,-1.2463706,-5.3798833,-4.186145,2.511747,-0.48879522
396,-2.1552994,-2.6553566,2.5777423,-4.741727,-4.4622607,-1.287206,-1.0434369,-3.6970832,-0.6656514
397,-1.8017938,2.4926884,-1.1042657,-1.6611245,-0.9816278,-5.201956,-2.3871336,-4.168734,-2.2984288
398,-5.4833164,2.5999784,-4.215821,-4.456917,-4.017872,-0.354037,-0.7284917,-4.388287,-1.0733052
399,-0.60282475,-4.236334,-3.247594,2.4782546,-6.2008076,-3.4207175,-2.6962326,-3.7947297,-0.6686187
400,-2.4763494,-3.6106343,-2.1759531,-3.274375,-4.8464184,-3.7371325,2.698655,-4.185318,-0.7616935
401,-3.9836452,-4.440571,-1.5639641,-3.6015253,-5.4539557,2.4695504,-1.6861184,-4.1395316,-0.918625
402,-2.7704704,-4.922771,-1.8551929,2.1977093,-4.7856603,-3.7058861,-3.3755755,-4.059038,-1.0836604
403,-2.892872,2.2545416,-2.220986,-5.2801113,-4.285818,-4.9644995,-3.5300453,-3.2237551,-0.53517354
404,-1.5311713,-4.544962,-1.1810229,2.3876116,-2.6871624,-0.758501,-1.5007743,-3.6125808,-0.8157828
405,-3.7826352,-1.8620621,-0.9944778,-4.994169,-2.9902923,2.3759472,-2.488768,-4.685187,-3.8220172
406,-2.0412884,-0.23108357,-2.0299137,-1.3928758,-3.6018097,-5.741551,-5.543387,2.414105,1.5022919
407,-1.7673665,-1.846925,-3.8972905,-4.315446,-5.698711,-1.6416718,-4.704616,1.9404626,0.895666
408,-0.14176595,-4.414336,0.15211773,-3.795606,-2.5769587,-1.095043,2.7364285,-2.9796953,-0.6218126
409,2.5831795,-3.799505,-2.4406772,-5.0513043,-4.7050905,-3.9236255,-2.7202616,-4.3093967,-2.424135
410,-1.9402776,-0.16679811,-0.41174722,-5.1760316,-1.7318814,-4.725852,2.7024343,-2.9304297,-0.7050249
411,2.5166025,-1.5501045,-1.7846962,-3.2366915,-5.9918537,-0.9769245,-3.4400847,-3.952861,-0.6259117
412,-4.2346325,2.5295856,-0.62765515,-1.8877383,-5.2018394,-1.5254629,-0.6998755,-3.737205,-0.5902062
413,-5.354678,-2.7351665,-3.3981946,2.7609286,-3.4480674,0.18510681,-0.24269444,-3.2481637,-0.7630108
414,-5.413692,-4.4388804,-4.430599,-5.932131,2.563364,-5.877842,-3.4170702,-3.7387476,-0.6607414
415,-2.70584,-3.2926688,-1.4679505,2.5999017,-5.7764406,-3.9586685,-4.375163,-5.212926,-5.248494
416,-0.4591749,-2.9829938,-0.63742644,-2.950642,-5.352693,-2.8437645,2.6093943,-5.1379023,-1.5100048
417,-4.5982637,-1.5569398,-3.471076,-4.3093934,-4.8664346,-5.0519643,-0.70824456,2.5512285,0.042693496
418,-3.4713075,-3.2419171,-1.4214166,2.1861162,-6.1556354,-4.533172,-1.7367008,-1.8393502,-0.47507045
419,-1.4365296,-3.5424302,-1.5454695,-2.4188967,2.384707,-5.225846,-2.1204355,-3.091759,-0.5809686
420,-2.118424,-4.8469887,-1.5583991,-2.3453825,2.5776088,-4.814106,-3.4501383,-4.983182,-3.4924588
421,-2.3622072,-4.399596,-0.35811764,-5.07751,-5.890087,-5.1328564,-3.3697793,2.2857294,-0.28922725
422,-1.0364923,-2.3048396,-0.9083641,-0.75720775,-5.6894903,2.2282364,-5.2157483,-5.065357,-3.6200538
423,-0.7840684,-1.850632,2.6980011,-3.3410602,-5.539721,-2.2165449,-0.32036078,-4.5939264,-3.4521852
424,-4.912172,2.253744,-0.3535476,-5.654949,-5.141515,-5.8358517,-3.590736,-3.2874498,-0.46642208
425,-3.4896464,-2.9650269,-2.6164186,-1.2649324,-4.262601,-0.39772874,-1.2511843,2.3883,-0.5117156
426,-1.5634164,-5.608922,-2.9617527,-5.6545835,2.4971602,-3.8000221,-2.0628662,-3.4062388,-0.45356572
427,-2.4767492,-5.686274,-0.9271488,2.6955085,-4.7670283,-5.2971005,-1.773777,-2.4361596,-0.5037241
428,2.4078195,-4.5264792,-1.5046005,-1.5570225,-1.558212,-1.4926853,-1.0703053,-4.9991765,-1.6461744
429,-4.7121487,-3.3123097,-0.38287705,-5.6283526,-5.0885515,-4.2539964,-3.9894104,2.1434784,0.56679237
430,-5.825504,-1.9244769,-2.1157684,-3.5934997,-4.9486885,-2.7313824,2.1276186,-4.520838,-0.8748007
431,-1.3668957,-5.1918864,-1.9265255,-5.8142204,-5.2901154,-2.6373165,-0.5558079,2.0837467,0.81527174
432,-1.611034,-3.8958187,-2.0075135,-2.5498557,-5.318367,2.4796805,-3.1522322,-4.7110653,-1.4074368
433,-2.3799264,-3.788768,2.7008276,-2.1461987,-5.7666793,-1.051666,-3.833138,-3.3978722,-0.56866753
434,-1.1985401,-2.6615057,-0.48804158,-2.0592198,-2.45404,2.5485172,-5.89178,-2.5795808,-0.5051673
435,-3.1278737,2.383373,-1.7005227,-2.3359911,-4.553253,-5.7168384,-5.6075253,-3.8053052,-0.8339772
436,-1.8988726,-3.609807,0.1297279,2.5335307,-4.020526,-4.8763347,-1.5124515,-4.262584,-1.055932
437,-4.859441,-1.6028091,2.2942314,-3.4602928,-5.3303685,-3.9924328,-4.73312,-3.0382948,-0.51337034
438,-3.189672,-3.3841777,2.727121,-4.744287,-5.1951733,-3.9313645,-4.381119,-3.7413151,-0.69135445
439,-5.3369575,-4.028328,-1.9008726,-4.9348936,2.2922084,-2.4349751,-3.7837996,-4.226368,-4.7112675
