Shared topic 2,Shared topic 3,Shared topic 6,Shared topic 7,Shared topic 10,Transcriptomics private topic 3,Transcriptomics private topic 6,Transcriptomics private topic 8,Transcriptomics private topic 9,Transcriptomics private topic 10,Proteomics private topic 2,Proteomics private topic 4,Proteomics private topic 5,Proteomics private topic 6,Proteomics private topic 7,Proteomics private topic 8
-0.23685229,-0.20462966,-0.28650025,-0.20282128,-0.29044804,-0.1743111,-0.1320284,-0.30609435,-0.10983494,-0.27358684,3.6522593,-0.3654643,-0.24756421,-0.7122651,-0.2616718,3.7708118
-0.8362381,-0.6884342,-0.6301325,0.26770666,-0.12629622,-0.35075337,-0.07410385,0.2634361,-0.07313406,-0.23187053,-0.292664,-0.05004592,-0.10913368,-0.11996024,-0.14571029,-0.3432255
-0.05810036,-0.15796098,-0.020452462,0.25222823,-0.35919765,-0.37651917,-0.08477947,-0.45840582,-0.32169375,-0.058746327,-0.19292113,-0.281761,-0.19864906,-0.44645613,-0.2795794,0.077049084
-0.44434398,-0.3895917,-0.14596944,-0.6424303,-0.22056544,-0.2905262,-0.19365002,-0.47359887,-0.24212112,-0.15353169,-0.31522498,0.992466,-0.4766978,1.4305086,0.7895096,-0.43867478
0.19200595,-0.0028697997,-0.007584974,0.6387287,0.73768455,0.62277913,4.8786163,2.5578291,-0.2343476,-0.38361552,-0.1853828,-0.05219168,-0.25362843,-0.1722797,-0.14990813,-0.16851744
-0.30214417,-0.45738712,0.06664224,0.04810036,-0.29061306,-0.3756762,-0.18636668,-0.5939021,-0.29314262,-0.07644857,-0.43016356,-0.11160552,0.0189626,-0.16371477,-0.115748465,-0.44763637
-0.8249011,0.51846194,-0.5654402,-0.5722529,-0.8151183,-0.18369813,-0.24557598,-0.3578356,-0.21452457,-0.20800433,-0.86492103,3.2012477,-0.38387313,3.13121,3.2283578,-0.1985272
-0.03423009,0.5042634,-0.29759103,0.10282308,0.336618,-0.2870757,-0.1658693,-0.2973996,-0.21412101,-0.21620789,-1.0102233,3.2308533,-0.54178464,3.2141433,3.3730464,-0.3072046
-0.2927986,-0.46327907,0.2654542,-0.1990374,-0.29837242,-0.34184968,0.13702255,0.011988474,-0.34324786,-0.13189773,-0.31316388,-0.2915067,-0.05944167,-0.352436,-0.4007692,-0.3303804
-0.4852833,0.41568518,3.9004817,-0.005610004,1.8086412,-0.31336948,-0.17529231,-0.43006286,-0.21404299,-0.17861402,-0.45917368,-0.3438636,-0.2916978,-0.5262005,-0.2349105,-0.26885813
-0.46003592,-0.35901114,0.3659185,-0.11671099,0.26285335,3.7513018,-1.075972,2.6151204,3.6045492,-1.1808804,0.012665479,-0.18105608,-0.21982293,-0.26365668,-0.28645384,-0.122367024
-0.02871241,0.8240038,-0.0111705735,2.6931398,-0.63321054,-0.22682913,-0.28537542,-0.17284262,-0.13257298,-0.2123881,0.5527504,-0.105363056,-0.78741604,0.27152854,-0.041208576,-0.22053598
0.09151454,-0.6139201,0.31948078,0.20667212,0.15182678,-0.33481392,-0.20101364,-0.5908985,-0.35225213,0.07955707,0.04005977,-0.17771065,-0.093083136,-0.27408257,-0.25209314,0.05355178
-0.30557752,-0.8142748,-0.5568211,0.40465376,-0.37445462,-0.13148579,-0.21411474,-0.2332466,-0.07838795,-0.28626865,-1.0405041,2.9214802,-0.3065957,2.851567,3.0094075,-0.3421545
-0.19595149,-0.4322947,-0.05354112,-0.017644137,-0.12178847,-0.17739463,-0.11372593,-0.19457768,-0.17450084,-0.2731361,0.1336397,-0.3776959,-0.38550892,-0.04337215,-0.27856275,-0.42524713
-0.8747742,0.38378957,-0.8211164,0.036020003,-0.057210326,-0.295496,-0.2338403,-0.4036728,-0.26265904,-0.25234473,-0.9568091,2.9140067,-0.19904456,2.8034618,2.956979,-0.26704076
-0.22665142,-0.46704388,0.79214156,-0.3108796,0.09644838,-0.33475754,-0.139724,-0.3484874,-0.25782695,-0.17595518,-0.26553053,-0.24762483,-0.09647644,-0.38128823,-0.27476218,-0.127655
-0.011817843,-0.12422198,0.01668185,0.48963398,0.14020617,0.92449677,5.2313504,2.9164336,0.018516209,-0.44111145,-0.1716624,0.027357738,-0.17958577,-0.21493128,-0.008137719,0.13514774
-0.3957301,-0.15325636,-0.78096914,0.07039346,-0.3179863,-0.24220788,-0.3062588,-0.4703331,-0.16433026,-0.14930367,-0.65727407,-0.58097315,3.9386764,-0.49488533,-0.46269915,-0.68938774
-0.11512623,-0.13647422,-0.17640562,0.13830842,-0.20878777,-0.23160432,-0.28449842,-0.5236103,-0.3587429,-0.18604021,-0.2875734,-0.63032633,-0.23227505,-0.56082726,-0.6014733,-0.31804076
-0.45606178,-0.43436632,0.5374294,0.031112626,-0.5672839,-0.33766833,-0.1751869,-0.39801607,-0.2750104,-0.20135796,-0.2992372,-0.03747791,-0.21833806,-0.26564223,-0.037238482,-0.06712312
-0.30018723,-0.31173837,-0.18852502,-0.17630872,-0.5196322,-0.20878021,-0.2240046,-0.33769986,-0.12986276,-0.26426503,1.9977736,-0.57339734,-0.5632881,-0.27524865,-0.3189288,1.2206571
-0.057930365,-0.2602012,0.14650913,0.11255708,0.060708888,-0.3120391,-0.1628104,-0.19102673,-0.29849157,-0.18535726,-0.040766135,-0.27262232,-0.12143661,-0.33750355,-0.38355827,-0.11925764
-0.24495883,-0.09509827,-0.24945015,-0.10449556,-0.5911274,-0.3079605,-0.22507721,-0.39435583,-0.2520754,-0.16694522,-0.70604044,3.0469587,-0.36588255,3.087244,3.0008922,-0.2984247
-0.34416574,-0.15225418,-0.27851856,-0.14208356,-0.1616883,-0.46252617,0.38352123,0.12185525,-0.37321535,-0.111169994,0.3672955,-0.4563443,-0.5276605,0.32501695,-0.28617638,-0.6947655
-0.32018495,-0.21930408,-0.14830397,-0.28051218,-0.02245517,3.8120148,-1.0813748,2.6103992,3.6369045,-1.2070924,0.40596673,-0.36478177,-0.45155677,0.39772055,-0.22584486,-0.6469683
-0.17171799,0.08903264,-0.42113298,-0.10739818,0.12558387,-0.3071881,-0.2989929,-0.4482845,-0.22793359,-0.11662337,3.0142803,-0.49319416,-0.31056157,-0.7603435,-0.42461255,3.174917
0.28523743,0.4203477,0.5571326,-0.5597229,-0.042669296,2.2694104,-0.65293,3.4208636,2.300787,-0.8104954,-0.013577192,-0.3446055,-0.2466488,-0.39475897,-0.41630617,-0.111985005
-0.15808564,-0.2990204,-0.22822754,-0.20490563,0.18752827,-0.3429878,0.057083115,-0.24333267,-0.3410294,-0.047023937,0.2655232,-0.16013166,-0.42242867,-0.025566204,-0.25797102,-0.24521151
-0.44506133,-0.10488275,-0.322106,-0.39746028,0.044641636,0.841957,4.8690023,2.7304487,-0.026568197,-0.45181987,-0.0147117,-0.08452468,-0.31749493,-0.073970206,-0.205628,-0.41312313
-0.39058506,-0.17409782,-0.3471374,-0.401988,-0.04936975,-0.28958398,-0.09671375,-0.54284567,-0.19065168,-0.107105136,-0.37919173,-0.38194323,-0.105743654,-0.35119155,-0.5300341,-0.5560123
-0.59445,-0.99606997,-0.017470358,-0.5413366,0.0024973676,-0.30244356,-0.17769225,-0.40658367,-0.2456628,-0.11299624,3.5037067,-0.4187443,-0.34204984,-0.6543081,-0.29240513,3.5445907
-0.33859444,-0.6187925,-0.43581074,-0.34899542,0.33267802,-0.39423528,-0.30106464,-0.62730974,-0.3167802,0.23136918,-1.0190947,2.909505,-0.2523414,2.829627,2.8890111,-0.3669043
-0.3522711,-0.5261062,0.5530549,-0.4677928,-0.33689937,-0.23802291,-0.14991237,-0.25617388,-0.1478481,-0.23530143,-0.27920097,-0.18438289,-0.4814531,-0.2694826,-0.21066244,-0.32144317
0.17597419,-0.6195068,0.4729082,0.6555716,-0.012238607,-0.24050885,1.2009622,0.46908215,-0.2521923,-0.30528396,0.27563864,-0.2325133,-0.5428157,0.08630957,0.080050215,-0.20364147
-0.19380155,-0.17273246,-0.15930931,-0.12958387,0.11587625,-0.347052,-0.15188795,-0.21375713,-0.27774253,-0.16816846,-0.2203266,-0.39575726,-0.24362355,-0.37738773,-0.52224857,-0.46751955
-0.25609523,-0.1863612,-0.23791546,-0.16873866,0.07955009,-0.22949877,-0.19535382,-0.4351511,-0.2512297,-0.1834221,-1.0016005,2.7928183,-0.3104999,2.5885236,2.919106,-0.13355683
-0.16153654,0.8421891,-0.14447686,-0.50172085,0.010611773,-0.27817443,-0.21598655,-0.39581496,-0.24259476,-0.07566713,-0.15922166,0.040406648,-0.17466319,-0.118408866,-0.00029217495,-0.070838735
-0.6398001,0.15296996,3.004982,-0.08881889,3.3249435,-0.299776,-0.15216635,-0.30874684,-0.20564511,-0.25102633,-0.29255095,-0.46299437,-0.30205932,-0.6487805,-0.36239365,-0.06512126
-0.22834677,4.923853,0.6475228,0.663519,0.059611443,-0.20025964,-0.32455227,-0.20359683,-0.086242415,-0.21780284,-0.36039552,-0.7129497,-0.3291646,-0.49105883,-0.7423404,-0.32956493
0.007014185,-0.2601058,-0.34448493,0.029388972,-0.23045999,-0.42361474,-0.14290096,-0.2689722,-0.3281987,-0.15651459,-0.32453468,0.06298279,-0.21977618,-0.17959762,0.08915803,-0.105910875
-0.24569824,-0.06514647,-0.23961563,0.48082808,-0.070786774,-0.28098336,-0.22267339,-0.23291421,-0.18057409,-0.13494967,-0.79318714,3.22174,-0.42487895,3.1619604,3.2171192,-0.17842191
-0.2873469,-0.28032005,0.08050884,-0.12840262,-0.46017784,-0.37694517,-0.1555963,-0.44594383,-0.32710502,-0.097205155,-0.19904451,-0.3557678,-0.112505816,-0.53156954,-0.29961228,0.11095826
-0.28353566,0.22577164,0.54789853,0.53355926,0.11265914,-0.040488277,-0.20267373,-0.0067691845,-0.06085502,-0.2726387,0.5815385,-0.19645554,-0.45628715,-0.16696383,-0.27234048,0.030426798
-0.17215048,-0.47469667,0.20087096,-0.08832672,0.12573716,-0.48068467,-0.17586982,-0.19833943,-0.37579602,-0.11335329,-0.26765528,0.013402438,-0.22875968,-0.18973732,0.013413077,-0.10983869
-0.51933426,-0.6009264,1.8165418,-0.11289793,2.9989433,-0.30773962,-0.19700892,-0.37033573,-0.2558431,-0.20186432,-0.34547246,-0.49471176,-0.12453487,-0.3943403,-0.3583989,0.33343235
-0.42248663,-0.27731237,0.59065866,0.27791888,-0.18941261,-0.22155666,-0.14615291,-0.30234364,-0.16517645,-0.27567533,-0.08543391,-0.32990116,-0.31208497,-0.364987,-0.46186867,-0.18487373
-0.19569145,-0.13625541,4.3537197,0.08156681,2.5261047,-0.42414805,-0.27282894,-0.3524603,-0.27720383,-0.10624785,0.24303244,-0.7134236,-0.346371,-0.7003001,-0.7494732,0.2319034
-0.34863743,-0.16383019,-0.40539575,-0.3078011,-0.29635075,-0.2951352,-0.036807247,-0.2557932,-0.2538528,-0.22108394,-0.13000007,-0.54540455,-0.095697746,-0.5615168,-0.65083915,-0.15301439
0.19740507,-0.017314997,-0.13954128,0.38114524,-0.6294456,0.85694873,4.9311256,2.7695274,-0.023238683,-0.45497483,0.036212657,-0.046455864,-0.21446446,-0.16945556,-0.117864385,0.012798181
4.014724,0.04633251,-0.31031317,0.8851,-0.49750346,-0.437216,-0.27661178,-0.26721495,-0.32999322,-0.13664551,-0.23906332,-0.57944244,-0.28037435,-0.4441076,-0.6219334,-0.5338982
-0.26793292,0.14763609,-0.13658485,-0.33204606,-0.061172172,-0.31970593,-0.11652608,-0.45450053,-0.28882122,-0.088078715,-0.35033268,-0.38906342,-0.1103751,-0.33437204,-0.5224214,-0.54781324
-0.4657037,0.019983783,-0.12370521,0.058618926,0.18388337,-0.4223492,0.5892212,-0.6183563,-0.7473961,3.5683613,-0.34231034,-0.046919234,-0.29781324,-0.18348424,-0.09062563,-0.3324344
-0.25406343,-0.22799608,-0.13829982,-0.4189346,-0.4221351,-0.598655,0.46920007,-0.92537826,-0.81911683,3.975498,-0.14648914,-0.29460102,-0.17123331,-0.42458308,-0.38738313,-0.11135971
-0.5249474,-0.050777078,-0.047427237,-0.34682956,-0.44431198,-0.0836051,-0.037389606,-0.3208832,-0.13786888,-0.16570173,-0.28816867,-0.5499621,-0.14049543,-0.47659814,-0.5120047,-0.0806606
-0.24250804,-0.33559158,0.47116214,-0.04309023,-0.0015873238,0.7254689,-0.15076412,4.6913815,0.5772262,-0.26847222,-0.2796762,-0.013755439,-0.21368887,-0.12833428,-0.077769324,-0.29679713
-0.19976485,-0.76465136,-0.5759769,0.109904006,-0.17834651,-0.35808235,-0.01734751,-0.35540143,-0.18046816,0.07904958,-0.18789929,-0.04760263,-0.08205163,-0.20577422,-0.15250063,-0.12558493
-0.23361006,-0.19845931,-0.47223186,0.016910478,-0.4895278,-0.37325248,0.24607854,-0.08847408,-0.40982494,0.055113204,0.27233407,-0.14596234,-0.40933576,0.1094672,-0.05746051,-0.30376005
-0.1432352,0.25770032,-0.5718173,-0.086690605,0.6598798,-0.18679814,0.06508801,-0.17933975,-0.24132387,-0.28958592,-0.25170484,-0.24215189,-0.16590992,-0.29631174,-0.32581568,-0.3160324
-0.27916557,0.034508675,-0.47883052,0.04366198,-0.099507384,-0.56415695,0.5170289,-0.94904816,-0.8348548,3.9744322,-0.024810174,-0.36052158,-0.31523338,-0.40836868,-0.44949543,-0.08295746
-0.054765657,-0.49867722,0.039025437,-0.29766074,-0.15563186,-0.32663175,-0.1452202,-0.5135552,-0.3235904,-0.1172212,-0.68575835,-0.6251439,4.0482173,-0.56729305,-0.44556937,-0.5895725
-0.28213674,-0.35013616,-0.13248837,-0.076315984,-0.2985817,-0.4223832,-0.12466098,-0.02089026,-0.3691898,-0.12832561,-0.3239924,-0.34548387,-0.12468743,-0.38178807,-0.4059149,-0.27827713
-0.20154767,-0.04365264,-0.12527025,-0.19967154,-0.17819098,-0.3731118,-0.107704416,-0.47168842,-0.3027895,-0.1445583,-0.34860334,-0.41246393,-0.2600423,-0.46086007,-0.41831443,-0.24059238
-0.20290795,0.62704515,0.33462468,0.903834,-0.19810021,0.5127283,4.935474,2.5076163,-0.41342723,-0.3938323,-0.30526078,-0.22399409,-0.03297473,-0.38615778,-0.26225218,-0.13091561
-0.181382,0.40785688,-0.1640411,-0.07770771,-0.10788402,-0.3781612,-0.08575007,0.042690758,-0.3081452,-0.11837147,0.016771838,-0.20109136,-0.39232817,0.08601703,-0.22581963,-0.5841712
3.6311016,0.22607478,-0.8845729,0.19396962,-0.688601,-0.41492152,-0.2974604,-0.5118234,-0.3926319,-0.057004444,-0.4175919,-0.6293145,-0.33528456,-0.5517983,-0.6069069,-0.47666475
-0.28321657,-0.13581094,4.4777904,0.18656668,2.5114663,-0.43435517,-0.27150434,-0.38025743,-0.28176576,-0.10159956,-0.39412045,-0.31015173,-0.3405152,-0.5093301,-0.22931369,-0.16352361
-0.22369418,-0.4756929,0.35120803,-0.32464832,4.5108027,-0.26261696,-0.12703325,-0.28945383,-0.261213,-0.22319242,-0.42627436,-0.40902978,-0.20330109,-0.50037134,-0.34721935,-0.3299102
0.13626805,0.09505896,0.083803676,-0.1863221,0.004102215,-0.2563508,0.041354075,-0.20500562,-0.21081361,-0.2804308,-0.21798933,0.09358533,-0.15498653,-0.10077008,0.060581658,-0.035602514
-0.5821942,-0.61867326,-0.5696573,-0.846991,-0.6288666,-0.5823194,0.45875072,-0.8852701,-0.81637985,4.189786,-0.08729354,-0.14760491,-0.40689966,-0.0982171,-0.33826447,-0.58474606
-0.18623786,-0.40137765,0.096665576,0.65538615,-0.45250696,-0.21992642,-0.2624303,-0.31876284,-0.1396275,-0.2659729,-0.920622,3.2443836,-0.3732924,3.163992,3.3265383,-0.22266567
-0.27576298,0.35237187,0.44510847,0.42734644,0.1891504,-0.1791502,-0.12479909,-0.3005058,-0.17558682,-0.21807027,-0.19691373,-0.07493948,-0.36225042,-0.08732845,-0.18149205,-0.5917584
-0.40924025,-0.37890196,-0.52018833,-0.6039558,-0.5269464,-0.3028222,-0.30701193,-0.58113,-0.21026152,-0.021859732,3.7698305,-0.18153915,-0.2537727,-0.53256094,-0.06609185,3.87731
-0.1549677,0.21817696,-1.2977862,-1.0668485,-0.6633216,-0.418264,-0.10102099,0.25842318,-0.17979054,-0.20484585,-0.88233966,3.0373673,-0.31102917,2.9345815,3.0736716,-0.19815086
-0.27772635,-0.17319386,0.11549969,0.5284654,0.6258296,-0.103741184,-0.14878978,-0.21194927,-0.05566431,-0.31648597,-0.26353994,-0.1752039,-0.22169,-0.34868366,-0.18012998,-0.011526442
-0.38316128,-0.3051632,-0.2023577,-0.41338933,-0.20453076,-0.274383,-0.27028042,-0.28754213,-0.19007821,-0.18422791,-0.4412364,-0.64183456,0.0357749,-0.5992229,-0.53004307,0.117416166
-0.621704,0.11457129,-0.21996084,-0.32129836,-0.18876666,-0.37551856,-0.13640273,-0.48149598,-0.32056624,-0.073940314,-0.011600325,-0.53226674,-0.07138126,0.04845626,-0.3736464,-0.65645224
-0.021174964,-0.932986,-0.83184326,3.9802823,0.2997134,-0.2518121,-0.2985521,-0.16823617,-0.13145645,-0.20818315,0.49226522,-0.36512128,-0.47809714,0.03651931,-0.31464535,-0.16600229
4.086044,-0.27731934,-1.0961719,-0.50132763,-0.61313766,-0.3647127,-0.2319071,-0.5610098,-0.3469249,-0.010280785,-0.41057405,-0.73704845,-0.3359653,-0.6462696,-0.68633765,-0.41793814
-0.54077184,-0.5493225,-0.57336116,-0.32535124,-0.2794001,-0.13560891,-0.013063235,-0.2991526,-0.2340471,-0.13281971,-0.53332245,-0.5770742,-0.045804586,-0.515999,-0.5243018,-0.07775899
-0.3965869,-0.0071193352,-0.91729665,0.45598018,-0.37327796,3.5054142,-1.0246048,2.4577954,3.6802528,-1.1900073,0.25389302,-0.0010919305,-0.2198863,-0.07147891,-0.09126347,0.1200646
-0.49577692,-0.16702802,-0.7099436,0.13413955,-0.36397582,-0.3167111,0.0011400476,-0.38663545,-0.24075632,-0.12768316,-0.2812117,-0.1445098,-0.11047763,-0.28008872,-0.14276952,-0.19203839
-0.5928432,3.6205978,-0.3833378,0.94965744,-0.3158139,-0.22527175,-0.31441525,-0.20345439,-0.104802094,-0.22555639,-0.3893258,-0.7184344,-0.30263463,-0.4994854,-0.7367694,-0.3162895
-0.004633352,-0.7088237,-0.21547085,-0.05806367,-0.28579143,-0.37064385,-0.16299751,-0.5265796,-0.2939666,-0.09723038,-0.36844584,-0.3202559,-0.04418421,-0.47798365,-0.30451378,-0.15591547
-0.38556293,-0.30358258,-0.14662018,-0.45653817,-0.46303594,-0.59334326,0.48336655,-0.82858986,-0.7792674,3.991776,-0.092196144,-0.4293856,-0.34858847,-0.44719455,-0.5840865,-0.24760719
3.4254355,-0.16912405,-0.05487512,-0.25034517,-0.3469639,-0.362228,-0.14896245,-0.20549725,-0.30396843,-0.20821138,-0.3059552,-0.6833283,-0.4022224,-0.5377978,-0.6821471,-0.45343134
-0.06332646,2.8877285,0.23007867,2.7959018,-0.05210559,-0.15686505,-0.18949115,-0.1349851,-0.122189686,-0.25006768,-0.38468266,-0.50352913,-0.24642248,-0.32829103,-0.55108345,-0.37224972
-0.3888711,-0.16695344,0.1306775,-0.19767131,-0.36605883,-0.37169716,-0.18682882,-0.43097588,-0.31502107,-0.09781759,-0.5195661,-0.17391187,0.032564443,-0.30672753,-0.24693596,-0.430654
-0.107442446,-0.039419435,-0.3195896,0.18900815,-0.28269637,-0.23639575,-0.12887257,-0.4376877,-0.17964841,-0.07490003,3.5635662,-0.36811113,-0.27954417,-0.7086747,-0.2243066,3.7653403
-0.206092,-0.62668055,-0.034866318,-0.704208,0.44554365,-0.37214714,-0.24954247,-0.28161383,-0.33983687,-0.20534505,3.5682235,-0.25639996,-0.24934046,-0.6182578,-0.1227352,3.8245554
-0.35852373,0.33690578,-0.25084212,0.18649133,-0.16804399,-0.6713694,0.4483736,-1.1084511,-0.8562805,4.397216,-0.48369658,-0.5236498,-0.070068404,-0.47985023,-0.51014286,-0.16712502
-0.32414988,-0.34895846,3.3113716,-0.5241009,3.4800086,-0.1935163,-0.24601454,-0.3209798,-0.22307734,-0.29592633,0.21007766,-0.47360572,-0.30722252,-0.5210838,-0.5074705,0.20753166
-0.36676756,-0.18653043,0.37305826,0.52161324,-0.61486477,-0.37628934,-0.20372145,0.07642143,-0.37725288,-0.17855656,-0.24782094,-0.2617163,-0.060993716,-0.40188405,-0.26347387,-0.11567959
3.453476,-0.5882799,-0.31261003,-0.20765522,-0.20907497,-0.45046258,-0.4296746,-0.49172112,-0.43825015,-0.060815033,-0.40849134,-0.7027361,-0.30175057,-0.57498246,-0.645965,-0.48402175
-0.13101748,0.70615005,0.05178029,-0.37561205,0.51716995,-0.18313462,-0.2768058,-0.15655515,-0.06322161,-0.22073644,-0.060413077,-0.25690746,-0.28590894,-0.3766817,-0.27579314,-0.056334365
-0.10149528,0.32182154,0.46465573,-0.0068056956,-0.76894677,-0.2825591,-0.07642851,-0.3950391,-0.25645584,-0.22758667,-0.19490443,-0.21154733,-0.15949447,-0.2602902,-0.30262432,-0.24276078
-0.38324177,-0.008859253,-0.07924505,-0.13750817,-0.2699411,-0.5851074,0.49469885,-0.7371087,-0.74277145,4.0187926,0.19911292,-0.5730128,-0.3731491,0.043004565,-0.46899405,-0.7021535
-0.23930097,-0.006615326,-0.27248126,0.6523026,-0.49292967,0.95433456,5.3641276,2.981486,0.036748778,-0.43507984,0.08304934,-0.34988543,-0.31935772,-0.45958772,-0.4684232,0.14944927
0.051225215,-0.010968521,-0.82125545,-0.70328623,-1.0341573,-0.13710877,-0.13144802,-0.2373817,-0.1824114,-0.3618201,0.019113025,-0.18682101,-0.04623669,-0.19547161,-0.40282348,-0.21086182
-0.6007455,-0.43090326,-0.04311171,-0.0988116,-0.4233744,-0.2747579,-0.20345184,-0.46341044,-0.24737874,-0.07459012,-0.62131226,-0.6585069,3.9789336,-0.5608056,-0.5115251,-0.63448864
-0.18274342,0.58737034,-0.0607874,0.25075907,-0.17969708,-0.17057185,0.0019020719,-0.27167872,-0.08854397,-0.25050178,-0.3173238,-0.26196325,-0.32823652,-0.3393721,-0.3486631,-0.30519068
-0.64681435,3.468515,-0.16114822,2.142654,0.21887615,-0.2176433,-0.31269968,-0.19208123,-0.105590716,-0.2221015,-0.2745275,-0.5407641,-0.35206628,-0.40884307,-0.63659286,-0.32462177
-0.24765953,-0.32763532,2.0841646,-0.5330055,4.0397854,-0.26700002,-0.043926,-0.12539935,-0.28763178,-0.26059464,-0.1881409,-0.36655238,-0.26203325,-0.5520346,-0.30187562,-0.012816255
-0.47488886,3.231121,0.12121257,1.8006067,-0.3461867,-0.12257774,-0.24870045,-0.26953623,-0.14259113,-0.2144621,-0.2561961,-0.62129605,-0.46438047,-0.4148579,-0.70299286,-0.35836092
-0.34995425,-0.06381296,-0.63762647,0.36952078,-0.19895056,-0.55744624,0.40456066,-0.94485044,-0.79790145,4.1698823,-0.10016414,-0.36086845,-0.3037115,-0.40150595,-0.41560322,-0.12276405
-0.42035532,-0.41342714,3.1405845,0.17913017,3.3056815,-0.29412535,-0.13991319,-0.3829537,-0.27840996,-0.18236135,-0.39210585,-0.30825388,-0.34406024,-0.50917566,-0.2284261,-0.16627373
-0.40381217,0.01107911,-0.6549207,-0.5163414,-0.44827884,-0.2694306,-0.29589903,-0.5882701,-0.30242044,-0.018289875,1.8069041,-0.24265362,-0.23571812,-0.24632448,-0.27226657,1.925698
-0.056947052,-0.3875685,-0.73990273,-0.5692081,-0.13096242,0.69651556,4.9407926,2.6871448,-0.1666444,-0.4177236,-0.10810546,-0.15362398,-0.11768912,-0.28378695,-0.2679337,-0.08376082
-0.35473847,-0.206569,-0.32579076,-0.28696278,0.08639291,-0.21806584,-0.18260796,-0.21090153,-0.13316779,-0.30559295,-0.3693425,0.04949105,-0.13838713,-0.101541415,0.026375396,-0.25183648
-0.7850341,0.1407097,-0.43103087,0.21609195,-0.119511545,3.471354,-1.0162308,2.4238522,3.641272,-1.1835209,0.019423658,-0.19937845,-0.3827889,-0.3635724,-0.2635466,0.069859855
3.7563431,-0.31024212,-0.6056305,-0.23044434,-0.5252254,-0.40132347,-0.2897095,-0.53789735,-0.38542518,-0.048549015,-0.44129938,-0.6547969,-0.32148013,-0.5551471,-0.60901964,-0.49814168
-0.4721785,-0.18853122,-0.26970968,0.6424908,-0.16115117,-0.08663907,0.010451289,-0.15739115,-0.1567691,-0.21561074,-0.12970956,0.005505355,-0.21505615,-0.17866002,-0.046506718,0.007726155
-0.252917,-0.06894131,0.09428272,0.16854349,0.6062798,3.8379753,-1.0787219,2.6672928,3.6459317,-1.2052437,0.07142189,-0.36099824,-0.3464743,-0.44726205,-0.3317549,0.016014477
-0.3440995,-0.31180274,-0.21648555,-0.42980286,-0.50466657,-0.38437986,-0.16926166,-0.48416764,-0.31133333,-0.12642881,0.17988467,-0.22144753,-0.3774117,0.3187889,-0.06500697,-0.61906874
-0.28378147,0.022779265,-0.04637532,0.041533314,-0.17572652,3.5351646,-1.0706006,2.6162682,3.668127,-1.177041,-0.29147065,0.050343096,-0.33227095,-0.077666335,-0.0025990917,-0.29713607
-0.4433226,-0.31937748,0.65091574,0.10167514,-0.11762075,-0.28632495,0.23404029,0.19822025,-0.34111324,-0.11974406,-0.36151317,-0.18995969,-0.17802988,-0.26623574,-0.27120942,-0.42722034
-0.21248986,-0.10782567,-0.36413908,0.038942873,-0.8015307,-0.3034257,-0.13888067,-0.31130597,-0.23628184,-0.19856201,0.1760137,-0.21529584,-0.43165192,-0.2584938,-0.37552425,-0.2395165
-0.5099972,-0.438518,0.14349382,0.38345858,0.046869315,0.90342027,5.362431,3.006823,0.052687634,-0.410314,0.30746993,-0.505572,-0.45823804,0.34492677,-0.2868876,-0.66874105
-0.08371687,-0.6544614,-0.68937427,0.40866113,-0.32199204,3.578973,-0.9965048,3.1670368,3.4098074,-1.0973457,-0.15434875,-0.15095331,-0.2048624,-0.22447568,-0.25324953,-0.24475792
-0.0869451,-0.63788915,0.15604958,-0.74005467,-0.45027846,-0.3544567,-0.19032456,-0.31255126,-0.25965595,-0.12600118,-0.68708307,3.0762239,-0.41643444,3.0515487,3.0719101,-0.2214101
-0.099283956,0.05152898,-0.54596746,0.26558512,-0.23566422,-0.18273267,-0.21108489,-0.38669214,-0.20334457,-0.22174858,-0.526802,3.239704,-0.44170466,3.2776756,3.1478379,-0.24500747
-0.1729335,0.31479186,-0.3853305,-0.18335865,0.17209697,-0.46223184,-0.051778063,-0.0029468078,-0.23737559,-0.19876347,-1.0640414,3.4710307,-0.20208244,3.3319678,3.487214,-0.24754556
-0.5838023,-0.36986172,-0.5680263,-0.39785323,-0.66589123,-0.3943977,0.02567277,0.2043182,-0.22755015,-0.16792513,-0.089230895,-0.32366732,-0.25015962,-0.4184296,-0.42405012,-0.043972973
-0.18018113,-0.34664088,-0.47297132,-0.24249652,-0.127514,-0.32787028,0.5437863,-0.47734484,-0.6545725,3.3834226,-0.29177633,-0.39535177,-0.052234296,-0.5564933,-0.42611757,-0.08294983
-0.14676787,-0.06870575,-0.60099876,-0.2248158,-0.48301598,-0.3515165,-0.106109336,-0.48631078,-0.30058149,-0.1331049,0.41312417,-0.39984557,-0.53573424,0.3873863,-0.24106543,-0.62849903
-0.44348165,0.50060594,2.027317,-0.5061774,3.7745254,-0.20840463,-0.23189239,-0.30410686,-0.15264519,-0.25264832,-0.5489886,-0.70359075,0.011544888,-0.67775446,-0.5139211,0.33549324
-0.13683605,-0.0058653206,-0.3842687,-0.29646868,-0.17431869,0.02369585,0.61090195,0.07120142,-0.5127419,2.3182423,-0.3275808,-0.14470077,-0.15821846,-0.36701757,-0.14213218,-0.073943235
