,Shared topic 2,Shared topic 3,Shared topic 6,Shared topic 7,Shared topic 10,Transcriptomics private topic 3,Transcriptomics private topic 6,Transcriptomics private topic 8,Transcriptomics private topic 9,Transcriptomics private topic 10
399,-4.1093497,-1.31177,-3.0015125,-4.368239,-4.078535,2.433785,-3.0143929,-0.70581585,2.4150794,-3.856276
400,-4.959089,-0.5460833,-2.125205,-2.7691731,-2.6434662,-3.7041075,-2.906459,-0.63275623,-3.9667997,2.3286188
401,-4.561269,1.6341553,-2.0835032,2.056408,-2.7480402,-4.0420847,-3.4725492,-0.5441319,-3.933874,-3.9393532
402,-3.2996845,-2.533145,-3.6608899,-2.6956248,-2.8423276,-3.982712,2.2358842,-0.4857671,-4.0539393,-3.8952463
403,-5.1373687,1.4366055,-1.8486453,1.9736731,-2.4465184,-3.8566444,-4.1635594,-0.60290194,-3.5688858,-3.9126358
404,-4.6224756,-1.4784889,-3.4452055,-3.5003018,-3.3380888,2.6681323,-3.5296235,-0.43657327,2.3695939,-3.7924798
405,-4.6680713,1.7587678,-2.735184,2.0750637,-3.8462133,-3.7727058,-3.6153684,-0.56514066,-4.1143775,-4.779724
406,-4.851242,-1.7483876,-2.950945,-1.5271434,-4.903714,-3.7468853,2.6223972,-0.62607163,-4.0994463,-4.282175
407,-4.7690153,-2.534305,-2.751045,-1.2661803,-2.8184564,-4.2060122,2.3967896,-0.5199168,-3.3597581,-3.69256
408,-4.925867,-3.518947,-2.4599352,-1.9721674,-2.3402739,-4.0662746,-3.309508,-0.7191743,-3.2876773,2.8012943
409,2.1590135,-3.0903316,-2.0106287,-2.360148,-1.8242218,-4.265721,-4.279467,-0.45660815,-3.968119,-3.9675672
410,-4.0536094,-0.5394086,-3.2867105,-4.324564,-3.5820315,-3.5982757,-2.700541,-0.6121691,-3.6088436,2.736766
411,2.0967464,-3.4349108,-3.7683744,-1.9004734,-3.3506303,-2.9737062,-3.5632808,-0.4430631,-3.1154606,-4.020345
412,-4.4462633,1.8131006,-4.7278857,1.9874008,-4.5630236,-4.643475,-3.7845619,-0.5583619,-4.045988,-3.5507555
413,-3.161637,-1.9058855,-1.0051389,-1.454384,-4.0248437,-4.3271685,2.5297992,-0.7359,-3.5869913,-4.5291567
414,-4.541857,-1.1477141,2.253128,-1.8827591,2.4970355,-3.595943,-3.8008354,-0.7553748,-4.0835733,-4.2239275
415,-3.9959857,-1.7645952,-2.3594406,-2.5277684,-2.9951448,-3.788118,2.5420897,-0.6154526,-3.6510463,-3.787849
416,-5.225065,-1.7986733,-3.3535569,-4.132247,-3.392871,-3.4631963,-3.8024411,-0.68528545,-3.9046528,2.8173766
417,-5.121043,-2.4878197,-1.5558767,-3.143624,-2.115271,-3.7358801,2.6384823,-0.6616751,-3.8923993,-4.686232
418,-3.5541093,-1.700149,-4.980501,-2.0624177,-4.284131,2.0952766,-3.73847,-0.5099822,1.9733348,-4.244685
419,-5.1674623,-1.60354,2.1973078,-1.7310798,2.6787748,-4.0087414,-4.552294,-0.8927147,-3.9756725,-4.38387
420,-4.860895,-2.473021,1.8581011,-2.0609474,2.5612452,-3.7069077,-4.359354,-0.57051194,-3.804162,-4.09932
421,-5.443792,-0.054736853,-2.6262848,-3.786661,-3.881525,-4.186952,2.3844297,-0.6138887,-4.1211843,-4.0900316
422,-3.7192752,1.7568395,-2.8782923,2.0791378,-2.7706318,-4.1792483,-3.90196,-0.65159535,-3.6497853,-4.086952
423,-3.7478695,-4.4436846,-2.4323964,-3.0932527,-2.6432946,2.2508414,-3.8537953,-0.5625875,2.3310773,-4.2123833
424,-3.7686708,1.6384308,-3.2588515,1.9930403,-2.4784396,-3.2582493,-3.512124,-0.5971391,-3.8134084,-4.155663
425,-4.149646,-4.2900968,-2.5068655,-3.6194153,-3.4486895,-3.7258534,2.2993548,-0.5773274,-3.7351034,-3.9082632
426,-4.4789076,-1.5067413,1.934618,-3.0184133,2.3125017,-3.8365817,-4.2668395,-0.52995956,-3.7458124,-4.633236
427,-3.4576406,-0.95659876,-1.8027427,-3.1347706,-1.8213313,2.2959433,-3.062088,-0.59855604,2.4479558,-4.099288
428,2.3749871,-3.885138,-0.95141304,-0.9035769,-2.5489535,-4.040086,-4.0524855,-0.44060633,-4.6754217,-4.4686437
429,-3.753909,-1.3440163,-2.6503558,-3.6253314,-4.070566,-3.8863378,2.5354125,-0.5349375,-2.9564073,-4.3945904
430,-4.935393,-4.305401,-2.8190866,-3.441212,-3.2874165,-3.3568108,-4.142269,-0.6606611,-3.7293022,2.8608232
431,-4.144183,-1.6663922,-1.8501796,-4.6438713,-2.6125875,-4.1796484,2.2793317,-0.5749438,-3.6028168,-3.7134137
432,-4.750634,1.9743795,-2.1695163,2.4017768,-2.0694714,-3.8491938,-3.9562228,-0.6471434,-3.9249265,-4.5361633
433,-5.1867495,-2.430092,-2.6321259,-3.7598512,-3.2893276,-3.4619946,-3.3179865,-0.5633602,-3.6809237,2.3915813
434,-4.6601534,2.0446155,-3.0207646,2.1163428,-2.8313873,-3.4403486,-4.2262645,-1.0661609,-3.8737419,-4.289143
435,-3.485449,-0.23916233,2.2634983,-2.1944337,2.5179605,-4.143744,-4.2932577,-1.1075606,-3.1948123,-4.1480417
436,-4.3434973,-3.3326144,-3.042334,-3.136893,-4.4132853,2.5423102,-2.8806422,-0.53068763,2.3982491,-4.641782
437,-4.3541856,-2.6033776,-1.7348481,-2.3935032,-2.160294,2.3668697,-4.1831255,-0.53905517,2.359529,-4.253066
438,-4.390255,-3.7258244,-4.157983,-3.2455072,-3.39147,2.23937,-3.6194594,-0.6326664,2.6070888,-4.4341354
439,-4.17864,-3.895967,1.9332392,-3.5953288,2.3165975,-3.1965277,-3.6740096,-0.54561543,-4.24255,-4.4432516
440,-4.261116,-1.1037714,-2.204618,-2.726252,-3.161374,-4.0162954,2.3000603,-0.45739138,-3.543917,-4.4983506
441,2.465752,-3.0683105,-1.9369807,-3.258852,-2.076652,-3.791658,-3.5003746,-0.56224334,-4.380527,-5.004478
442,-5.3652864,-1.5233464,-4.57532,-4.197028,-2.4342384,-4.2956786,-2.5873265,-0.6790962,-3.8555925,2.487125
443,-3.1464696,2.1012156,-1.9630574,2.1952307,-3.444381,-3.741235,-0.93524057,-0.7084426,-4.042495,-3.7274778
444,-4.217744,-1.3655425,1.7782698,-3.320278,2.2451026,-2.6747394,-4.2544374,-0.58086795,-3.65481,-4.583734
445,-4.6665874,1.8574827,-2.7623448,2.3352578,-3.311163,-4.4294677,-4.0746293,-0.67184293,-4.0256996,-4.7169924
446,-4.1623383,-1.8047595,1.8862832,-2.8635633,1.9640651,-4.159484,-3.48639,-0.85996413,-3.8854864,-5.2697773
447,-5.230444,-2.6426644,-1.276064,-3.3829918,-1.9945394,2.2422035,-4.6595993,-0.4534959,2.570631,-4.334579
448,-4.5931206,-0.8657131,-3.0479748,-1.6629262,-3.8228946,-3.6600564,-3.8426166,-0.5863464,-3.1600235,2.7983449
449,-4.0349774,-0.7639872,-3.1522396,-3.4405746,-3.5073123,-3.790267,2.4625573,-0.50265616,-3.074908,-4.0943336
450,-4.2510166,-3.187794,-1.5759029,-2.634407,-1.7303408,-3.7910438,2.2493546,-0.45091316,-3.3619194,-4.3870068
451,-2.8365612,-0.5356937,-3.4309857,-3.3420508,-3.3443677,-3.9159873,2.3425786,-0.58876145,-4.349311,-3.994747
452,2.2620132,-3.1184268,-1.4571439,-2.6418731,-3.4274719,-3.1556969,-3.331199,-0.42259517,-3.8492439,-4.5311756
453,-4.925722,-2.4293613,-2.6524024,-1.7389619,-3.120342,-4.347907,-3.8503804,-2.1632845,-3.4668725,2.5176222
454,-4.48398,-2.0741167,-1.6596327,-1.7375025,-4.1257014,2.82302,-4.5370946,-0.7570657,2.426417,-4.4629803
455,-5.2442045,-2.4109337,-3.4214313,-3.4734697,-3.604002,2.5173142,-3.3872476,-0.5829441,2.464729,-4.2372236
456,-4.9518065,-1.3912984,-2.805372,-4.7360315,-4.258131,-3.5028126,-3.8450851,-0.6758658,-3.8114507,2.662724
457,-4.9761314,-1.2839139,2.028925,-1.0633723,2.1610515,-4.0420103,-2.967674,-0.58073604,-3.0410004,-3.8302808
458,-4.628524,-3.0357332,-3.5896091,-2.4032016,-4.29072,1.8911655,-3.961257,-0.48899835,2.193168,-4.351005
459,2.4138944,-2.5452528,-1.1331669,-3.248076,-3.0724328,-3.3569107,-4.4654512,-0.5707038,-3.537604,-3.0973318
460,-3.776497,-3.3159633,2.236455,-3.318125,2.326028,-4.0569105,-2.715785,-0.50450236,-4.342261,-4.530489
461,-4.257308,-3.8154442,-3.5817611,-2.7167594,-3.1180227,2.4144342,-3.678116,-0.6992398,2.5818949,-3.866688
462,-3.2184207,-1.839967,1.8185523,-4.4148703,2.302612,-4.338314,-3.7518888,-2.531151,-4.1912184,-4.6357102
463,2.0558102,-0.3546598,-1.9551497,-2.4520993,-3.417452,-4.380974,-3.5585375,-0.42879474,-3.6906984,-3.8114643
464,-4.102207,-1.0862231,-3.0868423,-1.1316615,-2.4601912,-4.0592957,2.4285836,-0.6038775,-3.9931593,-4.4265223
465,2.056303,-0.6289216,-1.3179471,-2.0066404,-1.8118719,-3.7756944,-3.2726686,-0.520665,-4.129018,-3.608701
466,-3.3429656,-2.1019,-1.5708973,-1.8180951,-1.2919548,-3.9348018,2.5242276,-0.6650749,-3.644811,-4.413499
467,-4.497811,-3.7085407,-0.67335075,-1.8329903,-4.0557337,2.2817104,-4.03674,-0.5660091,2.3413496,-4.006759
468,-4.436911,-2.4054372,-4.433392,-3.1498091,-4.2638836,-3.2004352,-3.209521,-0.640501,-3.3190553,2.5010862
469,-4.87701,1.6170936,-2.4013116,2.087497,-3.7068653,-3.5166795,-3.9151864,-0.587104,-3.315962,-4.335253
470,-3.9182835,-1.8432349,1.9840899,-2.1695933,2.9104276,-3.7700033,-3.5531936,-0.8070691,-3.576072,-4.5013857
471,-3.356286,-0.9892189,-2.8797674,-1.758812,-2.3227425,-3.667543,2.513866,-0.6049225,-3.3957465,-4.624926
472,-4.428612,-2.9486701,-3.2256641,-2.8862453,-3.045798,-3.6921916,2.4680755,-0.50915176,-3.4177535,-4.704369
473,-4.7529182,-2.2352996,-2.0983663,-2.9040928,-3.22479,2.316326,-4.117399,-0.530902,2.2561262,-4.433899
474,-4.8348794,-4.6507354,-4.3263874,-3.406395,-3.968011,2.3659432,-3.8791208,-0.5116274,2.5272853,-4.811415
475,-4.4257836,-0.80393505,2.097965,-1.6078116,2.5002801,-3.558199,-3.110006,-3.0941873,-3.8111784,-4.3859234
476,-4.0307217,-3.9311051,-3.1558464,-3.7515755,-3.7277503,1.7052901,-4.121686,-0.46817458,2.162313,-3.689304
477,2.359443,-2.5790217,-0.24687326,-2.2738643,-1.608388,-3.9582012,-3.4957433,-0.51749885,-4.2189817,-4.5015626
478,-4.8990436,-3.5088341,-2.824207,-3.2957277,-1.4505565,1.6615961,-3.7875628,-0.57601595,1.7342069,-4.184477
479,-4.4417315,-1.2627571,-2.4333668,-3.3859026,-2.331236,-4.217518,2.5401425,-0.502705,-4.061451,-4.37862
480,-4.322529,1.6946692,-2.0387783,1.8688943,-3.0361109,-3.0661187,-3.2737882,-0.5186804,-3.5695238,-3.4040003
481,-4.0753202,2.18235,-1.9907931,2.4981263,-0.4360917,-3.215395,-3.4609492,-0.7669222,-3.788008,-3.960691
482,-4.626698,2.017667,-2.9975255,2.2019353,-2.8838968,-4.39575,-3.8872416,-0.7949983,-3.694361,-4.2929296
483,-4.151754,-0.4709288,2.0421774,-3.8289115,2.1320374,-3.5705433,-4.069993,-0.6695257,-3.67065,-4.07564
484,-4.9737835,-1.7205359,-2.8493893,-2.9628544,-3.48771,-4.021007,2.6994946,-0.67972136,-3.4639382,-4.342239
485,-4.3265257,1.4968399,-3.6862428,1.8916686,-2.8377552,-4.0877295,-4.0563097,-0.51501095,-3.831783,-4.712024
486,2.229905,-3.7858522,-3.1614847,-4.374819,-2.0026534,-3.5539958,-3.8758576,-0.50291884,-4.402444,-4.0381746
487,-4.8875885,-2.291811,-4.35221,-1.8935637,-5.038348,-3.1923726,-1.88841,-0.5569074,-4.067382,2.4198709
488,2.1267512,-3.544788,-2.029122,-1.6164246,-2.5285234,-3.037124,-3.8805094,-0.41823974,-2.9995775,-4.57965
489,-3.77474,-1.7125928,1.7748699,-4.0558767,2.2907476,-3.5431018,-1.7192942,-0.5681427,-4.030527,-4.4769497
490,-4.8422084,2.1344116,-3.6069672,2.5155807,-3.5024207,-3.3417125,-4.2483664,-2.0825987,-3.396843,-4.5491543
491,-4.333173,-4.5972185,2.0804303,-3.7848012,2.312124,-3.9996662,-3.4780266,-0.7012326,-3.9622953,-3.8536272
492,-5.070695,-3.3955042,-3.0726006,-1.4946404,-4.1387978,-4.0307493,2.8177981,-0.6798225,-3.3442454,-3.8275635
493,-5.479369,-3.6580088,1.9194944,-4.7785373,2.207137,-4.171324,-3.865908,-2.1028495,-4.2766886,-4.832721
494,-4.642829,-1.6138409,-2.5580306,-3.1080103,-3.2620373,-3.9689522,2.1892624,-0.6354295,-3.6300235,-4.6510773
495,-5.303726,-4.6410646,-3.977916,-4.35349,-4.8158793,1.9892879,-4.079425,-0.4520414,2.7293572,-4.4141726
496,-4.2991304,-2.5942743,-3.1785247,-4.00454,-1.935723,-3.6047068,1.8934336,-0.645501,-4.041772,-4.588994
497,-4.358371,-2.570985,-1.9840405,-2.6953642,-2.7924838,-4.1920485,2.229056,-0.47140262,-3.7242641,-3.9575384
498,-4.77377,-2.5253947,-1.9816238,-2.5026345,-3.869382,1.9225581,-3.969516,-0.49236107,1.9019411,-4.2177005
499,-5.042738,-2.659073,2.1076179,-3.2293289,2.4536085,-3.7738705,-3.5220203,-0.7055926,-4.312702,-4.5125866
500,-5.452997,-2.7840192,-0.7921405,-2.0423532,-2.2790778,-3.4945295,2.5200863,-0.63571537,-3.8391716,-5.0112076
501,-4.6552663,-3.0922027,-1.5722314,-2.8304873,-2.3875842,-4.11765,-3.8251133,-0.6947504,-3.3946097,2.495281
502,-4.7135034,-3.6569338,-2.704836,-2.8792355,-3.1140618,-4.041637,2.4075494,-0.5898597,-4.176548,-4.6541286
503,-4.9920583,-3.3082254,-3.815972,-3.2687626,-3.5952868,2.5094535,-4.5314713,-0.5224265,2.161931,-3.7004414
504,-4.915273,1.6910205,-3.3242664,1.8226614,-3.490397,-4.829718,-3.3361723,-1.5979986,-3.4593983,-4.1584606
505,-4.940344,-1.423796,2.2757442,-2.6796498,2.3218725,-3.4298022,-3.92442,-0.77733755,-4.765494,-4.895121
506,-4.0358167,-0.5745528,2.337171,-3.1114948,2.7128356,-4.4632573,-4.25945,-0.97178656,-4.092683,-4.33912
507,-4.363143,-0.35516202,-1.3180645,-1.6735226,-2.1505966,-4.266825,2.7785594,-0.6935582,-3.759616,-4.8063927
508,-4.6464696,-2.1964989,-3.7823513,-4.1571755,-3.2935622,1.6154215,-4.8112807,-0.6003085,2.713282,-4.068779
509,-5.0768976,-1.7863467,-3.14172,-2.7406428,-4.286401,2.2770305,-4.7470026,-0.8052256,2.4105425,-3.87402
510,2.5144517,-2.1026754,-3.0311644,-3.9356983,-2.8878593,-3.4470246,-2.3591228,-0.53403336,-3.4320877,-3.5605555
511,-4.4118285,-3.1407773,-0.9371836,-3.1950514,-2.09836,2.0323837,-3.7087076,-0.3836254,2.5113242,-4.145457
512,-5.1521235,-2.4344306,-3.1587646,-3.7559352,-2.7958612,1.7614574,-4.617962,-0.475036,2.296757,-4.1253633
513,2.2657084,-2.4507093,-2.435577,-2.9084299,-1.7369629,-3.929198,-4.280986,-0.4654957,-4.0499783,-4.0758085
514,2.457142,-2.2370634,-2.8138752,-3.5184286,-3.419502,-3.9208393,-3.2101047,-0.524739,-3.7695236,-4.05007
515,-3.2370963,-3.7114902,-3.1875365,-2.0622537,-3.873996,2.4224796,-4.029851,-0.63075995,2.4865339,-3.699196
516,-4.2049637,1.4943922,-3.4789968,1.7599723,-4.2014904,-4.7611914,-3.7837558,-0.5522118,-4.1303406,-3.915655
517,-5.09574,-4.1975036,-1.7070342,-2.9005752,-2.215757,2.0258286,-3.2523,-0.46976274,2.2113764,-4.4128494
518,2.1056745,-2.2856503,-1.9391223,-2.0882325,-2.6993442,-3.4642599,-3.8980498,-0.3875248,-3.3905346,-3.978753
519,-2.2610636,1.9696224,-2.1539574,2.357781,-2.8710523,-3.9249449,-3.0320823,-0.7479177,-4.2096167,-4.394128
520,-4.532448,1.8943472,-1.6420034,2.105703,-2.3844235,-4.114191,-3.2653422,-0.61494076,-3.9861195,-4.216099
521,-5.0090547,1.8068774,-3.9933386,2.227761,-3.1793516,-4.4150734,-3.6952326,-0.6434705,-4.2571945,-4.4928346
522,2.040808,-1.4678988,-2.0066333,-3.2500443,-1.2154529,-3.8862796,-3.3923287,-0.45456612,-4.182399,-4.444511
523,-4.732406,-2.102377,-1.686093,-3.8902786,-3.0894501,-4.1873164,2.2443783,-0.45369428,-4.0800357,-4.319441
524,-4.9124727,-2.1257062,-3.698501,-4.3176556,-2.9944394,-3.7049627,-3.1830304,-0.59583986,-3.8413615,2.4763246
525,2.4688044,-3.644676,-1.7046436,-2.709958,-4.098999,-3.9519508,-3.9305477,-0.560334,-3.9328482,-3.8938744
526,-3.9730606,-0.6893383,1.9289694,-2.6374404,2.203945,-4.070347,-3.1485832,-0.5906557,-3.5722206,-4.6319714
527,2.2297173,-1.7105236,-3.0087414,-2.596507,-3.4937727,-3.6891603,-2.2180524,-0.5277979,-3.857644,-4.4873495
528,-3.9690876,-2.7714684,-1.3595755,-3.489702,-2.6865642,1.6885602,-3.7637925,-0.64922565,2.3150897,-4.429388
529,-4.433913,-2.1231642,-4.2739,-1.611372,-3.659716,-3.8920093,2.3406894,-0.48073548,-4.003065,-4.0046425
530,1.9973671,-3.581183,-1.6261607,-2.9202342,-1.7401707,-3.1778882,-3.6695516,-0.4276916,-3.9431996,-4.2262897
531,-4.599021,-2.473702,-3.4419713,-3.4605918,-2.9221442,2.0078745,-4.3933544,-0.6607287,2.5363457,-4.2152467
532,-3.740799,-1.3723147,1.9098907,-2.0651045,2.238763,-4.506461,-3.07078,-0.64745647,-3.718396,-4.1945333
533,-4.8808813,-1.0970464,-3.2830935,-2.886342,-3.2089942,2.7297325,-3.6360626,-0.59035003,2.032322,-3.2584915
534,-4.8774204,-2.7076573,-4.63357,-2.7582884,-4.3040032,-4.234123,-3.6424482,-0.799162,-3.2543812,2.7300134
535,-3.0681617,-2.6951787,-3.770295,-2.1938012,-4.1365194,1.7986162,-4.3946705,-0.59827214,2.24151,-4.1936045
536,-4.7054915,-3.4249284,-4.0361986,-3.1306043,-4.323803,2.5137758,-4.342433,-0.56204206,2.190136,-4.642976
537,-4.8813133,-2.8720033,-2.6950524,-3.2606792,-1.9452055,-4.237645,2.4295418,-0.5855045,-3.9775434,-4.5549054
538,-4.640918,-2.6714015,-1.6812104,-2.9191873,-3.3193412,-3.9400382,2.5367641,-0.6138532,-2.3679404,-4.376851
539,-5.119758,-1.7135472,-4.321865,-2.2995548,-4.0339384,2.3753269,-4.19013,-0.7148342,2.1425,-5.1954055
540,2.1433623,-2.0252893,-0.9915819,-3.8136547,-2.8539784,-3.8864024,-3.4584408,-0.4822858,-4.1521,-4.4167852
541,-5.0452485,-1.4785792,-3.0946817,-1.5723462,-3.628074,-3.355524,2.2944827,-0.46363065,-3.497064,-4.289025
542,-4.8368587,-0.3531543,-2.8919709,-1.684377,-2.4313674,-3.8209846,2.0921485,-0.5571632,-3.9693055,-4.421314
543,-4.503568,-3.5282435,-3.4668102,-3.100061,-3.2382119,2.4586997,-3.8930457,-0.46047664,2.1528666,-4.7544355
544,-3.4367385,-0.16127315,-0.6265963,-0.4444905,-2.4520605,-3.8817246,2.4296844,-0.63375986,-4.0946527,-4.660155
545,-3.8658087,-0.911304,-2.590501,-3.406555,-2.9021013,2.6682713,-3.1096456,-0.6233909,2.2667198,-3.813368
546,-4.8362327,-1.9840959,1.7083359,-2.8033476,2.2044535,-3.9342723,-3.4357076,-0.4921068,-3.3658323,-4.5493565
547,-4.1306686,-3.5785875,-1.911323,-3.7453487,-1.8326359,2.3053422,-4.2974734,-0.87597084,2.1895177,-5.097511
548,-4.5318627,1.8333559,-2.7190413,2.3330848,-3.8943655,-4.5193634,-4.1576805,-0.8519062,-4.5297856,-4.2509375
549,-1.6532032,-0.8539084,2.055682,-3.5235705,2.3907797,-4.3537645,-2.8365195,-0.6836119,-3.7557242,-4.5766535
550,-4.9818935,-1.7903504,-3.7894506,-4.179867,-3.9538662,-3.2443237,-2.7026114,-0.4791038,-4.079156,2.5696168
551,-4.344159,-0.30816343,-2.8041945,-3.3821082,-3.2724218,-3.8311396,2.5967526,-0.645917,-2.4115262,-4.293347
552,-4.148654,-4.117372,1.8339965,-2.0474713,2.232478,-3.8023937,-2.9269717,-0.5663375,-4.2834263,-3.9010415
553,-5.057266,-1.8793743,-2.9502559,-4.308123,-2.4807017,2.37716,-4.3368273,-0.61783296,1.1003168,-4.292264
554,-4.4875584,-1.3314514,-3.877441,-2.4544783,-4.102806,-3.9574099,-3.2705853,-1.1450436,-3.3600814,2.6292355
555,-4.522765,-1.3530245,1.8860378,-3.940922,2.3327162,-3.5040455,-3.55541,-0.61119074,-4.03587,-4.672737
556,-4.7660203,-2.0240736,-2.1146517,-4.311059,-3.1327233,2.2501562,-3.90458,-0.5174646,2.27477,-4.288471
557,-4.832018,-2.250372,-0.70237786,-1.7446091,-2.7162423,2.0474353,-4.3010535,-0.48548657,2.3473883,-4.308755
558,-4.3536053,-2.8855815,-0.7413128,-3.6395159,-2.6537123,2.2547927,-4.498857,-0.63255775,2.5307834,-4.368753
559,-5.2223067,-1.3872669,-4.758179,-4.1679754,-4.0198345,2.2729964,-4.6172004,-0.5122645,2.1924329,-3.8335283
560,-4.688347,-1.2502129,-3.7577646,-3.6118755,-2.9249902,-3.52897,-3.2510169,-0.5863438,-3.8190663,2.578594
561,1.8126814,-2.6755939,-2.5449219,-2.8629887,-2.876918,-3.667164,-4.161382,-0.41076347,-3.5636415,-3.421467
562,2.3782604,-1.7843685,-0.802854,-4.6384153,-3.466598,-4.214291,-3.1558354,-0.46531624,-4.0330606,-3.2578
563,-4.5649257,1.6037655,-2.8322895,1.741781,-3.5120277,-4.1181164,-3.404007,-0.5054194,-4.0059776,-4.9509554
564,-4.462292,-2.1594725,-2.54559,-2.1828666,-4.308203,2.5183194,-3.8492744,-0.65183794,1.0166178,-4.0406704
565,-4.444341,-1.8981982,-1.8086045,-3.1811554,-3.2867267,-3.8462217,-3.4057424,-0.5461277,-3.6790373,2.5691137
566,-3.7418003,-0.7577136,-4.761221,-3.782047,-4.4640684,2.4326284,-3.39754,-0.5896555,2.554526,-3.9238603
567,-5.0293207,-2.2069218,1.6864142,-0.5341655,2.3785923,-3.2725322,-4.166519,-0.69175583,-3.018416,-4.168277
568,-3.956734,1.8897755,-1.5746727,2.0218365,-3.2433012,-3.8552637,-4.0642357,-3.6188803,-4.040178,-3.6980717
569,2.3126993,-1.6598955,-0.013305008,-2.5723526,-2.8752437,-4.112158,-4.0690727,-0.6344312,-3.7769578,-3.8466215
570,-4.750702,-2.833589,-4.2138624,-2.4085407,-3.6348975,2.705471,-3.884915,-0.61953366,2.4701738,-4.032358
571,-4.6759744,-3.3236296,-3.9187484,-2.4117417,-3.912823,-3.8983305,-3.3612769,-0.32849193,-3.2324815,2.584629
572,-4.496504,-3.3140638,-3.4890509,-2.6999426,-3.880298,-4.353365,-3.596085,-0.6506139,-4.0236025,2.5649562
573,-4.984209,-3.6288939,-1.8109874,-2.6092064,-3.4159882,2.3038988,-3.9967172,-0.55344105,2.5632553,-4.7639675
574,-5.211506,-3.504317,-3.8724086,-3.0638094,-4.4343023,2.195779,-3.8232276,0.12562507,2.4778275,-4.376792
575,-5.39788,-3.8919613,-2.9070144,-1.9557139,-4.1657505,-2.9774983,-3.7747872,-0.55223316,-3.2925954,2.5716503
576,-4.5632076,-0.95810163,2.2446554,-1.1882554,2.465985,-3.745836,-3.1542068,-0.60442334,-3.666288,-4.578988
577,-2.312904,-2.2264988,-1.7770858,-1.7248244,-2.7970562,-3.6700914,2.5602572,-0.669746,-3.4507146,-4.2712793
578,-4.96046,-2.9367352,-1.606689,-2.811723,-2.8412123,-3.4219098,-3.9222074,-0.6465085,-4.0224285,2.57969
579,-4.2811327,-3.5750084,-2.105218,-3.092912,-1.8619902,-3.6464345,2.325826,-0.45064676,-2.4989808,-4.15001
580,-4.787855,-3.2989562,-3.9786108,-3.1102905,-3.780453,2.4599693,-4.571394,-0.5478925,2.5497222,-4.53533
581,-4.1086016,-2.9414053,-3.0190473,-3.698413,-2.1523638,-4.103115,2.394445,-0.44306102,-3.587541,-4.015212
582,2.429069,-2.8661163,-2.0384393,-0.96724206,-3.3699305,-3.9559517,-3.1237829,-0.47505006,-3.8294475,-3.9582655
583,-5.3100595,-0.94479144,-2.6039822,-2.2654164,-3.567749,-3.0096292,-4.20994,-0.60017335,-3.5141783,2.67394
584,-4.2785335,1.8095913,-0.9958539,2.0204008,-3.7243812,-4.1669464,-4.058077,-0.5991265,-4.3195515,-4.2559814
585,-4.9166083,1.8104322,-2.2703772,2.2839952,-2.582508,-4.6163735,-4.1535215,-2.7732708,-4.559046,-4.621343
586,2.4141943,-1.1158122,-1.8938626,-1.6866301,-2.7887182,-4.1203127,-3.4571838,-0.56731194,-3.8607936,-4.3444195
587,-2.5989494,-0.8789002,1.9018438,-1.1957788,2.1503518,-4.1257215,-3.4476116,-1.4668565,-4.108942,-4.350884
588,2.5318487,-4.049411,-1.1474872,-1.7113068,-1.847651,-3.4620953,-3.0499706,-0.57265306,-3.7885435,-4.058978
589,-5.1541142,-3.0720494,-3.197916,-1.9783815,-3.2903442,-4.0721045,-2.3347301,-0.6457441,-2.843295,2.440036
590,-4.3945603,-1.4755852,-2.420683,-3.8674145,-3.5808043,2.3707006,-3.297276,-0.4427477,2.4275064,-3.7578359
591,-4.716538,-4.757507,-3.662539,-3.8401887,-2.9607322,-3.3571575,-3.591653,-0.5971215,-3.8978689,2.5187893
592,-4.7106385,-3.121346,-2.1129498,-0.9725823,-3.2124636,2.052356,-4.0157013,-0.52608716,2.4855652,-4.7203245
593,-2.5805297,-0.7662446,2.2593327,-3.048938,2.1700802,-4.2624607,-3.778805,-0.6783844,-3.2925057,-4.493187
594,-4.24215,-0.47300997,-1.5589612,-3.0808673,-2.5491045,1.9801972,-3.7410555,-0.46324027,2.2138357,-3.685736
595,-4.6594763,-3.8936074,1.8758287,-1.3019366,2.267517,-4.1842213,-3.3851013,-0.5859034,-4.0899544,-4.539751
596,2.2907944,-0.5539102,-2.4181867,-3.4576902,-2.1731253,-3.1620617,-2.7380683,-0.5089414,-3.3807118,-4.1140957
597,-4.059209,-1.4776554,-3.1057384,-2.8922684,-3.5275238,-3.6721795,2.2316978,-0.5237541,-3.676297,-3.924257
598,-5.5637197,-2.338653,-1.1113862,-2.86562,-1.3839092,-3.5987132,-4.297602,-0.93920547,-4.1405797,2.8975346
599,-4.8977733,-1.162458,-2.0239177,-3.148815,-2.6417189,1.8691757,-4.191201,-0.47919288,2.6498978,-4.263357
600,-5.254935,-3.2787,-4.570735,-4.0188313,-3.9528475,-2.9291322,-3.7434504,-3.2270262,-3.7977414,2.652971
601,-2.983762,-2.978093,-0.61004484,-3.3979158,-2.2027912,-3.6324959,2.2594397,-0.56243557,-3.704506,-3.824223
602,-5.0498166,-1.8367534,-1.8475381,-3.036697,-2.5383382,-3.8416712,2.4594064,-0.56350386,-3.8609805,-4.1441727
603,-4.112455,1.7536707,-2.402831,2.041878,-2.9491422,-3.1312273,-3.512721,-0.6035687,-3.9018743,-2.803766
