,Shared topic 2,Shared topic 3,Shared topic 6,Shared topic 7,Shared topic 10,Transcriptomics private topic 3,Transcriptomics private topic 6,Transcriptomics private topic 8,Transcriptomics private topic 9,Transcriptomics private topic 10
194,2.1428096,-3.4173892,-2.520426,-2.7408583,-3.64769,-3.9705234,-3.4144015,-0.37274504,-4.0866213,-3.769468
195,-4.350919,-1.80907,-4.00039,-2.992992,-3.116123,-3.9422376,2.415834,-0.54378736,-3.8270001,-4.299488
196,-4.8622417,-3.349463,-2.3530188,-3.4371247,-2.6311224,1.9732628,-4.444352,-0.4390202,2.411366,-3.9993227
197,2.3154294,-1.4594773,-3.8072712,-3.8854783,-3.7482512,-3.7596626,-3.9512362,-0.58775723,-4.0777893,-4.6260276
198,-3.346865,-1.773077,-1.1245768,-2.0368562,-2.8604944,-3.7875106,2.3418686,-0.6063599,-4.030828,-4.109865
199,-5.2516603,-2.383071,-3.1449442,-3.4891057,-4.4894133,2.3087814,-3.7980895,-0.6933607,2.812106,-4.368239
200,-4.0369725,1.8310204,-3.9372709,1.8014352,-4.4429407,-3.9449818,-4.273794,-0.56225866,-3.8992898,-3.9663503
201,-3.9020202,-1.4219247,-2.068949,-2.854678,-3.4475667,-3.3683715,2.2014773,-0.66791105,-3.8264573,-4.0886116
202,2.0296783,-2.9653325,-2.1881292,-1.5182823,-2.6614933,-3.7618268,-2.9018314,-0.4448533,-3.4656405,-4.399226
203,-4.8476205,-2.4271033,-2.8637233,-3.2374613,-2.3033817,-3.0310378,-3.796726,-0.6791075,-3.8830411,2.427254
204,-3.8165932,1.7467353,-2.01332,2.0641294,-4.469822,-3.99034,-3.9355454,-0.57383585,-3.6477952,-4.1827946
205,-5.6846848,-1.7731684,-0.73287326,-3.355376,-3.1135547,2.3414862,-4.289118,-0.6252698,2.538311,-4.2405825
206,-4.8466363,-2.707148,-2.340504,-3.178223,-2.7058845,2.767106,-4.562862,-0.6300956,2.5371413,-4.715977
207,-4.9513063,1.5600114,-2.0449872,1.8139133,-2.461041,-4.4604263,-3.6990123,-0.91506475,-3.917041,-4.30169
208,2.2693942,-2.6740458,-1.9975213,-1.70819,-3.4676144,-3.7141902,-4.013177,-0.4907952,-3.4807785,-4.378817
209,-4.588891,-1.1060503,2.3695588,-2.25106,2.1216788,-3.7672756,-3.543505,-0.7396415,-4.3761864,-4.044416
210,-3.3069832,-2.142863,1.6476309,-2.046637,2.2474713,-3.9404292,-3.7171106,-0.599241,-4.007637,-4.0052423
211,-4.6351924,1.8528454,-2.5288045,2.0861044,-3.4276726,-3.6916182,-3.4277039,-0.63458675,-4.0691,-4.679914
212,-4.0207443,1.9984908,-3.3385532,2.337056,-2.945825,-4.7820544,-4.0290585,-0.80702204,-4.4356685,-4.9496045
213,-5.030341,-3.1359026,1.8187594,-2.3252304,2.1519787,-4.2458124,-4.4547377,-4.1973333,-3.189175,-4.428651
214,2.5493445,-2.1996882,-4.139336,-2.936884,-3.7102077,-4.4666815,-1.5282841,-0.5601373,-4.7299037,-3.9725842
215,-5.400652,-3.7015333,2.2304316,-3.196787,2.1838026,-4.073656,-3.4666526,-0.6113914,-3.310089,-4.281515
216,-4.8524065,-2.3340716,-3.1826243,-3.1372297,-2.372649,2.4844317,-3.7347507,-0.6728077,2.4931056,-4.7737036
217,-4.9850826,-3.091496,-2.778007,-4.034792,-3.726888,2.3433537,-3.8938866,-0.56174904,2.353617,-4.6114745
218,2.6217458,-1.9922155,-2.5786836,-3.6042562,-3.7764523,-4.043771,-3.5375414,-0.7456971,-4.2727413,-4.5633926
219,-3.2777264,-2.39498,-2.4819908,-1.25246,-2.3186479,-3.6811445,2.5216298,-0.67150366,-3.4580355,-4.596713
220,-4.744884,-3.4507284,1.9802163,-2.8339887,1.9724066,-4.3238306,-3.1844504,-0.629016,-3.5750043,-4.688034
221,-4.4422593,-2.004803,1.8066685,-2.5054283,2.3910072,-4.0167384,-3.6481647,-0.56896454,-4.598531,-4.3676214
222,-5.134302,-2.6638136,2.016011,-2.305509,2.318468,-3.9397745,-4.059392,-0.55286205,-3.9450662,-4.5670943
223,-4.420731,-2.9300795,-2.9770706,-2.8296406,-3.631011,2.2339454,-4.7710915,-0.4816433,2.0924647,-4.5861483
224,-5.4227815,-3.3669295,-3.0071714,-4.1329784,-4.5776753,-3.4921665,-3.2701874,-0.5908494,-4.3862877,2.598649
225,-4.1557465,-2.6189668,-2.4651868,-3.2921593,-3.5426154,2.1601672,-4.2180405,-0.558004,2.4379728,-4.241722
226,-4.5942616,2.0358734,-2.2130313,2.5209699,-2.804739,-4.500923,-2.4217815,-0.79452366,-4.2756786,-4.5002527
227,-5.131886,-4.1757107,-2.5762076,-2.0948439,-4.810161,2.5194867,-3.5300226,-0.53650534,2.4379787,-4.2439947
228,-4.770408,-1.9064895,-1.2088822,-2.734437,-0.93774915,-4.2208242,2.6569254,-0.3985477,-3.4326785,-4.451913
229,2.6632285,-2.0225,-0.9731764,-1.985229,-2.312038,-4.065055,-3.3621342,-0.62158525,-3.9589896,-4.5109186
230,-4.6282635,-0.26382744,1.9462085,-3.0850506,2.5181642,-4.1267433,-3.8243105,-0.77741516,-2.773316,-4.339016
231,2.3548896,-0.93154603,-1.0788951,-3.5303693,-1.9759222,-2.9217246,-3.585149,-0.59287864,-4.000435,-4.126979
232,-4.355695,-1.2746758,1.9357829,-3.972922,2.3800712,-2.7296674,-4.256978,-0.60176086,-4.2334433,-4.299235
233,-4.5975122,-4.218544,-3.0999072,-2.640504,-3.7123055,2.4880989,-4.248795,-0.6544622,2.3364673,-3.7884517
234,-4.595465,-2.474621,-4.069948,-3.0399604,-4.198262,-3.2301009,-3.6472895,-0.9719634,-4.076865,2.9163015
235,-4.1573405,1.5488296,-3.0539272,1.8422601,-2.5526679,-4.238882,-3.4364257,-0.60077953,-3.6695602,-4.1558495
236,-4.4991875,-4.859264,-3.65324,-1.7876635,-2.050826,2.148652,-3.9036222,-0.7171885,2.7178311,-4.0887184
237,-5.2789125,-1.363387,-4.5954056,-4.214445,-2.875548,1.9325278,-3.510998,-0.51676416,2.2187922,-4.523504
238,-3.7474942,-0.8017415,-4.3491235,-4.2604685,-2.9167216,-3.5621197,-3.2886598,-0.638743,-4.0022507,2.7216978
239,-4.1025715,1.9765608,-2.1872306,1.8469973,-3.0344026,-4.020236,-3.7318132,-0.64066154,-4.6837907,-4.168499
240,-5.127547,1.4132341,-2.6155574,1.8767843,-2.5985236,-3.9301078,-2.2709122,-0.5253876,-3.3046496,-4.3261623
241,-4.515115,-0.07136911,1.7952247,-1.0788695,2.5237672,-3.9668067,-3.4576066,-0.7960955,-4.202237,-4.196754
242,-4.2691565,-2.3344026,2.1557293,-2.5932112,2.5283391,-3.476144,-2.5787501,-0.76108074,-4.28526,-2.799693
243,-3.3722358,-2.0954685,-1.9514624,-2.3161087,-2.349183,-3.5965648,2.2664552,-0.7099305,-3.853686,-4.463746
244,2.218943,-3.13669,-2.8127384,-3.3447187,-3.4930391,-4.422314,-3.7287724,-0.5887773,-3.384668,-4.4634123
245,-3.5491037,-1.5721409,1.954802,-2.689787,2.434421,-4.3997507,-3.5683668,-0.6556044,-3.5680804,-4.4550457
246,-4.1146975,-2.467909,-3.2597446,-2.3258986,-3.6921837,2.1008303,-3.7033145,-0.43342093,2.0906954,-4.096794
247,-3.7355158,1.8343999,-1.3660004,2.114152,-3.0559692,-4.2458744,-3.0837245,-0.5943292,-3.960504,-4.5550947
248,-5.3248525,-1.383075,-4.9050846,-3.1910794,-4.422448,-3.2288516,-3.1330054,-0.50683963,-3.436331,2.6225271
249,-3.3540661,-2.9000964,2.1306462,-2.7016237,1.976335,-3.9421384,-3.7042835,-0.6725669,-3.6126728,-4.315102
250,-4.683061,-0.9437907,-4.8018527,-4.1779766,-3.8335197,2.1648622,-4.250367,-0.4813861,2.156705,-3.6545024
251,-4.4212146,-0.68374956,2.0300047,-2.9318082,2.2657855,-3.4398417,-4.5212574,-2.2462893,-4.1762085,-4.4256797
252,-5.619953,-1.4322147,-4.101572,-4.282769,-2.734087,-3.551828,-3.0735345,-0.787203,-3.7558293,3.0355446
253,-3.444661,-0.3696307,2.2748263,-1.4784069,2.10172,-3.2545323,-2.9907486,-0.7472409,-4.180421,-3.6092687
254,2.435629,-1.7615631,-2.3791895,-1.6686249,-2.9666605,-3.589374,-3.9535985,-0.59682417,-3.7258337,-3.921434
255,-3.9327526,-0.8764852,-2.7296646,-0.59868735,-2.00387,-3.5438082,2.0982862,-0.54900914,-3.4551797,-4.226791
256,-5.315324,-3.4768841,-4.1077094,-3.5930917,-4.5847535,-4.187519,-3.0785909,-0.58381647,-3.2871263,2.3990538
257,-4.2156696,-4.113467,-4.1818724,-3.0564415,-2.3652806,1.9480584,-4.3967886,-0.5803416,2.3375251,-3.9012358
258,-3.139192,-1.0539374,-3.154125,-3.1483471,-2.3493981,-3.438705,2.4044752,-0.54539126,-3.8314254,-4.154045
259,2.305724,-3.6318254,-2.059622,-2.1803198,-3.0739796,-3.5579104,-3.8073883,-0.46362403,-3.6736796,-3.7426372
260,-4.16175,1.7730815,-1.699863,2.1537771,-3.6766577,-3.1493154,-3.282197,-0.8174002,-4.1895914,-4.509446
261,-2.921944,-2.800897,2.2313077,-2.6030335,2.5122774,-3.397605,-3.327807,-0.6753973,-4.3606625,-4.0458817
262,-4.8998003,-1.9001987,-2.3855624,-2.0126948,-2.879291,2.0593755,-4.7095175,-0.5696254,2.7562406,-3.5299273
263,-4.076914,-2.1489477,-2.6627917,-3.4435337,-2.788549,2.5555959,-4.0942,-0.6305921,2.093482,-4.474508
264,-4.6883955,-0.45895123,-3.6855466,-3.5916243,-2.4556465,-3.7700229,-3.740963,-0.58200425,-3.4575877,2.598484
265,2.300441,-3.487585,-0.04102105,-1.6558372,-1.2602448,-3.8725638,-3.9951825,-0.6021785,-3.5759368,-4.095043
266,-3.290971,1.7645135,-2.1570978,1.9693654,-3.8239503,-3.6580172,-4.173703,-0.50389975,-4.0855675,-4.3159094
267,-4.996012,-0.97742903,-2.9745426,-2.2733269,-2.5167518,-3.4741137,2.6701224,-0.49606222,-4.384137,-4.5756955
268,-3.8556678,-1.3060733,-3.6137464,-2.6380227,-3.699728,2.4814475,-3.883105,-0.6656778,2.3544185,-4.9768414
269,-4.9447417,-2.9986057,-2.5341349,-2.1530216,-2.9908748,-3.4730864,-2.1032338,-0.5310132,-3.7864926,2.2868898
270,-4.1675167,-2.786487,-3.802691,-2.5853379,-3.905833,1.8787246,-3.6232345,-0.51379454,2.5620413,-4.742525
271,-4.623294,-4.137966,1.891752,-3.8868253,2.481223,-4.108042,-3.1495175,-0.6348128,-4.1230755,-4.4964786
272,-5.277105,-2.784773,-3.7368064,-0.93432826,-3.855729,-4.2393346,2.4654133,-0.49663556,-3.7388546,-3.7792964
273,-3.3997202,-2.2299347,2.012825,-2.8221176,2.0370893,-4.105084,-3.3104599,-0.57029855,-3.6216269,-4.868328
274,-4.275573,1.930913,-2.756292,2.2306607,-2.8339782,-3.934835,-2.598102,-0.6798332,-3.7080026,-4.421212
275,-4.089484,-3.411844,-3.8051035,-3.9410276,-3.3212752,2.2271574,-3.0213566,-0.74795765,2.415951,-4.3651695
276,-4.8142786,-2.238698,-1.8238627,-3.905166,-1.8953047,-3.5009725,-2.8819573,-0.58648014,-3.4192793,2.5319216
277,-4.673644,1.9470992,-2.2394636,2.2575114,-2.9133613,-4.467474,-4.0469036,-0.67398137,-4.1815605,-4.5161514
278,2.145396,-1.0626335,-3.0589778,-1.386929,-4.305435,-3.5645173,-1.2118642,-0.55710614,-4.240472,-4.209657
279,-4.8202734,-0.5537329,2.0944498,-1.1007243,2.1394982,-4.2369556,-3.96744,-0.633987,-4.6103687,-4.14993
280,-4.315694,-3.2380197,-3.1785474,-4.406854,-3.6344047,2.056893,-4.0048075,-0.49399507,2.324289,-4.412074
281,2.3945365,-3.6135135,-1.3397086,-2.092412,-2.3027375,-3.833522,-4.0378156,-0.5062553,-3.3989434,-4.0142536
282,1.9840136,-1.6727759,-4.0780106,-2.1346047,-3.943758,-3.649583,-3.5387557,-0.449485,-3.37173,-4.5390224
283,-4.9237685,1.672554,-4.5635796,1.9429393,-4.2951813,-4.0469,-1.4436989,-0.59617686,-3.6853948,-4.7360115
284,-3.5774608,-1.1501726,-2.2108436,-3.640973,-3.5634747,-3.226854,-3.3067648,-0.5479818,-3.195282,2.4651334
285,-2.652083,1.9745598,-2.690813,2.4130054,-2.2916336,-3.8228958,-2.7799656,-0.7746896,-4.5290985,-4.473322
286,2.0298803,-2.1626291,-1.7228256,-1.571414,-1.8559701,-4.0526547,-3.054393,-0.4931486,-3.8249762,-3.285555
287,-5.3186474,-2.061257,-4.2185254,-1.7000722,-4.412262,1.9223578,-2.7076237,-0.3955877,1.9187138,-4.913657
288,-3.807506,2.0653036,-1.571517,2.3481495,-2.3825214,-3.2365386,-4.027522,-0.72951275,-3.2496772,-4.230322
289,2.4368591,-2.7136736,-0.9290736,-3.0662837,-3.2580261,-4.212114,-3.0115669,-0.6737907,-3.7618763,-4.280923
290,2.460667,-2.2522182,-1.9623028,-2.7484047,-2.1887016,-3.70869,-3.6473205,-0.51670164,-3.5799365,-4.4095554
291,-4.1851816,-0.9078772,-1.5289848,-2.3891335,-2.3776,-3.6986806,2.2466426,-0.46192312,-3.81514,-4.5568657
292,-3.6524143,1.6564302,-4.028695,1.9607716,-3.4024825,-4.177964,-3.2911727,-0.5630014,-4.0051584,-3.9522927
293,-3.9534142,-1.3512166,1.5695975,-4.3413076,2.4926107,-4.1753573,-3.6644752,-0.5772671,-4.020267,-4.771926
294,-4.075424,-3.0192938,-2.1259186,-3.243022,-4.1699076,2.3221018,-4.1681566,-0.58872885,2.027438,-4.749402
295,-4.8917146,1.9604697,-3.4452589,2.1546714,-3.9915192,-3.8694136,-3.6004934,-3.661651,-3.798672,-4.73971
296,-3.5782537,-0.74325126,1.6626949,-4.5240593,2.4371483,-3.5166605,-2.6713758,-0.5738833,-4.1814404,-4.0632014
297,-4.3835444,-1.786289,-1.1425103,-1.8338178,-2.9017186,-4.4682093,2.0843306,-0.5521041,-3.929618,-4.605729
298,-4.5122724,-2.8718762,-2.3935575,-1.173618,-3.271743,2.11689,-4.447071,-0.47998297,2.120677,-4.273251
299,2.2858093,-0.6992775,-1.1878159,-3.4368725,-2.5779846,-4.6704035,-2.757158,-0.5303199,-4.5141153,-3.263037
300,-4.5192165,1.5991693,-2.8274763,2.1266525,-2.9592135,-3.7838125,-3.3138053,-0.5632325,-4.008071,-3.7924306
301,-3.7602546,-1.1554812,-2.9578218,-3.6055171,-3.891899,2.3528543,-3.3652036,-0.6926029,2.1298923,-4.6976814
302,2.3670714,-1.6755917,-2.8971984,-3.253339,-3.8048766,-4.309926,-3.7253056,-0.5187799,-3.3864472,-4.440402
303,2.103007,-1.2274959,-2.7639792,-3.018859,-2.8614116,-2.7869973,-3.3131378,-0.5079076,-2.4516811,-4.4155855
304,-4.215088,-1.5028086,-2.2264185,-4.150717,-2.646163,-3.8209348,2.3026981,-0.5085995,-3.489874,-3.970966
305,2.320379,-1.6784971,-2.8468683,-1.3534002,-2.7988873,-3.6791377,-2.9877532,-0.50537497,-3.612936,-4.021557
306,-5.32122,-0.81925535,-4.108061,-3.7087624,-3.2405164,-3.2053502,-3.6184108,-0.53921646,-3.3545935,2.4355803
307,-3.1219316,-0.84835905,-2.4779303,-1.6580168,-2.2234364,-2.6479104,2.2817395,-0.51638484,-2.9126234,-3.9452379
308,-4.0802155,1.8824611,-2.613151,2.1851938,-3.3352451,-4.126503,-2.713785,-0.7143827,-3.5650477,-4.073815
309,-4.7492065,2.0470679,-4.6743894,1.8978345,-2.3261995,-3.775473,-4.305587,-0.6554718,-3.4288895,-4.3405094
310,-4.3170395,-3.6930552,-4.397314,-3.6511383,-4.4823427,-4.1540303,-3.9934804,-0.90636873,-3.5699203,3.00426
311,-3.221642,-0.45261067,-3.9336848,-2.3209143,-3.7908745,-3.6021516,-3.1510715,-0.7166143,-3.3234787,2.840184
312,-3.9790282,1.8407993,-2.9086015,2.0557928,-3.5536437,-3.1235304,-3.426948,-0.6181659,-3.8439198,-3.7755797
313,-5.3722243,-2.5764062,-4.056251,-3.8386848,-3.234551,-3.4137378,-3.754345,-0.52553844,-3.706936,2.6665428
314,-4.948182,-2.1107397,-1.1359406,-2.57689,-2.839839,-4.45338,2.2905247,-0.51923096,-4.101539,-4.6825943
315,-3.44698,-0.32994854,1.9845166,-3.3315427,2.1458573,-3.5172503,-2.8436897,-0.6158976,-4.0107775,-4.4929256
316,-3.2507691,1.750335,-1.7137662,2.0578935,-3.682554,-4.1185107,-4.135543,-0.5298266,-3.9695303,-4.202854
317,-4.995437,-4.0608964,2.0792027,-4.4214745,2.2728713,-3.3716252,-3.7409527,-0.5460503,-4.5701857,-3.287415
318,-4.6501985,-1.5055394,-3.711914,-4.7955112,-4.28725,2.3468306,-4.166109,-0.5925527,2.5535996,-4.2339344
319,-4.572179,1.9374013,-2.6234818,2.2704396,-2.8910902,-4.599635,-3.9721746,-0.72328585,-3.8414986,-4.701912
320,-4.302029,-4.678246,-4.648439,-4.291032,-3.5945334,-3.8594666,-3.9966543,-0.5425487,-3.9518788,2.5740025
321,-2.9607713,-0.5272453,2.244344,-4.057283,2.0434468,-3.6225002,-2.6447039,-0.77942437,-3.5449822,-3.8049076
322,2.4366422,-2.7226877,-1.8574203,-3.6752553,-3.0680873,-3.7405229,-3.7004251,-0.44980502,-3.4374855,-3.4165325
323,-4.809281,-1.1727178,-4.5514107,-4.098296,-3.9245791,1.799087,-3.8216581,-0.53216755,2.4510233,-4.1836777
324,-3.86917,-4.6297126,-1.5781431,-3.8984017,-3.6380596,2.425909,-3.3681388,-0.5878014,2.593279,-4.147335
325,-4.7112985,-3.0633042,-5.112553,-2.387032,-4.564584,-3.906306,-3.3517666,-0.585158,-3.4631963,2.6995814
326,-4.3636947,1.6443093,-2.8636882,2.0847661,-3.3564801,-3.514222,-3.5391412,-0.6528176,-3.7337456,-3.8001978
327,2.313168,-1.8894193,-2.7094054,-1.4046047,-3.430173,-4.0046787,-3.9364185,-0.51953644,-4.1316037,-3.937333
328,-4.118001,1.7444057,-3.556049,2.051147,-4.6605167,-4.1501894,-3.0817115,-0.6017138,-3.6471293,-4.2001905
329,2.4548352,-1.6547604,-1.3637702,-2.770823,-3.6635985,-3.6753633,-2.1732383,-0.5775122,-3.2472777,-4.893109
330,-4.8520317,-1.6031121,-1.729962,-2.1028373,-1.6347511,-3.9232638,2.6772168,-0.5514547,-3.6061919,-4.208873
331,-4.4296827,-1.7736151,1.8611369,-3.3920143,2.413353,-3.8466666,-4.0991135,-1.9410369,-4.081442,-4.269062
332,-4.9573517,-2.0203505,-3.9596515,-1.5761533,-3.6850343,1.890595,-4.246837,-0.5488745,2.412675,-5.0348196
333,2.126537,-1.5482243,-1.3167624,-3.209254,-2.1648874,-3.7111475,-3.0237145,-0.5414358,-4.7066555,-3.799398
334,-4.489856,-3.172364,1.9232924,-2.5263288,2.4364164,-3.5009935,-3.6421592,-0.655997,-4.0380945,-4.1964912
335,-2.7657225,-3.3863993,-2.439279,-1.3255513,-3.8228645,-3.4608603,2.4100335,-0.42379105,-3.8435268,-4.1589127
336,-4.9641156,1.8679254,-1.3300431,2.1452892,-2.1532598,-4.0337305,-4.316928,-0.6092147,-4.0107718,-4.2581153
337,-3.7316792,-4.1607347,1.755549,-2.5196373,2.4306846,-3.446729,-3.03459,-0.6043719,-4.184553,-4.5516095
338,-3.7596362,-2.4645731,-3.401264,-1.4621327,-3.6031387,-3.5012455,2.536906,-0.6323126,-3.755374,-2.6669536
339,-5.218121,-1.9772841,-2.598755,-3.0848486,-2.5423903,-3.9193244,-4.2740955,-0.72359616,-3.0425315,2.6420276
340,2.3053014,-3.420757,-1.0989089,-1.144362,-2.252831,-3.9755054,-3.5847368,-0.44949797,-4.0736637,-3.9742236
341,-4.0694466,-1.5126863,-2.3049698,-3.763986,-2.4632826,1.7344487,-3.9178233,-0.5180505,2.3773086,-4.4305725
342,2.5732975,-0.06329137,-0.8740461,-2.1461415,-0.7112908,-4.083863,-1.3935007,-0.7232994,-4.1367364,-3.4176457
343,-4.2109604,2.154231,-1.0738981,2.47949,-2.7858207,-4.0503397,-4.7425385,-0.83858675,-3.207579,-4.3314943
344,-4.5187654,-3.3581586,2.2238069,-3.4029455,2.219217,-3.330065,-4.247141,-0.5284347,-3.195743,-4.5171533
345,-5.01257,1.983504,-3.0789948,2.1093616,-2.2039146,-3.9489977,-4.0542755,-0.7216817,-3.1206107,-4.420882
346,-3.8221335,-4.8431373,1.9652874,-2.6051128,2.243553,-4.4429655,-4.391876,-0.5754999,-3.0722904,-4.2186365
347,-5.3276687,1.904274,-3.3732,2.1456285,-2.170226,-4.1847634,-3.4582727,-0.5854915,-3.9207838,-4.349917
348,2.2619991,-2.77803,-3.7316792,-2.3961523,-3.0214088,-4.1989036,-4.014196,-0.47718713,-4.340325,-4.9038625
349,-4.989828,-3.0997179,-2.4518514,-3.1379821,-1.0318508,-3.8171492,-2.7794049,-0.58687055,-3.1972005,2.415401
350,-4.854677,-4.677992,1.9914007,-2.4899879,2.4365807,-4.465592,-3.6550038,-0.7100391,-3.9752498,-4.586285
351,2.6246471,-1.1152331,-2.0125604,-2.8299985,-3.4139898,-4.146329,-3.8019712,-0.56898314,-3.9794414,-4.2371945
352,-2.8591697,-1.2228725,-0.6820051,-1.7383802,-2.6598382,-3.6914985,2.41096,-0.5839293,-3.9112334,-3.8693705
353,-4.315961,-1.8734001,1.9142675,-3.8747952,2.4978006,-3.7211573,-3.1024954,-0.6550502,-2.8207052,-4.3811054
354,-4.7695184,-2.3703976,-2.3278878,-3.0308495,-4.032316,2.1824725,-3.808089,-0.51208234,2.2013404,-4.1726484
355,-4.9589868,2.1243536,-3.9110978,2.3925765,-3.7698264,-5.17169,-3.5459409,-0.5996522,-4.3811173,-4.4250984
356,-5.4060364,-1.318781,-2.6460505,-2.1869278,-3.0479617,2.320042,-3.2613409,-0.6270125,2.3334942,-4.7403893
357,-4.0056844,1.9705153,-3.4315405,2.1830654,-3.760056,-3.51383,-3.9927824,-0.7013344,-3.6995208,-4.5117464
358,-4.689912,-1.7933013,-1.0114161,-3.2337036,-1.75494,2.435182,-4.7977905,-0.6783473,2.235612,-4.023303
359,-4.7742877,-1.4317038,-1.3633895,-2.482704,-3.4481106,-4.187188,2.2288575,-0.43190932,-3.450347,-4.6395454
360,-5.2461963,-2.4117692,-4.6635427,-3.0125906,-1.4481218,-4.0600295,-3.2032325,-0.67467517,-4.10923,2.9500158
361,-4.867642,-3.3217375,-2.3043146,-1.9782692,-2.122716,-3.3015482,-3.5603747,-0.5698962,-3.7283568,2.4388888
362,-5.2691607,-1.119201,-3.6633139,-1.0218635,-2.1131725,-4.324744,2.713379,-0.51621044,-4.3813953,-3.0162356
363,2.3925807,-2.091688,-2.2677705,-2.5033157,-3.475047,-4.417148,-3.312061,-0.53605396,-4.8815627,-4.4779663
364,-5.432273,-3.3753803,-2.6566184,-2.551759,-2.0925844,2.1381845,-4.197826,-0.62619555,2.4068916,-4.34385
365,2.1569128,-2.6123664,-2.8385413,-1.1314456,-3.7252376,-3.8850162,-4.1689644,-0.49845043,-3.9488964,-4.310807
366,2.5349026,-2.026706,-1.7559904,-3.1371973,-3.73568,-3.7675467,-3.326604,-0.5614709,-4.354491,-3.375898
367,-4.903356,-0.3855734,-3.2825482,-4.1381793,-2.6933832,-3.7464428,-3.8189147,-0.44062924,-3.969558,2.112953
368,-3.9413505,-1.5524186,-2.517521,-3.882199,-2.6461146,-3.7781725,2.4750235,-0.5284402,-3.887888,-4.4743576
369,-4.1073885,-0.72751635,-2.68566,-2.9613976,-1.799824,-3.9813662,2.571537,-0.7284731,-3.0678172,-4.2098446
370,-4.8537574,2.1362352,-3.5164814,2.4802635,-2.39298,-4.437248,-4.238181,-0.6157333,-3.4871511,-5.04619
371,2.4170225,-3.9383428,-1.6784939,-1.7121592,-3.213133,-4.042445,-3.120016,-0.4948624,-3.8999038,-4.3106008
372,-5.240482,-1.6490105,2.0397134,-2.2485018,2.2370505,-4.4080935,-4.1822343,-0.657126,-4.152169,-3.6568768
373,-3.0391047,-2.150463,2.092426,-2.8739595,2.1569564,-3.143204,-3.828122,-0.62484497,-4.124768,-3.811892
374,-5.0323815,-1.6070098,-2.1096747,-1.8513134,-2.8556335,-3.8198044,2.6861887,-0.5511144,-4.1760764,-3.91519
375,-4.500823,1.6948056,-2.5918078,2.074871,-3.7429738,-3.924107,-3.169306,-0.55292296,-3.433582,-4.312426
376,-4.9889994,-0.90242267,-3.889467,-2.1529825,-3.4484103,-2.7604434,-3.5033495,-0.6469083,-3.6246426,2.6400485
377,-4.715739,-4.683529,2.0831766,-4.262761,2.3365343,-3.7728908,-3.8578722,-0.5604754,-4.2141023,-4.092193
378,-4.7250576,-0.7335176,-3.1720877,-2.63456,-3.0855734,-3.902521,2.098187,-0.44514483,-3.8608847,-4.1473227
379,-4.7286887,1.7335165,-1.3052739,1.9200656,-3.8339958,-4.366658,-4.6548524,-2.329832,-4.05099,-4.0855064
380,-4.7103977,-1.2065942,-3.3258464,-2.237038,-2.9412754,-4.214733,2.6544635,-0.6685478,-4.2384624,-4.511406
381,-4.762333,-3.2843983,-2.249891,-3.955133,-3.8269308,-2.8632548,-3.39624,-1.9437364,-4.017375,2.7201598
382,-4.821578,-1.3323278,2.0671644,-3.29668,1.9251688,-4.2454176,-4.0775776,-0.6242249,-3.7933176,-4.7715735
383,-4.113353,1.7888541,-2.91314,2.2903678,-4.5963373,-3.66426,-3.938621,-0.628476,-4.4528103,-4.8569546
384,2.1814113,-1.3672361,-4.115816,-3.1711645,-3.3297758,-3.2240288,-3.1802778,-0.58532107,-3.6867456,-3.1538527
385,-4.5376096,-3.0808492,-1.7076864,-2.1337056,-1.5488054,-3.5848248,2.3704193,-0.46185046,-4.258525,-4.659296
386,-4.2129717,-3.8125262,2.1153538,-3.0605216,2.3197827,-4.130804,-4.4859257,-0.6260733,-4.302747,-4.304884
387,-3.7471807,-1.8686957,-0.8407693,-1.1429315,-2.477683,-4.180705,2.2478366,-0.96282625,-4.3179264,-4.060296
388,2.4180682,-2.085918,-2.2692795,-3.1667101,-2.826331,-3.489328,-3.1083014,-0.49224228,-3.6701202,-4.1355114
389,-5.4599824,-3.7562363,1.9905808,-2.97958,1.9712534,-3.6028647,-3.7783344,-0.54275864,-3.4615414,-4.253765
390,-4.5077906,-2.5993328,-1.282216,-3.1705272,-2.4790561,-3.185204,-3.3694444,-0.56355053,-4.1921644,2.6132042
391,-4.0382824,-3.5261672,-3.1743407,-2.4451363,-3.8941612,2.195002,-4.863484,-0.31669134,2.5924926,-4.139896
392,-4.287512,2.0493255,-3.613256,2.123679,-3.661144,-4.4178476,-2.598384,-0.58664095,-3.8568683,-4.752405
393,-4.894647,-1.8274409,-0.8020505,-3.6535816,-2.0845847,-3.589958,-2.982869,-0.6297442,-3.17678,2.5226743
394,-4.017768,1.4572384,-1.8675978,1.8867314,-2.0535026,-3.3203886,-3.9063957,-0.6273543,-3.5020862,-4.6324553
395,-4.444791,-1.494175,-2.2171512,-3.0976982,-3.7580829,-4.197113,2.3240855,-0.47583836,-3.9028559,-3.926497
396,-4.665161,-1.4867914,-2.5534818,-2.5602055,-3.192159,-4.0878954,-2.8912797,-0.7044159,-3.2790904,2.7927253
397,-3.7654524,1.8792651,-3.7078881,2.265722,-2.7006245,-3.9853292,-3.621256,-0.60990024,-3.753248,-4.10147
398,-5.4391394,-2.066413,1.6000693,-2.3037343,2.179006,-4.1400843,-4.097102,-0.6595861,-3.3389297,-3.2920938
